"Código","Unidade Territorial","UF","Referência","Valor repassado às pessoas com deficiência (PCD) via Benefício de Prestação Continuada (BPC) por município pagador"
"316750","SIMÃO PEREIRA","MG","03/2021","12100"
"316750","SIMÃO PEREIRA","MG","04/2021","13200"
"316750","SIMÃO PEREIRA","MG","05/2021","14300"
"316750","SIMÃO PEREIRA","MG","06/2021","14300"
"316750","SIMÃO PEREIRA","MG","07/2021","14300"
"316750","SIMÃO PEREIRA","MG","08/2021","15400"
"316750","SIMÃO PEREIRA","MG","09/2021","16500"
"316750","SIMÃO PEREIRA","MG","10/2021","15400"
"316760","SIMONÉSIA","MG","06/2020","272745.00"
"316760","SIMONÉSIA","MG","02/2018","248040"
"316760","SIMONÉSIA","MG","12/2019","254490"
"316760","SIMONÉSIA","MG","04/2018","249948"
"316760","SIMONÉSIA","MG","12/2021","273900"
"316760","SIMONÉSIA","MG","11/2021","275059.58"
"316760","SIMONÉSIA","MG","10/2021","275000"
"316760","SIMONÉSIA","MG","09/2021","272800"
"316760","SIMONÉSIA","MG","08/2021","276100"
"316760","SIMONÉSIA","MG","07/2021","275000"
"316760","SIMONÉSIA","MG","06/2021","277200"
"316760","SIMONÉSIA","MG","03/2018","248040"
"316760","SIMONÉSIA","MG","05/2021","278300"
"316760","SIMONÉSIA","MG","04/2021","277200"
"316760","SIMONÉSIA","MG","03/2021","280500"
"316760","SIMONÉSIA","MG","02/2021","279400"
"316760","SIMONÉSIA","MG","01/2021","280500"
"316760","SIMONÉSIA","MG","12/2020","268565"
"316760","SIMONÉSIA","MG","11/2020","270725.32"
"316760","SIMONÉSIA","MG","10/2020","270655"
"316760","SIMONÉSIA","MG","09/2020","270655"
"316760","SIMONÉSIA","MG","08/2020","271700"
"316760","SIMONÉSIA","MG","07/2020","270655"
"316760","SIMONÉSIA","MG","05/2018","249948"
"316760","SIMONÉSIA","MG","05/2020","269610"
"316760","SIMONÉSIA","MG","04/2020","271700"
"316760","SIMONÉSIA","MG","03/2020","272745"
"316760","SIMONÉSIA","MG","02/2020","274835"
"316760","SIMONÉSIA","MG","01/2020","267023"
"316760","SIMONÉSIA","MG","11/2019","253566.61"
"316760","SIMONÉSIA","MG","10/2019","255488"
"316760","SIMONÉSIA","MG","01/2018","248994"
"316760","SIMONÉSIA","MG","09/2019","254490"
"316760","SIMONÉSIA","MG","08/2019","255488"
"316760","SIMONÉSIA","MG","07/2019","258482"
"316760","SIMONÉSIA","MG","06/2019","259480"
"316760","SIMONÉSIA","MG","05/2019","259480"
"316760","SIMONÉSIA","MG","04/2019","258482"
"316760","SIMONÉSIA","MG","03/2019","256486"
"316760","SIMONÉSIA","MG","02/2019","259480"
"316760","SIMONÉSIA","MG","01/2019","259480"
"316760","SIMONÉSIA","MG","12/2018","246132"
"316760","SIMONÉSIA","MG","11/2018","249943.23"
"316760","SIMONÉSIA","MG","10/2018","248994"
"316760","SIMONÉSIA","MG","09/2018","248994"
"316760","SIMONÉSIA","MG","08/2018","251856"
"316760","SIMONÉSIA","MG","07/2018","250902"
"316760","SIMONÉSIA","MG","06/2018","250902.00"
"316770","SOBRÁLIA","MG","12/2021","96800"
"316770","SOBRÁLIA","MG","02/2018","76320"
"316770","SOBRÁLIA","MG","03/2018","77274"
"316770","SOBRÁLIA","MG","04/2018","77274"
"316770","SOBRÁLIA","MG","05/2018","77274"
"316770","SOBRÁLIA","MG","05/2021","99000"
"316770","SOBRÁLIA","MG","06/2018","76320.00"
"316770","SOBRÁLIA","MG","07/2018","73458"
"316770","SOBRÁLIA","MG","08/2018","73458"
"316770","SOBRÁLIA","MG","09/2018","71550"
"316770","SOBRÁLIA","MG","10/2018","72504"
"316770","SOBRÁLIA","MG","11/2018","71549"
"316770","SOBRÁLIA","MG","12/2018","71550"
"316770","SOBRÁLIA","MG","01/2019","75848"
"316770","SOBRÁLIA","MG","02/2019","76846"
"316770","SOBRÁLIA","MG","03/2019","77844"
"316770","SOBRÁLIA","MG","04/2019","78842"
"316770","SOBRÁLIA","MG","05/2019","78842"
"316770","SOBRÁLIA","MG","06/2019","77844"
"316770","SOBRÁLIA","MG","07/2019","78842"
"316770","SOBRÁLIA","MG","12/2019","79840"
"316770","SOBRÁLIA","MG","08/2019","78842"
"316770","SOBRÁLIA","MG","09/2019","78842"
"316770","SOBRÁLIA","MG","10/2019","80838"
"316770","SOBRÁLIA","MG","11/2019","79854.2"
"316770","SOBRÁLIA","MG","01/2020","82081"
"316770","SOBRÁLIA","MG","02/2020","82555"
"316770","SOBRÁLIA","MG","03/2020","84645"
"316770","SOBRÁLIA","MG","04/2020","86735"
"316770","SOBRÁLIA","MG","05/2020","85690"
"316770","SOBRÁLIA","MG","06/2020","86735.00"
"316770","SOBRÁLIA","MG","07/2020","86735"
"316770","SOBRÁLIA","MG","08/2020","85690"
"316770","SOBRÁLIA","MG","09/2020","86735"
"316770","SOBRÁLIA","MG","10/2020","85690"
"316770","SOBRÁLIA","MG","11/2020","85694.76"
"316770","SOBRÁLIA","MG","12/2020","88825"
"316770","SOBRÁLIA","MG","01/2021","93500"
"316770","SOBRÁLIA","MG","02/2021","93500"
"316770","SOBRÁLIA","MG","03/2021","96800"
"316770","SOBRÁLIA","MG","04/2021","99000"
"316770","SOBRÁLIA","MG","06/2021","101200"
"316770","SOBRÁLIA","MG","07/2021","102300"
"316770","SOBRÁLIA","MG","08/2021","100100"
"316770","SOBRÁLIA","MG","09/2021","100100"
"316770","SOBRÁLIA","MG","10/2021","99000"
"316770","SOBRÁLIA","MG","11/2021","96803.64"
"316770","SOBRÁLIA","MG","01/2018","76320"
"316780","SOLEDADE DE MINAS","MG","11/2018","44527.22"
"316780","SOLEDADE DE MINAS","MG","01/2019","47904"
"316780","SOLEDADE DE MINAS","MG","02/2019","49900"
"316780","SOLEDADE DE MINAS","MG","03/2019","48902"
"316780","SOLEDADE DE MINAS","MG","05/2019","47904"
"316780","SOLEDADE DE MINAS","MG","06/2019","46906"
"316780","SOLEDADE DE MINAS","MG","07/2019","47904"
"316780","SOLEDADE DE MINAS","MG","08/2019","44910"
"316780","SOLEDADE DE MINAS","MG","09/2019","45908"
"316780","SOLEDADE DE MINAS","MG","11/2019","45914.75"
"316780","SOLEDADE DE MINAS","MG","01/2020","44677"
"316780","SOLEDADE DE MINAS","MG","02/2020","44935"
"316780","SOLEDADE DE MINAS","MG","03/2020","43890"
"316780","SOLEDADE DE MINAS","MG","04/2020","44935"
"316780","SOLEDADE DE MINAS","MG","05/2020","44935"
"316780","SOLEDADE DE MINAS","MG","06/2020","44935.00"
"316780","SOLEDADE DE MINAS","MG","07/2020","44935"
"316780","SOLEDADE DE MINAS","MG","08/2020","44935"
"316780","SOLEDADE DE MINAS","MG","09/2020","42845"
"316780","SOLEDADE DE MINAS","MG","10/2020","42845"
"316780","SOLEDADE DE MINAS","MG","11/2020","42850.81"
"316780","SOLEDADE DE MINAS","MG","12/2020","42845"
"316780","SOLEDADE DE MINAS","MG","01/2021","45100"
"316780","SOLEDADE DE MINAS","MG","02/2021","45100"
"316780","SOLEDADE DE MINAS","MG","03/2021","46200"
"316780","SOLEDADE DE MINAS","MG","04/2021","47300"
"316780","SOLEDADE DE MINAS","MG","05/2021","47300"
"316780","SOLEDADE DE MINAS","MG","06/2021","46200"
"316780","SOLEDADE DE MINAS","MG","07/2021","46200"
"316780","SOLEDADE DE MINAS","MG","08/2021","47300"
"316780","SOLEDADE DE MINAS","MG","09/2021","47300.71"
"316780","SOLEDADE DE MINAS","MG","10/2021","47300"
"316780","SOLEDADE DE MINAS","MG","11/2021","46205.08"
"316780","SOLEDADE DE MINAS","MG","12/2021","46200"
"316780","SOLEDADE DE MINAS","MG","10/2019","45908"
"316780","SOLEDADE DE MINAS","MG","12/2019","45908"
"316780","SOLEDADE DE MINAS","MG","04/2019","49900"
"316780","SOLEDADE DE MINAS","MG","01/2018","38808.72"
"316780","SOLEDADE DE MINAS","MG","02/2018","38808.72"
"316780","SOLEDADE DE MINAS","MG","03/2018","39762.72"
"316780","SOLEDADE DE MINAS","MG","04/2018","41670.72"
"316780","SOLEDADE DE MINAS","MG","05/2018","41670.72"
"316780","SOLEDADE DE MINAS","MG","06/2018","42624.72"
"316780","SOLEDADE DE MINAS","MG","07/2018","43578.72"
"316780","SOLEDADE DE MINAS","MG","08/2018","44532.72"
"316780","SOLEDADE DE MINAS","MG","09/2018","44532.72"
"316780","SOLEDADE DE MINAS","MG","10/2018","45486.72"
"316780","SOLEDADE DE MINAS","MG","12/2018","44532.72"
"316790","TABULEIRO","MG","02/2018","41022"
"316790","TABULEIRO","MG","12/2021","41800"
"316790","TABULEIRO","MG","11/2021","40702.11"
"316790","TABULEIRO","MG","10/2021","42900"
"316790","TABULEIRO","MG","09/2021","42900"
"316790","TABULEIRO","MG","08/2021","40700"
"316790","TABULEIRO","MG","07/2021","42900"
"316790","TABULEIRO","MG","12/2018","41022"
"316790","TABULEIRO","MG","06/2021","44000"
"316790","TABULEIRO","MG","05/2021","44000"
"316790","TABULEIRO","MG","04/2021","44000"
"316790","TABULEIRO","MG","03/2021","42900"
"316790","TABULEIRO","MG","02/2021","42900"
"316790","TABULEIRO","MG","01/2021","42900"
"316790","TABULEIRO","MG","12/2020","40755"
"316790","TABULEIRO","MG","11/2020","40757.87"
"316790","TABULEIRO","MG","10/2020","40755"
"316790","TABULEIRO","MG","08/2020","40755"
"316790","TABULEIRO","MG","07/2020","40755"
"316790","TABULEIRO","MG","06/2020","40755.00"
"316790","TABULEIRO","MG","05/2020","40755"
"316790","TABULEIRO","MG","04/2020","40755"
"316790","TABULEIRO","MG","03/2020","40755"
"316790","TABULEIRO","MG","02/2020","40755"
"316790","TABULEIRO","MG","01/2020","41560"
"316790","TABULEIRO","MG","11/2019","39924.27"
"316790","TABULEIRO","MG","10/2019","39920"
"316790","TABULEIRO","MG","09/2019","39920"
"316790","TABULEIRO","MG","08/2019","38922"
"316790","TABULEIRO","MG","07/2019","38922"
"316790","TABULEIRO","MG","06/2019","38922"
"316790","TABULEIRO","MG","05/2019","40918"
"316790","TABULEIRO","MG","04/2019","41916"
"316790","TABULEIRO","MG","03/2019","41916"
"316790","TABULEIRO","MG","02/2019","42914"
"316790","TABULEIRO","MG","01/2019","42914"
"316790","TABULEIRO","MG","09/2020","40755"
"316790","TABULEIRO","MG","12/2019","39920"
"316790","TABULEIRO","MG","01/2018","41022"
"316790","TABULEIRO","MG","03/2018","41976"
"316790","TABULEIRO","MG","04/2018","41022"
"316790","TABULEIRO","MG","05/2018","41022"
"316790","TABULEIRO","MG","06/2018","41022.00"
"316790","TABULEIRO","MG","07/2018","41976"
"316790","TABULEIRO","MG","08/2018","41976"
"316790","TABULEIRO","MG","09/2018","41976"
"316790","TABULEIRO","MG","10/2018","41022"
"316790","TABULEIRO","MG","11/2018","41019.33"
"316800","TAIOBEIRAS","MG","01/2018","1044248.8"
"316800","TAIOBEIRAS","MG","11/2021","1188197.97"
"316800","TAIOBEIRAS","MG","10/2021","1191300"
"316800","TAIOBEIRAS","MG","09/2021","1199000"
"316800","TAIOBEIRAS","MG","08/2021","1193500"
"316800","TAIOBEIRAS","MG","07/2021","1193500.08"
"316800","TAIOBEIRAS","MG","06/2021","1201200"
"316800","TAIOBEIRAS","MG","05/2021","1203400"
"316800","TAIOBEIRAS","MG","04/2021","1205600"
"316800","TAIOBEIRAS","MG","03/2021","1205600"
"316800","TAIOBEIRAS","MG","02/2021","1208900"
"316800","TAIOBEIRAS","MG","01/2021","1201200"
"316800","TAIOBEIRAS","MG","12/2020","1134870"
"316800","TAIOBEIRAS","MG","11/2020","1143441.16"
"316800","TAIOBEIRAS","MG","10/2020","1141140"
"316800","TAIOBEIRAS","MG","09/2020","1144275"
"316800","TAIOBEIRAS","MG","08/2020","1144275"
"316800","TAIOBEIRAS","MG","07/2020","1142185"
"316800","TAIOBEIRAS","MG","06/2020","1141140.00"
"316800","TAIOBEIRAS","MG","05/2020","1141140"
"316800","TAIOBEIRAS","MG","04/2020","1139050"
"316800","TAIOBEIRAS","MG","03/2020","1135915"
"316800","TAIOBEIRAS","MG","02/2020","1142185"
"316800","TAIOBEIRAS","MG","01/2020","1131471"
"316800","TAIOBEIRAS","MG","11/2019","1084043.16"
"316800","TAIOBEIRAS","MG","10/2019","1085824"
"316800","TAIOBEIRAS","MG","09/2019","1079836"
"316800","TAIOBEIRAS","MG","08/2019","1078838"
"316800","TAIOBEIRAS","MG","07/2019","1083828"
"316800","TAIOBEIRAS","MG","06/2019","1083828"
"316800","TAIOBEIRAS","MG","05/2019","1087820"
"316800","TAIOBEIRAS","MG","04/2019","1093808"
"316800","TAIOBEIRAS","MG","03/2019","1094806"
"316800","TAIOBEIRAS","MG","02/2019","1095804"
"316800","TAIOBEIRAS","MG","01/2019","1100794.89"
"316800","TAIOBEIRAS","MG","12/2018","1051212.8"
"316800","TAIOBEIRAS","MG","11/2018","1049297.71"
"316800","TAIOBEIRAS","MG","12/2019","1082830"
"316800","TAIOBEIRAS","MG","12/2021","1189100"
"316800","TAIOBEIRAS","MG","10/2018","1053120.8"
"316800","TAIOBEIRAS","MG","09/2018","1054074.8"
"316800","TAIOBEIRAS","MG","08/2018","1053120.8"
"316800","TAIOBEIRAS","MG","07/2018","1054074.8"
"316800","TAIOBEIRAS","MG","06/2018","1053120.80"
"316800","TAIOBEIRAS","MG","05/2018","1057890.8"
"316800","TAIOBEIRAS","MG","04/2018","1057890.8"
"316800","TAIOBEIRAS","MG","03/2018","1054074.8"
"316800","TAIOBEIRAS","MG","02/2018","1051212.8"
"316805","TAPARUBA","MG","01/2021","18700"
"316805","TAPARUBA","MG","11/2020","18811.81"
"316805","TAPARUBA","MG","10/2020","17765"
"316805","TAPARUBA","MG","09/2020","17765"
"316805","TAPARUBA","MG","08/2020","16720"
"316805","TAPARUBA","MG","07/2020","16720"
"316805","TAPARUBA","MG","06/2020","16720.00"
"316805","TAPARUBA","MG","05/2020","15675"
"316805","TAPARUBA","MG","04/2020","14630"
"316805","TAPARUBA","MG","03/2020","14630"
"316805","TAPARUBA","MG","02/2020","14630"
"316805","TAPARUBA","MG","01/2020","12468"
"316805","TAPARUBA","MG","11/2019","10979.56"
"316805","TAPARUBA","MG","10/2019","10978"
"316805","TAPARUBA","MG","09/2019","11976"
"316805","TAPARUBA","MG","08/2019","11976"
"316805","TAPARUBA","MG","07/2019","12974"
"316805","TAPARUBA","MG","06/2019","12974"
"316805","TAPARUBA","MG","05/2019","12974"
"316805","TAPARUBA","MG","04/2019","13972"
"316805","TAPARUBA","MG","03/2019","12974"
"316805","TAPARUBA","MG","02/2019","10978"
"316805","TAPARUBA","MG","01/2019","10978"
"316805","TAPARUBA","MG","12/2019","10978"
"316805","TAPARUBA","MG","12/2018","9540"
"316805","TAPARUBA","MG","11/2018","9539.2"
"316805","TAPARUBA","MG","10/2018","9540"
"316805","TAPARUBA","MG","09/2018","9540"
"316805","TAPARUBA","MG","08/2018","9540"
"316805","TAPARUBA","MG","07/2018","9540"
"316805","TAPARUBA","MG","06/2018","9540.00"
"316805","TAPARUBA","MG","05/2018","9540"
"316805","TAPARUBA","MG","04/2018","9540"
"316805","TAPARUBA","MG","03/2018","9540"
"316805","TAPARUBA","MG","02/2018","8586"
"316805","TAPARUBA","MG","01/2018","8586"
"316805","TAPARUBA","MG","12/2020","18810"
"316805","TAPARUBA","MG","02/2021","18700"
"316805","TAPARUBA","MG","03/2021","18700"
"316805","TAPARUBA","MG","04/2021","19800"
"316805","TAPARUBA","MG","05/2021","18700"
"316805","TAPARUBA","MG","06/2021","18700"
"316805","TAPARUBA","MG","07/2021","18700"
"316805","TAPARUBA","MG","08/2021","18700"
"316805","TAPARUBA","MG","09/2021","17600"
"316805","TAPARUBA","MG","10/2021","18700"
"316805","TAPARUBA","MG","12/2021","19800"
"316805","TAPARUBA","MG","11/2021","18701.81"
"316810","TAPIRA","MG","06/2020","45980.00"
"316810","TAPIRA","MG","01/2018","39114"
"316810","TAPIRA","MG","02/2018","39114"
"316810","TAPIRA","MG","03/2018","41022"
"316810","TAPIRA","MG","04/2018","41022"
"316810","TAPIRA","MG","05/2018","41022"
"316810","TAPIRA","MG","06/2018","41976.00"
"316810","TAPIRA","MG","07/2018","41976"
"316810","TAPIRA","MG","08/2018","44838"
"316810","TAPIRA","MG","09/2018","44838"
"316810","TAPIRA","MG","10/2018","44838"
"316810","TAPIRA","MG","11/2018","44834.37"
"316810","TAPIRA","MG","12/2018","44838"
"316810","TAPIRA","MG","01/2019","47904"
"316810","TAPIRA","MG","02/2019","47904"
"316810","TAPIRA","MG","03/2019","47904"
"316810","TAPIRA","MG","04/2019","47904"
"316810","TAPIRA","MG","05/2019","48902"
"316810","TAPIRA","MG","06/2019","48902"
"316810","TAPIRA","MG","07/2019","48902"
"316810","TAPIRA","MG","08/2019","46906"
"316810","TAPIRA","MG","09/2019","45908"
"316810","TAPIRA","MG","10/2019","45908"
"316810","TAPIRA","MG","11/2019","45921.35"
"316810","TAPIRA","MG","01/2020","45716"
"316810","TAPIRA","MG","02/2020","45980"
"316810","TAPIRA","MG","03/2020","45980"
"316810","TAPIRA","MG","04/2020","47025"
"316810","TAPIRA","MG","05/2020","45980"
"316810","TAPIRA","MG","07/2020","43890"
"316810","TAPIRA","MG","08/2020","43890"
"316810","TAPIRA","MG","09/2020","42845"
"316810","TAPIRA","MG","10/2020","41800"
"316810","TAPIRA","MG","11/2020","41812.23"
"316810","TAPIRA","MG","12/2020","41800"
"316810","TAPIRA","MG","01/2021","44000"
"316810","TAPIRA","MG","02/2021","44000"
"316810","TAPIRA","MG","03/2021","44000"
"316810","TAPIRA","MG","04/2021","45100"
"316810","TAPIRA","MG","05/2021","44000"
"316810","TAPIRA","MG","06/2021","44000"
"316810","TAPIRA","MG","07/2021","44000"
"316810","TAPIRA","MG","08/2021","44000"
"316810","TAPIRA","MG","09/2021","42900"
"316810","TAPIRA","MG","10/2021","44000"
"316810","TAPIRA","MG","12/2021","42900"
"316810","TAPIRA","MG","11/2021","44011.18"
"316810","TAPIRA","MG","12/2019","45908"
"316820","TAPIRAÍ","MG","05/2019","20958"
"316820","TAPIRAÍ","MG","06/2019","20958"
"316820","TAPIRAÍ","MG","07/2019","20958"
"316820","TAPIRAÍ","MG","07/2018","19080"
"316820","TAPIRAÍ","MG","08/2019","20958"
"316820","TAPIRAÍ","MG","09/2019","20958"
"316820","TAPIRAÍ","MG","10/2019","19960"
"316820","TAPIRAÍ","MG","11/2019","20959.65"
"316820","TAPIRAÍ","MG","01/2020","21819"
"316820","TAPIRAÍ","MG","03/2020","21945"
"316820","TAPIRAÍ","MG","04/2020","21945"
"316820","TAPIRAÍ","MG","05/2020","21945"
"316820","TAPIRAÍ","MG","06/2020","21945.00"
"316820","TAPIRAÍ","MG","07/2020","21945"
"316820","TAPIRAÍ","MG","08/2020","21945"
"316820","TAPIRAÍ","MG","11/2018","18126"
"316820","TAPIRAÍ","MG","06/2018","19080.00"
"316820","TAPIRAÍ","MG","09/2020","21945"
"316820","TAPIRAÍ","MG","10/2020","21945"
"316820","TAPIRAÍ","MG","11/2020","21946.65"
"316820","TAPIRAÍ","MG","02/2020","21945"
"316820","TAPIRAÍ","MG","12/2020","21945"
"316820","TAPIRAÍ","MG","01/2021","23100"
"316820","TAPIRAÍ","MG","02/2021","23100"
"316820","TAPIRAÍ","MG","03/2021","20900"
"316820","TAPIRAÍ","MG","04/2021","20900"
"316820","TAPIRAÍ","MG","05/2021","22000"
"316820","TAPIRAÍ","MG","06/2021","23100"
"316820","TAPIRAÍ","MG","07/2021","23100"
"316820","TAPIRAÍ","MG","08/2021","24200"
"316820","TAPIRAÍ","MG","09/2021","23100"
"316820","TAPIRAÍ","MG","10/2021","23100"
"316820","TAPIRAÍ","MG","08/2018","19080"
"316820","TAPIRAÍ","MG","11/2021","24200.78"
"316820","TAPIRAÍ","MG","12/2021","24200"
"316820","TAPIRAÍ","MG","01/2019","19960"
"316820","TAPIRAÍ","MG","05/2018","18126"
"316820","TAPIRAÍ","MG","02/2019","19960"
"316820","TAPIRAÍ","MG","02/2018","17172"
"316820","TAPIRAÍ","MG","01/2018","17172"
"316820","TAPIRAÍ","MG","03/2019","20958"
"316820","TAPIRAÍ","MG","03/2018","18126"
"316820","TAPIRAÍ","MG","12/2018","19080"
"316820","TAPIRAÍ","MG","04/2018","18126"
"316820","TAPIRAÍ","MG","04/2019","20958"
"316820","TAPIRAÍ","MG","10/2018","18126"
"316820","TAPIRAÍ","MG","12/2019","20958"
"316820","TAPIRAÍ","MG","09/2018","19080"
"316830","TAQUARAÇU DE MINAS","MG","10/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","01/2018","37206"
"316830","TAQUARAÇU DE MINAS","MG","02/2018","37206"
"316830","TAQUARAÇU DE MINAS","MG","03/2018","37206"
"316830","TAQUARAÇU DE MINAS","MG","12/2019","44910"
"316830","TAQUARAÇU DE MINAS","MG","04/2018","36252"
"316830","TAQUARAÇU DE MINAS","MG","05/2018","37206"
"316830","TAQUARAÇU DE MINAS","MG","06/2018","39114.00"
"316830","TAQUARAÇU DE MINAS","MG","07/2018","39114"
"316830","TAQUARAÇU DE MINAS","MG","08/2018","40068"
"316830","TAQUARAÇU DE MINAS","MG","09/2018","41022"
"316830","TAQUARAÇU DE MINAS","MG","10/2018","41022"
"316830","TAQUARAÇU DE MINAS","MG","11/2018","40065.2"
"316830","TAQUARAÇU DE MINAS","MG","12/2018","40068"
"316830","TAQUARAÇU DE MINAS","MG","01/2019","41916"
"316830","TAQUARAÇU DE MINAS","MG","02/2019","41916"
"316830","TAQUARAÇU DE MINAS","MG","03/2019","40918"
"316830","TAQUARAÇU DE MINAS","MG","04/2019","40918"
"316830","TAQUARAÇU DE MINAS","MG","05/2019","40918"
"316830","TAQUARAÇU DE MINAS","MG","06/2019","43912"
"316830","TAQUARAÇU DE MINAS","MG","07/2019","43912"
"316830","TAQUARAÇU DE MINAS","MG","08/2019","45908"
"316830","TAQUARAÇU DE MINAS","MG","09/2019","45908"
"316830","TAQUARAÇU DE MINAS","MG","10/2019","44910"
"316830","TAQUARAÇU DE MINAS","MG","11/2019","44920.25"
"316830","TAQUARAÇU DE MINAS","MG","01/2020","46755"
"316830","TAQUARAÇU DE MINAS","MG","02/2020","45980"
"316830","TAQUARAÇU DE MINAS","MG","03/2020","45980"
"316830","TAQUARAÇU DE MINAS","MG","04/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","05/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","06/2020","44935.00"
"316830","TAQUARAÇU DE MINAS","MG","07/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","08/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","09/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","10/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","11/2020","44945.11"
"316830","TAQUARAÇU DE MINAS","MG","12/2020","44935"
"316830","TAQUARAÇU DE MINAS","MG","01/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","02/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","03/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","04/2021","47300"
"316830","TAQUARAÇU DE MINAS","MG","05/2021","47300"
"316830","TAQUARAÇU DE MINAS","MG","06/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","07/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","08/2021","49500"
"316830","TAQUARAÇU DE MINAS","MG","09/2021","48400"
"316830","TAQUARAÇU DE MINAS","MG","11/2021","48409.67"
"316830","TAQUARAÇU DE MINAS","MG","12/2021","48400"
"316840","TARUMIRIM","MG","04/2018","288299"
"316840","TARUMIRIM","MG","05/2018","290684"
"316840","TARUMIRIM","MG","06/2018","291638.00"
"316840","TARUMIRIM","MG","07/2018","291638"
"316840","TARUMIRIM","MG","08/2018","291638"
"316840","TARUMIRIM","MG","09/2018","289730"
"316840","TARUMIRIM","MG","10/2018","290684"
"316840","TARUMIRIM","MG","11/2018","295448.13"
"316840","TARUMIRIM","MG","12/2018","295454"
"316840","TARUMIRIM","MG","01/2019","310378.4"
"316840","TARUMIRIM","MG","03/2018","291161"
"316840","TARUMIRIM","MG","02/2019","306386.4"
"316840","TARUMIRIM","MG","03/2019","310378.4"
"316840","TARUMIRIM","MG","04/2019","309380.4"
"316840","TARUMIRIM","MG","05/2019","310378.4"
"316840","TARUMIRIM","MG","06/2019","309380.4"
"316840","TARUMIRIM","MG","07/2019","309380.4"
"316840","TARUMIRIM","MG","08/2019","308382.4"
"316840","TARUMIRIM","MG","09/2019","309380.4"
"316840","TARUMIRIM","MG","10/2019","310378.4"
"316840","TARUMIRIM","MG","11/2019","306458.42"
"316840","TARUMIRIM","MG","01/2020","316895"
"316840","TARUMIRIM","MG","02/2020","318725"
"316840","TARUMIRIM","MG","03/2020","320815.5"
"316840","TARUMIRIM","MG","04/2020","319770.5"
"316840","TARUMIRIM","MG","05/2020","318725.5"
"316840","TARUMIRIM","MG","06/2020","319770.50"
"316840","TARUMIRIM","MG","07/2020","319770"
"316840","TARUMIRIM","MG","02/2018","290207"
"316840","TARUMIRIM","MG","08/2020","318725"
"316840","TARUMIRIM","MG","09/2020","317680"
"316840","TARUMIRIM","MG","10/2020","317680"
"316840","TARUMIRIM","MG","11/2020","316702.32"
"316840","TARUMIRIM","MG","12/2020","317680"
"316840","TARUMIRIM","MG","01/2021","332200"
"316840","TARUMIRIM","MG","02/2021","330000"
"316840","TARUMIRIM","MG","03/2021","325600"
"316840","TARUMIRIM","MG","04/2021","321200"
"316840","TARUMIRIM","MG","05/2021","325600"
"316840","TARUMIRIM","MG","06/2021","325600"
"316840","TARUMIRIM","MG","07/2021","330000"
"316840","TARUMIRIM","MG","08/2021","328900"
"316840","TARUMIRIM","MG","09/2021","326700"
"316840","TARUMIRIM","MG","10/2021","326700"
"316840","TARUMIRIM","MG","11/2021","326757.26"
"316840","TARUMIRIM","MG","12/2021","327800"
"316840","TARUMIRIM","MG","01/2018","288299"
"316840","TARUMIRIM","MG","12/2019","304390"
"316850","TEIXEIRAS","MG","04/2021","238700"
"316850","TEIXEIRAS","MG","12/2019","223552"
"316850","TEIXEIRAS","MG","01/2018","212312.7"
"316850","TEIXEIRAS","MG","02/2018","214220.7"
"316850","TEIXEIRAS","MG","03/2018","213266.7"
"316850","TEIXEIRAS","MG","04/2018","212312.7"
"316850","TEIXEIRAS","MG","05/2018","211358.7"
"316850","TEIXEIRAS","MG","06/2018","209450.70"
"316850","TEIXEIRAS","MG","07/2018","210166.2"
"316850","TEIXEIRAS","MG","08/2018","213982.2"
"316850","TEIXEIRAS","MG","09/2018","213982.2"
"316850","TEIXEIRAS","MG","10/2018","215890.2"
"316850","TEIXEIRAS","MG","11/2018","218745.24"
"316850","TEIXEIRAS","MG","12/2018","220660.2"
"316850","TEIXEIRAS","MG","01/2019","228542"
"316850","TEIXEIRAS","MG","02/2019","225548"
"316850","TEIXEIRAS","MG","03/2019","225548"
"316850","TEIXEIRAS","MG","04/2019","226546"
"316850","TEIXEIRAS","MG","05/2019","223552"
"316850","TEIXEIRAS","MG","06/2019","226546"
"316850","TEIXEIRAS","MG","07/2019","226546"
"316850","TEIXEIRAS","MG","08/2019","224550"
"316850","TEIXEIRAS","MG","09/2019","225548"
"316850","TEIXEIRAS","MG","10/2019","224550"
"316850","TEIXEIRAS","MG","11/2019","224594.5"
"316850","TEIXEIRAS","MG","01/2020","230658"
"316850","TEIXEIRAS","MG","02/2020","233035"
"316850","TEIXEIRAS","MG","03/2020","230945"
"316850","TEIXEIRAS","MG","04/2020","230945"
"316850","TEIXEIRAS","MG","05/2020","230945"
"316850","TEIXEIRAS","MG","06/2020","230945.00"
