"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"311920","COROACI","MG","04/2021","1099","90618","82.45"
"311920","COROACI","MG","05/2021","1099","91755","83.49"
"311920","COROACI","MG","06/2021","1099","92973","84.60"
"311920","COROACI","MG","07/2021","1099","93971","85.51"
"311920","COROACI","MG","08/2021","1096","94623","86.33"
"311920","COROACI","MG","09/2021","1096","95205","86.87"
"311920","COROACI","MG","10/2021","1096","95620","87.24"
"311920","COROACI","MG","01/2018","1010","186672","184.82"
"311930","COROMANDEL","MG","09/2021","1269","56564","44.57"
"311930","COROMANDEL","MG","12/2019","1179","154419","130.97"
"311930","COROMANDEL","MG","01/2018","1317","154226","117.10"
"311930","COROMANDEL","MG","02/2018","1346","158125","117.48"
"311930","COROMANDEL","MG","03/2018","1359","159954","117.70"
"311930","COROMANDEL","MG","04/2018","1279","152139","118.95"
"311930","COROMANDEL","MG","05/2018","1294","154037","119.04"
"311930","COROMANDEL","MG","06/2018","1286","152460","118.55"
"311930","COROMANDEL","MG","07/2018","1283","159781","124.54"
"311930","COROMANDEL","MG","08/2018","1304","162374","124.52"
"311930","COROMANDEL","MG","09/2018","1277","161409","126.40"
"311930","COROMANDEL","MG","10/2018","1293","164371","127.12"
"311930","COROMANDEL","MG","11/2018","1355","172101","127.01"
"311930","COROMANDEL","MG","12/2018","1341","171969","128.24"
"311930","COROMANDEL","MG","01/2019","1282","163737","127.72"
"311930","COROMANDEL","MG","02/2019","1298","166322.00","128.14"
"311930","COROMANDEL","MG","03/2019","1309","167777","128.17"
"311930","COROMANDEL","MG","04/2019","1321","170578.00","129.13"
"311930","COROMANDEL","MG","05/2019","1344","171149","127.34"
"311930","COROMANDEL","MG","06/2019","1305","167310","128.21"
"311930","COROMANDEL","MG","07/2019","1283","165564","129.04"
"311930","COROMANDEL","MG","08/2019","1274","163795","128.57"
"311930","COROMANDEL","MG","09/2019","1239","160450","129.50"
"311930","COROMANDEL","MG","10/2019","1233","159314","129.21"
"311930","COROMANDEL","MG","11/2019","1198","157291","131.29"
"311930","COROMANDEL","MG","01/2020","1165","150939.00","129.56"
"311930","COROMANDEL","MG","02/2020","1158","149787","129.35"
"311930","COROMANDEL","MG","03/2020","1105","144645","130.90"
"311930","COROMANDEL","MG","04/2020","1305","20901","16.02"
"311930","COROMANDEL","MG","05/2020","1302","17594","13.51"
"311930","COROMANDEL","MG","06/2020","1302","17793","13.67"
"311930","COROMANDEL","MG","07/2020","1302","18573","14.26"
"311930","COROMANDEL","MG","08/2020","1302","17718","13.61"
"311930","COROMANDEL","MG","09/2020","1307","30448","23.30"
"311930","COROMANDEL","MG","10/2020","1307","32164","24.61"
"311930","COROMANDEL","MG","11/2020","1307","33121","25.34"
"311930","COROMANDEL","MG","12/2020","1307","34625","26.49"
"311930","COROMANDEL","MG","01/2021","1305","179262","137.37"
"311930","COROMANDEL","MG","02/2021","1279","160179","125.24"
"311930","COROMANDEL","MG","03/2021","1272","160043","125.82"
"311930","COROMANDEL","MG","04/2021","1272","45543","35.80"
"311930","COROMANDEL","MG","05/2021","1272","47655","37.46"
"311930","COROMANDEL","MG","06/2021","1272","48435","38.08"
"311930","COROMANDEL","MG","07/2021","1272","50684","39.85"
"311930","COROMANDEL","MG","08/2021","1269","53211","41.93"
"311930","COROMANDEL","MG","10/2021","1269","56967","44.89"
"311940","CORONEL FABRICIANO","MG","11/2019","4850","884310","182.33"
"311940","CORONEL FABRICIANO","MG","12/2019","4858","893669","183.96"
"311940","CORONEL FABRICIANO","MG","01/2018","5332","875340","164.17"
"311940","CORONEL FABRICIANO","MG","02/2018","5349","872513","163.12"
"311940","CORONEL FABRICIANO","MG","03/2018","5446","887735","163.01"
"311940","CORONEL FABRICIANO","MG","04/2018","5260","868658","165.14"
"311940","CORONEL FABRICIANO","MG","05/2018","5362","887139","165.45"
"311940","CORONEL FABRICIANO","MG","06/2018","5232","873155","166.89"
"311940","CORONEL FABRICIANO","MG","07/2018","5240","926901","176.89"
"311940","CORONEL FABRICIANO","MG","08/2018","5315","939673","176.80"
"311940","CORONEL FABRICIANO","MG","09/2018","5074","910851","179.51"
"311940","CORONEL FABRICIANO","MG","10/2018","5215","927627","177.88"
"311940","CORONEL FABRICIANO","MG","11/2018","5345","946256","177.04"
"311940","CORONEL FABRICIANO","MG","12/2018","5336","955970","179.15"
"311940","CORONEL FABRICIANO","MG","01/2019","5176","929679","179.61"
"311940","CORONEL FABRICIANO","MG","02/2019","5268","945301.00","179.44"
"311940","CORONEL FABRICIANO","MG","03/2019","5341","955027","178.81"
"311940","CORONEL FABRICIANO","MG","04/2019","5372","963971.00","179.44"
"311940","CORONEL FABRICIANO","MG","05/2019","5471","981430","179.39"
"311940","CORONEL FABRICIANO","MG","06/2019","5336","957165","179.38"
"311940","CORONEL FABRICIANO","MG","07/2019","5197","936072","180.12"
"311940","CORONEL FABRICIANO","MG","08/2019","5203","934316","179.57"
"311940","CORONEL FABRICIANO","MG","09/2019","5026","904531","179.97"
"311940","CORONEL FABRICIANO","MG","10/2019","5032","913666","181.57"
"311940","CORONEL FABRICIANO","MG","01/2020","4829","884891.00","183.25"
"311940","CORONEL FABRICIANO","MG","02/2020","4817","872726","181.18"
"311940","CORONEL FABRICIANO","MG","03/2020","4576","837642","183.05"
"311940","CORONEL FABRICIANO","MG","04/2020","5510","60431","10.97"
"311940","CORONEL FABRICIANO","MG","05/2020","5501","54224","9.86"
"311940","CORONEL FABRICIANO","MG","06/2020","5501","54302","9.87"
"311940","CORONEL FABRICIANO","MG","07/2020","5501","54937","9.99"
"311940","CORONEL FABRICIANO","MG","08/2020","5501","53020","9.64"
"311940","CORONEL FABRICIANO","MG","09/2020","5502","155924","28.34"
"311940","CORONEL FABRICIANO","MG","10/2020","5502","172292","31.31"
"311940","CORONEL FABRICIANO","MG","11/2020","5502","183420","33.34"
"311940","CORONEL FABRICIANO","MG","12/2020","5502","193564","35.18"
"311940","CORONEL FABRICIANO","MG","01/2021","5459","996204","182.49"
"311940","CORONEL FABRICIANO","MG","02/2021","5400","969074","179.46"
"311940","CORONEL FABRICIANO","MG","03/2021","6048","1070767","177.04"
"311940","CORONEL FABRICIANO","MG","04/2021","6177","542278","87.79"
"311940","CORONEL FABRICIANO","MG","05/2021","6177","552636","89.47"
"311940","CORONEL FABRICIANO","MG","06/2021","6177","560975","90.82"
"311940","CORONEL FABRICIANO","MG","07/2021","6177","568393","92.02"
"311940","CORONEL FABRICIANO","MG","08/2021","6140","569758","92.79"
"311940","CORONEL FABRICIANO","MG","09/2021","6140","579348","94.36"
"311940","CORONEL FABRICIANO","MG","10/2021","6140","587030","95.61"
"311950","CORONEL MURTA","MG","09/2019","1027","227723","221.74"
"311950","CORONEL MURTA","MG","01/2018","1252","258625","206.57"
"311950","CORONEL MURTA","MG","02/2018","1252","255509","204.08"
"311950","CORONEL MURTA","MG","03/2018","1246","254766","204.47"
"311950","CORONEL MURTA","MG","04/2018","1200","247743","206.45"
"311950","CORONEL MURTA","MG","05/2018","1208","251748","208.40"
"311950","CORONEL MURTA","MG","06/2018","1190","247218","207.75"
"311950","CORONEL MURTA","MG","07/2018","1189","260851","219.39"
"311950","CORONEL MURTA","MG","08/2018","1194","260823","218.44"
"311950","CORONEL MURTA","MG","09/2018","1139","249283","218.86"
"311950","CORONEL MURTA","MG","10/2018","1157","252580","218.31"
"311950","CORONEL MURTA","MG","11/2018","1148","250320","218.05"
"311950","CORONEL MURTA","MG","12/2018","1137","249507","219.44"
"311950","CORONEL MURTA","MG","01/2019","1117","247772","221.82"
"311950","CORONEL MURTA","MG","02/2019","1112","246201.00","221.40"
"311950","CORONEL MURTA","MG","03/2019","1123","250816","223.34"
"311950","CORONEL MURTA","MG","04/2019","1125","250120.00","222.33"
"311950","CORONEL MURTA","MG","05/2019","1128","248768","220.54"
"311950","CORONEL MURTA","MG","06/2019","1065","236081","221.67"
"311950","CORONEL MURTA","MG","07/2019","1047","232327","221.90"
"311950","CORONEL MURTA","MG","08/2019","1038","228985","220.60"
"311950","CORONEL MURTA","MG","10/2019","1022","227564","222.67"
"311950","CORONEL MURTA","MG","11/2019","1021","227600","222.92"
"311950","CORONEL MURTA","MG","01/2020","1020","225874.00","221.45"
"311950","CORONEL MURTA","MG","02/2020","1016","224984","221.44"
"311950","CORONEL MURTA","MG","03/2020","992","223417","225.22"
"311950","CORONEL MURTA","MG","04/2020","1070","3560","3.33"
"311950","CORONEL MURTA","MG","05/2020","1067","2418","2.27"
"311950","CORONEL MURTA","MG","06/2020","1067","2678","2.51"
"311950","CORONEL MURTA","MG","07/2020","1067","3385","3.17"
"311950","CORONEL MURTA","MG","08/2020","1067","3742","3.51"
"311950","CORONEL MURTA","MG","09/2020","1058","26265","24.83"
"311950","CORONEL MURTA","MG","10/2020","1058","27541","26.03"
"311950","CORONEL MURTA","MG","11/2020","1058","27899","26.37"
"311950","CORONEL MURTA","MG","12/2020","1058","29238","27.64"
"311950","CORONEL MURTA","MG","01/2021","1058","227605","215.13"
"311950","CORONEL MURTA","MG","02/2021","1049","223459","213.02"
"311950","CORONEL MURTA","MG","03/2021","1105","230481","208.58"
"311950","CORONEL MURTA","MG","04/2021","1109","116491","105.04"
"311950","CORONEL MURTA","MG","05/2021","1109","119656","107.90"
"311950","CORONEL MURTA","MG","06/2021","1109","123339","111.22"
"311950","CORONEL MURTA","MG","07/2021","1109","125113","112.82"
"311950","CORONEL MURTA","MG","08/2021","1109","129342","116.63"
"311950","CORONEL MURTA","MG","09/2021","1109","131395","118.48"
"311950","CORONEL MURTA","MG","10/2021","1109","131967","119.00"
"311950","CORONEL MURTA","MG","12/2019","1024","227640","222.30"
"311960","CORONEL PACHECO","MG","12/2020","195","7306","37.47"
"311960","CORONEL PACHECO","MG","03/2021","190","36944","194.44"
"311960","CORONEL PACHECO","MG","04/2021","191","17006","89.04"
"311960","CORONEL PACHECO","MG","09/2021","191","18186","95.21"
"311960","CORONEL PACHECO","MG","12/2019","198","39041","197.18"
"311960","CORONEL PACHECO","MG","08/2021","191","17917","93.81"
"311960","CORONEL PACHECO","MG","07/2021","191","17552","91.90"
"311960","CORONEL PACHECO","MG","01/2018","307","54461","177.40"
"311960","CORONEL PACHECO","MG","02/2018","325","57724","177.61"
"311960","CORONEL PACHECO","MG","03/2018","322","56930","176.80"
"311960","CORONEL PACHECO","MG","04/2018","315","54932","174.39"
"311960","CORONEL PACHECO","MG","05/2018","306","53335","174.30"
"311960","CORONEL PACHECO","MG","06/2018","297","51402","173.07"
"311960","CORONEL PACHECO","MG","07/2018","278","50742","182.53"
"311960","CORONEL PACHECO","MG","08/2018","277","51024","184.20"
"311960","CORONEL PACHECO","MG","09/2018","250","46344","185.38"
"311960","CORONEL PACHECO","MG","10/2018","242","44993","185.92"
"311960","CORONEL PACHECO","MG","11/2018","246","45755","186.00"
"311960","CORONEL PACHECO","MG","12/2018","255","47363","185.74"
"311960","CORONEL PACHECO","MG","01/2019","230","43317","188.33"
"311960","CORONEL PACHECO","MG","02/2019","232","43628.00","188.05"
"311960","CORONEL PACHECO","MG","03/2019","237","45747","193.03"
"311960","CORONEL PACHECO","MG","02/2021","192","37166","193.57"
"311960","CORONEL PACHECO","MG","04/2019","239","44908.00","187.90"
"311960","CORONEL PACHECO","MG","06/2021","191","17551","91.89"
"311960","CORONEL PACHECO","MG","05/2021","191","17188","89.99"
"311960","CORONEL PACHECO","MG","05/2019","243","45877","188.79"
"311960","CORONEL PACHECO","MG","01/2021","194","37953","195.63"
"311960","CORONEL PACHECO","MG","06/2019","240","45576","189.90"
"311960","CORONEL PACHECO","MG","07/2019","234","44971","192.18"
"311960","CORONEL PACHECO","MG","08/2019","232","45069","194.26"
"311960","CORONEL PACHECO","MG","09/2019","221","43078","194.92"
"311960","CORONEL PACHECO","MG","10/2019","218","42549","195.18"
"311960","CORONEL PACHECO","MG","11/2019","201","39402","196.03"
"311960","CORONEL PACHECO","MG","01/2020","197","38532.00","195.59"
"311960","CORONEL PACHECO","MG","10/2021","191","18277","95.69"
"311960","CORONEL PACHECO","MG","02/2020","196","38242","195.11"
"311960","CORONEL PACHECO","MG","03/2020","179","35997","201.10"
"311960","CORONEL PACHECO","MG","04/2020","195","3687","18.91"
"311960","CORONEL PACHECO","MG","05/2020","196","2575","13.14"
"311960","CORONEL PACHECO","MG","06/2020","196","2753","14.05"
"311960","CORONEL PACHECO","MG","07/2020","196","2883","14.71"
"311960","CORONEL PACHECO","MG","08/2020","196","2395","12.22"
"311960","CORONEL PACHECO","MG","09/2020","195","6577","33.73"
"311960","CORONEL PACHECO","MG","10/2020","195","7033","36.07"
"311960","CORONEL PACHECO","MG","11/2020","195","7215","37.00"
"311970","CORONEL XAVIER CHAVES","MG","03/2021","133","20930","157.37"
"311970","CORONEL XAVIER CHAVES","MG","12/2019","102","16970","166.37"
"311970","CORONEL XAVIER CHAVES","MG","01/2018","127","19157","150.84"
"311970","CORONEL XAVIER CHAVES","MG","02/2018","129","19294","149.57"
"311970","CORONEL XAVIER CHAVES","MG","03/2018","129","19117","148.19"
"311970","CORONEL XAVIER CHAVES","MG","04/2018","124","18648","150.39"
"311970","CORONEL XAVIER CHAVES","MG","05/2018","122","18201","149.19"
"311970","CORONEL XAVIER CHAVES","MG","06/2018","112","17541","156.62"
"311970","CORONEL XAVIER CHAVES","MG","07/2018","121","20010","165.37"
"311970","CORONEL XAVIER CHAVES","MG","08/2018","121","19128","158.08"
"311970","CORONEL XAVIER CHAVES","MG","09/2018","118","19148","162.27"
"311970","CORONEL XAVIER CHAVES","MG","10/2018","120","19838","165.32"
"311970","CORONEL XAVIER CHAVES","MG","11/2018","120","19711","164.26"
"311970","CORONEL XAVIER CHAVES","MG","12/2018","122","20282","166.25"
"311970","CORONEL XAVIER CHAVES","MG","01/2019","122","19481","159.68"
"311970","CORONEL XAVIER CHAVES","MG","02/2019","125","20257.00","162.06"
"311970","CORONEL XAVIER CHAVES","MG","03/2019","126","20258","160.78"
"311970","CORONEL XAVIER CHAVES","MG","04/2019","123","19625.00","159.55"
"311970","CORONEL XAVIER CHAVES","MG","05/2019","122","19345","158.57"
"311970","CORONEL XAVIER CHAVES","MG","06/2019","115","18372","159.76"
"311970","CORONEL XAVIER CHAVES","MG","07/2019","113","17963","158.96"
"311970","CORONEL XAVIER CHAVES","MG","08/2019","113","17681","156.47"
"311970","CORONEL XAVIER CHAVES","MG","09/2019","107","17011","158.98"
"311970","CORONEL XAVIER CHAVES","MG","10/2019","105","16843","160.41"
"311970","CORONEL XAVIER CHAVES","MG","11/2019","102","16963","166.30"
"311970","CORONEL XAVIER CHAVES","MG","01/2020","121","19314.00","159.62"
"311970","CORONEL XAVIER CHAVES","MG","02/2020","121","19489","161.07"
"311970","CORONEL XAVIER CHAVES","MG","03/2020","119","19682","165.39"
"311970","CORONEL XAVIER CHAVES","MG","04/2020","120","1149","9.58"
"311970","CORONEL XAVIER CHAVES","MG","05/2020","120","1067","8.89"
"311970","CORONEL XAVIER CHAVES","MG","06/2020","120","1156","9.63"
"311970","CORONEL XAVIER CHAVES","MG","07/2020","120","1245","10.38"
"311970","CORONEL XAVIER CHAVES","MG","08/2020","120","1245","10.38"
"311970","CORONEL XAVIER CHAVES","MG","09/2020","120","3799","31.66"
"311970","CORONEL XAVIER CHAVES","MG","10/2020","120","3628","30.23"
"311970","CORONEL XAVIER CHAVES","MG","11/2020","120","3628","30.23"
"311970","CORONEL XAVIER CHAVES","MG","12/2020","120","3628","30.23"
"311970","CORONEL XAVIER CHAVES","MG","01/2021","119","20433","171.71"
"311970","CORONEL XAVIER CHAVES","MG","02/2021","132","20841","157.89"
"311970","CORONEL XAVIER CHAVES","MG","04/2021","132","9527","72.17"
"311970","CORONEL XAVIER CHAVES","MG","05/2021","132","9527","72.17"
"311970","CORONEL XAVIER CHAVES","MG","06/2021","132","9609","72.80"
"311970","CORONEL XAVIER CHAVES","MG","07/2021","132","9739","73.78"
"311970","CORONEL XAVIER CHAVES","MG","08/2021","132","10039","76.05"
"311970","CORONEL XAVIER CHAVES","MG","09/2021","132","10308","78.09"
"311970","CORONEL XAVIER CHAVES","MG","10/2021","132","10445","79.13"
"311980","CÓRREGO DANTA","MG","10/2021","88","8351","94.90"
"311980","CÓRREGO DANTA","MG","01/2018","101","15711","155.55"
"311980","CÓRREGO DANTA","MG","02/2018","99","16031","161.93"
"311980","CÓRREGO DANTA","MG","03/2018","95","15446","162.59"
"311980","CÓRREGO DANTA","MG","04/2018","90","14906","165.62"
"311980","CÓRREGO DANTA","MG","05/2018","83","13904","167.52"
"311980","CÓRREGO DANTA","MG","06/2018","79","13521","171.15"
"311980","CÓRREGO DANTA","MG","07/2018","81","14331","176.93"
"311980","CÓRREGO DANTA","MG","08/2018","83","14988","180.58"
"311980","CÓRREGO DANTA","MG","09/2018","79","14790","187.22"
"311980","CÓRREGO DANTA","MG","10/2018","77","14442","187.56"
"311980","CÓRREGO DANTA","MG","11/2018","82","15399","187.79"
"311980","CÓRREGO DANTA","MG","12/2018","77","14351","186.38"
"311980","CÓRREGO DANTA","MG","01/2019","75","14463","192.84"
"311980","CÓRREGO DANTA","MG","02/2019","74","14547.00","196.58"
"311980","CÓRREGO DANTA","MG","03/2019","77","14939","194.01"
"311980","CÓRREGO DANTA","MG","04/2019","80","14536.00","181.70"
"311980","CÓRREGO DANTA","MG","05/2019","81","14775","182.41"
"311980","CÓRREGO DANTA","MG","06/2019","80","14447","180.59"
"311980","CÓRREGO DANTA","MG","07/2019","77","14247","185.03"
"311980","CÓRREGO DANTA","MG","08/2019","77","15813","205.36"
"311980","CÓRREGO DANTA","MG","09/2019","78","14508","186.00"
"311980","CÓRREGO DANTA","MG","10/2019","78","14315","183.53"
"311980","CÓRREGO DANTA","MG","11/2019","75","13776","183.68"
"311980","CÓRREGO DANTA","MG","01/2020","78","14522.00","186.18"
"311980","CÓRREGO DANTA","MG","02/2020","79","14861","188.11"
"311980","CÓRREGO DANTA","MG","03/2020","78","15744","201.85"
"311980","CÓRREGO DANTA","MG","04/2020","79","576","7.29"
"311980","CÓRREGO DANTA","MG","05/2020","79","667","8.44"
"311980","CÓRREGO DANTA","MG","06/2020","79","667","8.44"
"311980","CÓRREGO DANTA","MG","07/2020","79","667","8.44"
"311980","CÓRREGO DANTA","MG","12/2019","75","13978","186.37"
"311980","CÓRREGO DANTA","MG","08/2020","79","221","2.80"
"311980","CÓRREGO DANTA","MG","09/2020","79","2500","31.65"
"311980","CÓRREGO DANTA","MG","10/2020","79","2808","35.54"
"311980","CÓRREGO DANTA","MG","11/2020","79","2808","35.54"
"311980","CÓRREGO DANTA","MG","12/2020","79","2808","35.54"
"311980","CÓRREGO DANTA","MG","01/2021","79","15705","198.80"
"311980","CÓRREGO DANTA","MG","02/2021","89","16377","184.01"
"311980","CÓRREGO DANTA","MG","03/2021","89","16382","184.07"
"311980","CÓRREGO DANTA","MG","04/2021","88","7863","89.35"
"311980","CÓRREGO DANTA","MG","05/2021","88","7863","89.35"
"311980","CÓRREGO DANTA","MG","06/2021","88","7863","89.35"
"311980","CÓRREGO DANTA","MG","07/2021","88","7863","89.35"
"311980","CÓRREGO DANTA","MG","08/2021","88","8172","92.86"
"311980","CÓRREGO DANTA","MG","09/2021","88","8173","92.88"
"311990","CÓRREGO DO BOM JESUS","MG","01/2018","199","27812","139.76"
"311990","CÓRREGO DO BOM JESUS","MG","02/2018","196","26370","134.54"
"311990","CÓRREGO DO BOM JESUS","MG","03/2018","198","26161","132.13"
"311990","CÓRREGO DO BOM JESUS","MG","04/2018","191","25604","134.05"
"311990","CÓRREGO DO BOM JESUS","MG","05/2018","198","27328","138.02"
"311990","CÓRREGO DO BOM JESUS","MG","06/2018","176","24394","138.60"
"311990","CÓRREGO DO BOM JESUS","MG","07/2018","182","27821","152.86"
"311990","CÓRREGO DO BOM JESUS","MG","08/2018","184","27416","149.00"
"311990","CÓRREGO DO BOM JESUS","MG","09/2018","179","27897","155.85"
"311990","CÓRREGO DO BOM JESUS","MG","10/2018","182","28763","158.04"
"311990","CÓRREGO DO BOM JESUS","MG","11/2018","188","29881","158.94"
"311990","CÓRREGO DO BOM JESUS","MG","12/2018","183","29600","161.75"
"311990","CÓRREGO DO BOM JESUS","MG","01/2019","170","27919","164.23"
"311990","CÓRREGO DO BOM JESUS","MG","02/2019","171","28872.00","168.84"
"311990","CÓRREGO DO BOM JESUS","MG","03/2019","169","28091","166.22"
"311990","CÓRREGO DO BOM JESUS","MG","04/2019","166","26942.00","162.30"
"311990","CÓRREGO DO BOM JESUS","MG","05/2019","168","26318","156.65"
"311990","CÓRREGO DO BOM JESUS","MG","06/2019","160","25377","158.61"
"311990","CÓRREGO DO BOM JESUS","MG","07/2019","156","25156","161.26"
"311990","CÓRREGO DO BOM JESUS","MG","08/2019","154","25055","162.69"
"311990","CÓRREGO DO BOM JESUS","MG","09/2019","149","24552","164.78"
"311990","CÓRREGO DO BOM JESUS","MG","10/2019","149","24301","163.09"
"311990","CÓRREGO DO BOM JESUS","MG","11/2019","139","23171","166.70"
"311990","CÓRREGO DO BOM JESUS","MG","01/2020","158","26156.00","165.54"
"311990","CÓRREGO DO BOM JESUS","MG","02/2020","155","26232","169.24"
"311990","CÓRREGO DO BOM JESUS","MG","03/2020","168","27661","164.65"
"311990","CÓRREGO DO BOM JESUS","MG","12/2019","140","23262","166.16"
"311990","CÓRREGO DO BOM JESUS","MG","04/2020","169","1893","11.20"
"311990","CÓRREGO DO BOM JESUS","MG","05/2020","169","1446","8.56"
"311990","CÓRREGO DO BOM JESUS","MG","06/2020","169","1446","8.56"
"311990","CÓRREGO DO BOM JESUS","MG","07/2020","169","1535","9.08"
"311990","CÓRREGO DO BOM JESUS","MG","08/2020","169","1535","9.08"
"311990","CÓRREGO DO BOM JESUS","MG","09/2020","169","5149","30.47"
"311990","CÓRREGO DO BOM JESUS","MG","10/2020","169","5240","31.01"
"311990","CÓRREGO DO BOM JESUS","MG","11/2020","169","5805","34.35"
"311990","CÓRREGO DO BOM JESUS","MG","12/2020","169","6164","36.47"
"311990","CÓRREGO DO BOM JESUS","MG","01/2021","168","27551","163.99"
"311990","CÓRREGO DO BOM JESUS","MG","08/2021","177","13584","76.75"
"311990","CÓRREGO DO BOM JESUS","MG","07/2021","180","13855","76.97"
"311990","CÓRREGO DO BOM JESUS","MG","06/2021","180","13691","76.06"
"311990","CÓRREGO DO BOM JESUS","MG","05/2021","180","13617","75.65"
"311990","CÓRREGO DO BOM JESUS","MG","04/2021","180","12632","70.18"
"311990","CÓRREGO DO BOM JESUS","MG","03/2021","180","28981","161.01"
"311990","CÓRREGO DO BOM JESUS","MG","02/2021","175","28566","163.23"
"311990","CÓRREGO DO BOM JESUS","MG","10/2021","177","13984","79.01"
"311990","CÓRREGO DO BOM JESUS","MG","09/2021","177","13714","77.48"
"311995","CÓRREGO FUNDO","MG","11/2020","68","2669","39.25"
"311995","CÓRREGO FUNDO","MG","10/2020","68","2400","35.29"
"311995","CÓRREGO FUNDO","MG","09/2020","68","2400","35.29"
"311995","CÓRREGO FUNDO","MG","08/2020","71","919","12.94"
"311995","CÓRREGO FUNDO","MG","07/2020","72","919","12.76"
"311995","CÓRREGO FUNDO","MG","06/2020","72","919","12.76"
"311995","CÓRREGO FUNDO","MG","01/2021","68","11036","162.29"
"311995","CÓRREGO FUNDO","MG","05/2020","72","919","12.76"
"311995","CÓRREGO FUNDO","MG","04/2020","72","1010","14.03"
"311995","CÓRREGO FUNDO","MG","03/2020","73","12956","177.48"
"311995","CÓRREGO FUNDO","MG","02/2020","72","12358","171.64"
"311995","CÓRREGO FUNDO","MG","01/2020","73","12481.00","170.97"
"311995","CÓRREGO FUNDO","MG","11/2019","63","9860","156.51"
"311995","CÓRREGO FUNDO","MG","10/2019","66","11114","168.39"
"311995","CÓRREGO FUNDO","MG","09/2019","63","9695","153.89"
"311995","CÓRREGO FUNDO","MG","08/2019","64","9883","154.42"
"311995","CÓRREGO FUNDO","MG","07/2019","65","10031","154.32"
"311995","CÓRREGO FUNDO","MG","06/2019","69","10564","153.10"
"311995","CÓRREGO FUNDO","MG","05/2019","73","11058","151.48"
"311995","CÓRREGO FUNDO","MG","04/2019","67","10177.00","151.90"
"311995","CÓRREGO FUNDO","MG","03/2019","67","10217","152.49"
"311995","CÓRREGO FUNDO","MG","02/2019","65","10598.00","163.05"
"311995","CÓRREGO FUNDO","MG","01/2019","62","9597","154.79"
"311995","CÓRREGO FUNDO","MG","12/2018","64","10117","158.08"
"311995","CÓRREGO FUNDO","MG","11/2018","64","9978","155.91"
"311995","CÓRREGO FUNDO","MG","10/2018","64","9572","149.56"
"311995","CÓRREGO FUNDO","MG","09/2018","63","9465","150.24"
"311995","CÓRREGO FUNDO","MG","08/2018","69","10522","152.49"
"311995","CÓRREGO FUNDO","MG","07/2018","70","10929","156.13"
"311995","CÓRREGO FUNDO","MG","06/2018","70","10232","146.17"
"311995","CÓRREGO FUNDO","MG","05/2018","73","10399","142.45"
"311995","CÓRREGO FUNDO","MG","04/2018","71","9963","140.32"
"311995","CÓRREGO FUNDO","MG","03/2018","78","10470","134.23"
"311995","CÓRREGO FUNDO","MG","02/2018","77","10495","136.30"
"311995","CÓRREGO FUNDO","MG","01/2018","78","10884","139.54"
"311995","CÓRREGO FUNDO","MG","02/2021","80","11917","148.96"
"311995","CÓRREGO FUNDO","MG","03/2021","84","12469","148.44"
"311995","CÓRREGO FUNDO","MG","10/2021","84","7198","85.69"
"311995","CÓRREGO FUNDO","MG","09/2021","84","7239","86.18"
"311995","CÓRREGO FUNDO","MG","08/2021","84","7238","86.17"
"311995","CÓRREGO FUNDO","MG","07/2021","84","6969","82.96"
"311995","CÓRREGO FUNDO","MG","06/2021","84","6878","81.88"
"311995","CÓRREGO FUNDO","MG","05/2021","84","6878","81.88"
"311995","CÓRREGO FUNDO","MG","04/2021","84","7147","85.08"
"311995","CÓRREGO FUNDO","MG","12/2019","61","9642","158.07"
"311995","CÓRREGO FUNDO","MG","12/2020","68","3102","45.62"
"312000","CÓRREGO NOVO","MG","08/2019","321","66766","207.99"
"312000","CÓRREGO NOVO","MG","10/2018","295","63287","214.53"
"312000","CÓRREGO NOVO","MG","09/2019","316","64632","204.53"
"312000","CÓRREGO NOVO","MG","10/2019","319","65472","205.24"
"312000","CÓRREGO NOVO","MG","11/2019","309","63935","206.91"
"312000","CÓRREGO NOVO","MG","01/2020","311","64399.00","207.07"
"312000","CÓRREGO NOVO","MG","02/2020","307","62944","205.03"
"312000","CÓRREGO NOVO","MG","03/2020","303","62483","206.21"
"312000","CÓRREGO NOVO","MG","04/2020","357","1487","4.17"
"312000","CÓRREGO NOVO","MG","05/2020","362","3936","10.87"
"312000","CÓRREGO NOVO","MG","06/2020","362","1842","5.09"
"312000","CÓRREGO NOVO","MG","07/2020","362","2507","6.93"
"312000","CÓRREGO NOVO","MG","08/2020","362","2507","6.93"
"312000","CÓRREGO NOVO","MG","09/2020","360","11207","31.13"
"312000","CÓRREGO NOVO","MG","10/2020","360","11933","33.15"
"312000","CÓRREGO NOVO","MG","12/2019","310","64657","208.57"
"312000","CÓRREGO NOVO","MG","11/2018","310","64416","207.79"
"312000","CÓRREGO NOVO","MG","12/2018","311","64875","208.60"
"312000","CÓRREGO NOVO","MG","01/2019","304","64544","212.32"
"312000","CÓRREGO NOVO","MG","11/2020","360","12022","33.39"
"312000","CÓRREGO NOVO","MG","12/2020","360","12559","34.89"
"312000","CÓRREGO NOVO","MG","01/2021","358","71685","200.24"
"312000","CÓRREGO NOVO","MG","10/2021","385","38930","101.12"
"312000","CÓRREGO NOVO","MG","09/2018","283","60953","215.38"
