"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias","Valor Total Repassado","Valor Médio dos Benefícios"
"312000","CÓRREGO NOVO","MG","09/2021","385","38758","100.67"
"312000","CÓRREGO NOVO","MG","08/2021","385","38124","99.02"
"312000","CÓRREGO NOVO","MG","07/2021","385","37834","98.27"
"312000","CÓRREGO NOVO","MG","03/2021","371","72398","195.14"
"312000","CÓRREGO NOVO","MG","06/2021","385","37383","97.10"
"312000","CÓRREGO NOVO","MG","02/2021","351","69985","199.39"
"312000","CÓRREGO NOVO","MG","05/2021","385","36644","95.18"
"312000","CÓRREGO NOVO","MG","04/2021","385","36262","94.19"
"312000","CÓRREGO NOVO","MG","02/2019","305","64281.00","210.76"
"312000","CÓRREGO NOVO","MG","03/2019","315","65201","206.99"
"312000","CÓRREGO NOVO","MG","04/2019","313","65007.00","207.69"
"312000","CÓRREGO NOVO","MG","05/2019","321","66417","206.91"
"312000","CÓRREGO NOVO","MG","06/2019","323","66305","205.28"
"312000","CÓRREGO NOVO","MG","08/2018","290","61713","212.80"
"312000","CÓRREGO NOVO","MG","07/2018","289","61770","213.74"
"312000","CÓRREGO NOVO","MG","06/2018","293","59343","202.54"
"312000","CÓRREGO NOVO","MG","05/2018","337","69073","204.96"
"312000","CÓRREGO NOVO","MG","04/2018","336","68651","204.32"
"312000","CÓRREGO NOVO","MG","03/2018","350","72892","208.26"
"312000","CÓRREGO NOVO","MG","02/2018","347","72322","208.42"
"312000","CÓRREGO NOVO","MG","01/2018","354","73502","207.63"
"312000","CÓRREGO NOVO","MG","07/2019","317","65914","207.93"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","04/2021","494","75794","153.43"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","02/2021","424","102647","242.09"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","01/2021","433","105187","242.93"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","12/2020","438","21441","48.95"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","11/2020","438","20635","47.11"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","10/2020","438","20544","46.90"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","08/2020","439","3355","7.64"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","09/2020","438","19377","44.24"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","07/2020","439","3355","7.64"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","06/2020","439","3175","7.23"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","05/2020","439","3437","7.83"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","08/2021","492","77741","158.01"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","01/2020","391","96379.00","246.49"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","04/2020","441","3512","7.96"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","03/2020","382","95071","248.88"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","02/2020","393","96803","246.32"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","11/2019","395","94444","239.10"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","10/2019","397","93563","235.68"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","09/2019","394","92372","234.45"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","08/2019","401","94256","235.05"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","07/2019","399","93487","234.30"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","06/2019","404","94686","234.37"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","05/2019","418","97054","232.19"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","04/2019","417","95559.00","229.16"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","03/2019","415","95262","229.55"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","02/2019","408","93241.00","228.53"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","01/2019","406","92468","227.75"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","12/2018","413","94238","228.18"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","11/2018","418","95125","227.57"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","10/2018","403","90703","225.07"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","09/2018","398","89372","224.55"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","08/2018","408","93489","229.14"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","07/2018","391","86055","220.09"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","06/2018","385","81144","210.76"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","05/2018","394","85138","216.09"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","04/2018","386","81791","211.89"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","03/2018","395","81449","206.20"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","02/2018","395","81313","205.86"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","01/2018","388","79101","203.87"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","12/2019","393","96337","245.13"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","10/2021","492","78913","160.39"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","09/2021","492","78726","160.01"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","07/2021","494","77177","156.23"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","06/2021","494","76951","155.77"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","05/2021","494","76762","155.39"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","03/2021","479","110764","231.24"
"312015","CRISÓLITA","MG","05/2018","881","191185","217.01"
"312015","CRISÓLITA","MG","01/2018","875","184984","211.41"
"312015","CRISÓLITA","MG","02/2018","883","188781","213.80"
"312015","CRISÓLITA","MG","03/2018","891","190530","213.84"
"312015","CRISÓLITA","MG","04/2018","874","188497","215.67"
"312015","CRISÓLITA","MG","06/2018","841","182553","217.07"
"312015","CRISÓLITA","MG","07/2018","837","191511","228.81"
"312015","CRISÓLITA","MG","08/2018","860","204453","237.74"
"312015","CRISÓLITA","MG","09/2018","872","202073","231.74"
"312015","CRISÓLITA","MG","10/2018","884","205113","232.03"
"312015","CRISÓLITA","MG","11/2018","891","206192","231.42"
"312015","CRISÓLITA","MG","12/2018","886","202643","228.72"
"312015","CRISÓLITA","MG","01/2019","875","201650","230.46"
"312015","CRISÓLITA","MG","02/2019","880","202217.00","229.79"
"312015","CRISÓLITA","MG","03/2019","885","202434","228.74"
"312015","CRISÓLITA","MG","04/2019","898","206942.00","230.45"
"312015","CRISÓLITA","MG","05/2019","905","207513","229.30"
"312015","CRISÓLITA","MG","06/2019","896","205924","229.83"
"312015","CRISÓLITA","MG","07/2019","895","207287","231.61"
"312015","CRISÓLITA","MG","08/2019","897","208341","232.26"
"312015","CRISÓLITA","MG","09/2019","892","207237","232.33"
"312015","CRISÓLITA","MG","10/2019","892","208212","233.42"
"312015","CRISÓLITA","MG","11/2019","881","206584","234.49"
"312015","CRISÓLITA","MG","01/2020","881","207762.00","235.83"
"312015","CRISÓLITA","MG","02/2020","881","208851","237.06"
"312015","CRISÓLITA","MG","03/2020","868","209370","241.21"
"312015","CRISÓLITA","MG","04/2020","931","4933","5.30"
"312015","CRISÓLITA","MG","05/2020","935","7261","7.77"
"312015","CRISÓLITA","MG","06/2020","935","5174","5.53"
"312015","CRISÓLITA","MG","07/2020","935","4983","5.33"
"312015","CRISÓLITA","MG","08/2020","935","4720","5.05"
"312015","CRISÓLITA","MG","09/2020","935","28904","30.91"
"312015","CRISÓLITA","MG","10/2020","935","29717","31.78"
"312015","CRISÓLITA","MG","11/2020","935","30380","32.49"
"312015","CRISÓLITA","MG","12/2020","935","31226","33.40"
"312015","CRISÓLITA","MG","01/2021","945","222022","234.94"
"312015","CRISÓLITA","MG","02/2021","942","219946","233.49"
"312015","CRISÓLITA","MG","03/2021","936","218365","233.30"
"312015","CRISÓLITA","MG","04/2021","937","119638","127.68"
"312015","CRISÓLITA","MG","05/2021","937","121331","129.49"
"312015","CRISÓLITA","MG","06/2021","937","123216","131.50"
"312015","CRISÓLITA","MG","07/2021","937","125009","133.41"
"312015","CRISÓLITA","MG","08/2021","934","125900","134.80"
"312015","CRISÓLITA","MG","09/2021","934","127052","136.03"
"312015","CRISÓLITA","MG","10/2021","934","127533","136.54"
"312015","CRISÓLITA","MG","12/2019","884","208084","235.39"
"312020","CRISTAIS","MG","03/2020","457","72771","159.24"
"312020","CRISTAIS","MG","07/2018","488","79252","162.40"
"312020","CRISTAIS","MG","08/2018","498","81235","163.12"
"312020","CRISTAIS","MG","09/2018","479","78248","163.36"
"312020","CRISTAIS","MG","10/2018","486","77904","160.30"
"312020","CRISTAIS","MG","11/2018","497","80692","162.36"
"312020","CRISTAIS","MG","12/2018","487","77884","159.93"
"312020","CRISTAIS","MG","12/2019","440","71827","163.24"
"312020","CRISTAIS","MG","01/2019","482","75770","157.20"
"312020","CRISTAIS","MG","02/2019","493","78144.00","158.51"
"312020","CRISTAIS","MG","03/2019","492","78282","159.11"
"312020","CRISTAIS","MG","04/2019","490","78148.00","159.49"
"312020","CRISTAIS","MG","05/2019","503","80278","159.60"
"312020","CRISTAIS","MG","06/2019","476","75974","159.61"
"312020","CRISTAIS","MG","07/2019","471","75805","160.94"
"312020","CRISTAIS","MG","08/2019","471","75820","160.98"
"312020","CRISTAIS","MG","09/2019","445","71915","161.61"
"312020","CRISTAIS","MG","10/2019","448","72550","161.94"
"312020","CRISTAIS","MG","11/2019","440","71454","162.40"
"312020","CRISTAIS","MG","01/2020","444","70519.00","158.83"
"312020","CRISTAIS","MG","02/2020","444","69905","157.44"
"312020","CRISTAIS","MG","06/2018","486","75030","154.38"
"312020","CRISTAIS","MG","04/2020","513","10489","20.45"
"312020","CRISTAIS","MG","05/2020","513","8431","16.43"
"312020","CRISTAIS","MG","06/2020","513","8479","16.53"
"312020","CRISTAIS","MG","07/2020","513","11518","22.45"
"312020","CRISTAIS","MG","08/2020","513","11005","21.45"
"312020","CRISTAIS","MG","09/2020","512","16154","31.55"
"312020","CRISTAIS","MG","10/2020","512","17285","33.76"
"312020","CRISTAIS","MG","11/2020","512","17632","34.44"
"312020","CRISTAIS","MG","12/2020","512","18610","36.35"
"312020","CRISTAIS","MG","01/2021","510","84179","165.06"
"312020","CRISTAIS","MG","02/2021","547","84304","154.12"
"312020","CRISTAIS","MG","03/2021","576","87789","152.41"
"312020","CRISTAIS","MG","04/2021","582","40631","69.81"
"312020","CRISTAIS","MG","05/2021","582","41613","71.50"
"312020","CRISTAIS","MG","06/2021","582","43795","75.25"
"312020","CRISTAIS","MG","07/2021","582","45129","77.54"
"312020","CRISTAIS","MG","08/2021","582","44982","77.29"
"312020","CRISTAIS","MG","09/2021","582","46997","80.75"
"312020","CRISTAIS","MG","10/2021","582","48028","82.52"
"312020","CRISTAIS","MG","01/2018","541","85174","157.44"
"312020","CRISTAIS","MG","02/2018","533","83274","156.24"
"312020","CRISTAIS","MG","03/2018","539","83926","155.71"
"312020","CRISTAIS","MG","04/2018","503","76225","151.54"
"312020","CRISTAIS","MG","05/2018","513","78539","153.10"
"312030","CRISTÁLIA","MG","05/2021","1448","219985","151.92"
"312030","CRISTÁLIA","MG","01/2018","1501","341262","227.36"
"312030","CRISTÁLIA","MG","02/2018","1505","339709","225.72"
"312030","CRISTÁLIA","MG","06/2021","1448","221559","153.01"
"312030","CRISTÁLIA","MG","03/2018","1520","339146","223.12"
"312030","CRISTÁLIA","MG","04/2018","1514","338073","223.30"
"312030","CRISTÁLIA","MG","05/2018","1516","341040","224.96"
"312030","CRISTÁLIA","MG","06/2018","1446","322640","223.13"
"312030","CRISTÁLIA","MG","07/2018","1458","346710","237.80"
"312030","CRISTÁLIA","MG","08/2018","1483","355420","239.66"
"312030","CRISTÁLIA","MG","09/2018","1479","349288","236.16"
"312030","CRISTÁLIA","MG","10/2018","1499","349528","233.17"
"312030","CRISTÁLIA","MG","11/2018","1519","350069","230.46"
"312030","CRISTÁLIA","MG","12/2018","1545","353775","228.98"
"312030","CRISTÁLIA","MG","01/2019","1491","343418","230.33"
"312030","CRISTÁLIA","MG","02/2019","1517","352343.00","232.26"
"312030","CRISTÁLIA","MG","03/2019","1545","357026","231.08"
"312030","CRISTÁLIA","MG","04/2019","1540","350841.00","227.82"
"312030","CRISTÁLIA","MG","05/2019","1555","356358","229.17"
"312030","CRISTÁLIA","MG","06/2019","1548","353153","228.14"
"312030","CRISTÁLIA","MG","07/2019","1525","351446","230.46"
"312030","CRISTÁLIA","MG","08/2019","1529","350639","229.33"
"312030","CRISTÁLIA","MG","09/2019","1520","350162","230.37"
"312030","CRISTÁLIA","MG","07/2021","1448","222444","153.62"
"312030","CRISTÁLIA","MG","10/2019","1519","349856","230.32"
"312030","CRISTÁLIA","MG","11/2019","1510","350182","231.91"
"312030","CRISTÁLIA","MG","01/2020","1504","351199.00","233.51"
"312030","CRISTÁLIA","MG","02/2020","1508","354370","234.99"
"312030","CRISTÁLIA","MG","03/2020","1439","343513","238.72"
"312030","CRISTÁLIA","MG","04/2020","1450","17747","12.24"
"312030","CRISTÁLIA","MG","05/2020","1458","17314","11.88"
"312030","CRISTÁLIA","MG","06/2020","1458","15328","10.51"
"312030","CRISTÁLIA","MG","07/2020","1458","15935","10.93"
"312030","CRISTÁLIA","MG","08/2020","1458","15497","10.63"
"312030","CRISTÁLIA","MG","09/2020","1454","68832","47.34"
"312030","CRISTÁLIA","MG","10/2020","1454","74442","51.20"
"312030","CRISTÁLIA","MG","11/2020","1454","76363","52.52"
"312030","CRISTÁLIA","MG","12/2020","1454","81519","56.07"
"312030","CRISTÁLIA","MG","01/2021","1456","342474","235.22"
"312030","CRISTÁLIA","MG","12/2019","1507","351237","233.07"
"312030","CRISTÁLIA","MG","02/2021","1452","341101","234.92"
"312030","CRISTÁLIA","MG","10/2021","1444","226497","156.85"
"312030","CRISTÁLIA","MG","09/2021","1444","225705","156.31"
"312030","CRISTÁLIA","MG","08/2021","1444","223721","154.93"
"312030","CRISTÁLIA","MG","03/2021","1450","340357","234.73"
"312030","CRISTÁLIA","MG","04/2021","1448","216702","149.66"
"312040","CRISTIANO OTONI","MG","06/2019","262","53486","204.15"
"312040","CRISTIANO OTONI","MG","10/2021","300","28598","95.33"
"312040","CRISTIANO OTONI","MG","09/2021","300","28188","93.96"
"312040","CRISTIANO OTONI","MG","08/2021","300","27786","92.62"
"312040","CRISTIANO OTONI","MG","07/2021","301","27870","92.59"
"312040","CRISTIANO OTONI","MG","06/2021","301","27437","91.15"
"312040","CRISTIANO OTONI","MG","05/2021","301","27438","91.16"
"312040","CRISTIANO OTONI","MG","04/2021","301","27308","90.72"
"312040","CRISTIANO OTONI","MG","03/2021","299","55734","186.40"
"312040","CRISTIANO OTONI","MG","02/2021","300","56026","186.75"
"312040","CRISTIANO OTONI","MG","01/2021","287","56192","195.79"
"312040","CRISTIANO OTONI","MG","12/2020","288","14592","50.67"
"312040","CRISTIANO OTONI","MG","11/2020","288","14408","50.03"
"312040","CRISTIANO OTONI","MG","10/2020","288","14408","50.03"
"312040","CRISTIANO OTONI","MG","08/2020","290","3095","10.67"
"312040","CRISTIANO OTONI","MG","07/2020","290","3273","11.29"
"312040","CRISTIANO OTONI","MG","06/2020","290","3273","11.29"
"312040","CRISTIANO OTONI","MG","05/2020","290","2812","9.70"
"312040","CRISTIANO OTONI","MG","04/2020","290","2600","8.97"
"312040","CRISTIANO OTONI","MG","03/2020","265","53276","201.04"
"312040","CRISTIANO OTONI","MG","02/2020","243","50039","205.92"
"312040","CRISTIANO OTONI","MG","01/2020","243","49400.00","203.29"
"312040","CRISTIANO OTONI","MG","11/2019","247","50780","205.59"
"312040","CRISTIANO OTONI","MG","10/2019","247","50291","203.61"
"312040","CRISTIANO OTONI","MG","09/2019","245","49852","203.48"
"312040","CRISTIANO OTONI","MG","08/2019","253","51734","204.48"
"312040","CRISTIANO OTONI","MG","07/2019","254","52264","205.76"
"312040","CRISTIANO OTONI","MG","05/2019","267","54868","205.50"
"312040","CRISTIANO OTONI","MG","04/2019","268","55105.00","205.62"
"312040","CRISTIANO OTONI","MG","03/2019","279","56947","204.11"
"312040","CRISTIANO OTONI","MG","02/2019","279","57040.00","204.44"
"312040","CRISTIANO OTONI","MG","01/2019","268","53998","201.49"
"312040","CRISTIANO OTONI","MG","12/2018","282","56024","198.67"
"312040","CRISTIANO OTONI","MG","11/2018","260","52069","200.27"
"312040","CRISTIANO OTONI","MG","10/2018","256","52698","205.85"
"312040","CRISTIANO OTONI","MG","09/2018","252","51426","204.07"
"312040","CRISTIANO OTONI","MG","08/2018","256","50942","198.99"
"312040","CRISTIANO OTONI","MG","07/2018","244","50024","205.02"
"312040","CRISTIANO OTONI","MG","06/2018","249","47489","190.72"
"312040","CRISTIANO OTONI","MG","05/2018","257","47957","186.60"
"312040","CRISTIANO OTONI","MG","04/2018","261","46846","179.49"
"312040","CRISTIANO OTONI","MG","03/2018","277","47557","171.69"
"312040","CRISTIANO OTONI","MG","02/2018","275","47219","171.71"
"312040","CRISTIANO OTONI","MG","01/2018","270","46401","171.86"
"312040","CRISTIANO OTONI","MG","09/2020","288","14025","48.70"
"312040","CRISTIANO OTONI","MG","12/2019","244","49752","203.90"
"312050","CRISTINA","MG","06/2019","441","72245","163.82"
"312050","CRISTINA","MG","07/2019","436","71865","164.83"
"312050","CRISTINA","MG","08/2019","432","70881","164.08"
"312050","CRISTINA","MG","09/2019","420","69176","164.70"
"312050","CRISTINA","MG","10/2019","419","69277","165.34"
"312050","CRISTINA","MG","11/2019","411","67594","164.46"
"312050","CRISTINA","MG","01/2020","461","75664.00","164.13"
"312050","CRISTINA","MG","02/2020","461","76056","164.98"
"312050","CRISTINA","MG","03/2020","467","77479","165.91"
"312050","CRISTINA","MG","04/2020","467","3461","7.41"
"312050","CRISTINA","MG","05/2020","466","3420","7.34"
"312050","CRISTINA","MG","06/2020","466","3516","7.55"
"312050","CRISTINA","MG","03/2018","464","68435","147.49"
"312050","CRISTINA","MG","04/2018","447","67181","150.29"
"312050","CRISTINA","MG","05/2018","452","68423","151.38"
"312050","CRISTINA","MG","06/2018","437","66535","152.25"
"312050","CRISTINA","MG","07/2018","441","70614","160.12"
"312050","CRISTINA","MG","08/2018","443","73001","164.79"
"312050","CRISTINA","MG","09/2018","430","70840","164.74"
"312050","CRISTINA","MG","02/2018","459","68031","148.22"
"312050","CRISTINA","MG","10/2018","430","71016","165.15"
"312050","CRISTINA","MG","11/2018","443","73284","165.43"
"312050","CRISTINA","MG","12/2018","433","69753","161.09"
"312050","CRISTINA","MG","01/2019","428","70024","163.61"
"312050","CRISTINA","MG","12/2019","410","68980","168.24"
"312050","CRISTINA","MG","02/2019","428","69921.00","163.37"
"312050","CRISTINA","MG","03/2019","438","71648","163.58"
"312050","CRISTINA","MG","04/2019","448","73315.00","163.65"
"312050","CRISTINA","MG","10/2021","498","40527","81.38"
"312050","CRISTINA","MG","09/2021","498","40316","80.96"
"312050","CRISTINA","MG","08/2021","498","39029","78.37"
"312050","CRISTINA","MG","07/2021","499","38728","77.61"
"312050","CRISTINA","MG","06/2021","499","38239","76.63"
"312050","CRISTINA","MG","05/2021","499","37304","74.76"
"312050","CRISTINA","MG","04/2021","499","37133","74.41"
"312050","CRISTINA","MG","03/2021","496","81371","164.05"
"312050","CRISTINA","MG","02/2021","495","81252","164.15"
"312050","CRISTINA","MG","01/2021","460","84533","183.77"
"312050","CRISTINA","MG","12/2020","462","14332","31.02"
"312050","CRISTINA","MG","11/2020","462","13816","29.90"
"312050","CRISTINA","MG","10/2020","462","13458","29.13"
"312050","CRISTINA","MG","08/2020","466","3695","7.93"
"312050","CRISTINA","MG","05/2019","451","73636","163.27"
"312050","CRISTINA","MG","09/2020","462","13285","28.76"
"312050","CRISTINA","MG","07/2020","466","3695","7.93"
"312050","CRISTINA","MG","01/2018","453","67286","148.53"
