"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"313115","IPABA","MG","11/2018","84"
"313115","IPABA","MG","12/2018","84"
"313115","IPABA","MG","01/2019","83"
"313115","IPABA","MG","02/2019","84"
"313115","IPABA","MG","03/2019","84"
"313115","IPABA","MG","04/2019","82"
"313115","IPABA","MG","05/2019","82"
"313115","IPABA","MG","06/2019","83"
"313115","IPABA","MG","07/2019","82"
"313115","IPABA","MG","08/2019","82"
"313115","IPABA","MG","09/2019","82"
"313115","IPABA","MG","10/2019","82"
"313115","IPABA","MG","11/2019","85"
"313115","IPABA","MG","01/2020","87"
"313115","IPABA","MG","02/2020","87"
"313115","IPABA","MG","03/2020","88"
"313115","IPABA","MG","04/2020","90"
"313115","IPABA","MG","05/2020","92"
"313115","IPABA","MG","06/2020","94"
"313115","IPABA","MG","07/2020","92"
"313115","IPABA","MG","08/2020","92"
"313115","IPABA","MG","12/2019","86"
"313115","IPABA","MG","09/2020","93"
"313115","IPABA","MG","10/2020","95"
"313115","IPABA","MG","11/2020","94"
"313115","IPABA","MG","12/2020","95"
"313115","IPABA","MG","01/2021","97"
"313115","IPABA","MG","02/2021","94"
"313115","IPABA","MG","03/2021","94"
"313115","IPABA","MG","04/2021","95"
"313115","IPABA","MG","05/2021","96"
"313115","IPABA","MG","12/2021","96"
"313115","IPABA","MG","06/2021","95"
"313115","IPABA","MG","07/2021","93"
"313115","IPABA","MG","08/2021","97"
"313115","IPABA","MG","09/2021","97"
"313115","IPABA","MG","10/2021","99"
"313120","IPANEMA","MG","07/2021","370"
"313120","IPANEMA","MG","12/2019","339"
"313120","IPANEMA","MG","01/2018","345"
"313120","IPANEMA","MG","02/2018","343"
"313120","IPANEMA","MG","03/2018","340"
"313120","IPANEMA","MG","04/2018","340"
"313120","IPANEMA","MG","05/2018","341"
"313120","IPANEMA","MG","06/2018","343"
"313120","IPANEMA","MG","07/2018","343"
"313120","IPANEMA","MG","08/2018","344"
"313120","IPANEMA","MG","09/2018","344"
"313120","IPANEMA","MG","10/2018","343"
"313120","IPANEMA","MG","11/2018","345"
"313120","IPANEMA","MG","12/2018","345"
"313120","IPANEMA","MG","01/2019","347"
"313120","IPANEMA","MG","02/2019","347"
"313120","IPANEMA","MG","03/2019","344"
"313120","IPANEMA","MG","04/2019","338"
"313120","IPANEMA","MG","05/2019","336"
"313120","IPANEMA","MG","06/2019","335"
"313120","IPANEMA","MG","07/2019","332"
"313120","IPANEMA","MG","08/2019","333"
"313120","IPANEMA","MG","09/2019","331"
"313120","IPANEMA","MG","10/2019","336"
"313120","IPANEMA","MG","11/2019","339"
"313120","IPANEMA","MG","01/2020","340"
"313120","IPANEMA","MG","02/2020","344"
"313120","IPANEMA","MG","03/2020","347"
"313120","IPANEMA","MG","04/2020","352"
"313120","IPANEMA","MG","05/2020","355"
"313120","IPANEMA","MG","06/2020","352"
"313120","IPANEMA","MG","07/2020","353"
"313120","IPANEMA","MG","08/2020","357"
"313120","IPANEMA","MG","09/2020","356"
"313120","IPANEMA","MG","10/2020","361"
"313120","IPANEMA","MG","11/2020","362"
"313120","IPANEMA","MG","12/2020","360"
"313120","IPANEMA","MG","01/2021","357"
"313120","IPANEMA","MG","02/2021","359"
"313120","IPANEMA","MG","03/2021","361"
"313120","IPANEMA","MG","04/2021","367"
"313120","IPANEMA","MG","05/2021","365"
"313120","IPANEMA","MG","06/2021","370"
"313120","IPANEMA","MG","08/2021","372"
"313120","IPANEMA","MG","09/2021","370"
"313120","IPANEMA","MG","10/2021","374"
"313120","IPANEMA","MG","11/2021","375"
"313120","IPANEMA","MG","12/2021","376"
"313130","IPATINGA","MG","01/2018","2394"
"313130","IPATINGA","MG","02/2018","2415"
"313130","IPATINGA","MG","03/2018","2422"
"313130","IPATINGA","MG","04/2018","2424"
"313130","IPATINGA","MG","05/2018","2432"
"313130","IPATINGA","MG","06/2018","2419"
"313130","IPATINGA","MG","07/2018","2438"
"313130","IPATINGA","MG","11/2021","2685"
"313130","IPATINGA","MG","12/2019","2514"
"313130","IPATINGA","MG","12/2021","2695"
"313130","IPATINGA","MG","08/2018","2441"
"313130","IPATINGA","MG","09/2018","2461"
"313130","IPATINGA","MG","10/2018","2463"
"313130","IPATINGA","MG","11/2018","2500"
"313130","IPATINGA","MG","12/2018","2493"
"313130","IPATINGA","MG","01/2019","2476"
"313130","IPATINGA","MG","02/2019","2467"
"313130","IPATINGA","MG","03/2019","2465"
"313130","IPATINGA","MG","04/2019","2463"
"313130","IPATINGA","MG","05/2019","2462"
"313130","IPATINGA","MG","06/2019","2453"
"313130","IPATINGA","MG","07/2019","2437"
"313130","IPATINGA","MG","08/2019","2433"
"313130","IPATINGA","MG","09/2019","2451"
"313130","IPATINGA","MG","10/2019","2459"
"313130","IPATINGA","MG","11/2019","2496"
"313130","IPATINGA","MG","01/2020","2538"
"313130","IPATINGA","MG","02/2020","2532"
"313130","IPATINGA","MG","03/2020","2555"
"313130","IPATINGA","MG","04/2020","2581"
"313130","IPATINGA","MG","05/2020","2596"
"313130","IPATINGA","MG","06/2020","2601"
"313130","IPATINGA","MG","07/2020","2597"
"313130","IPATINGA","MG","08/2020","2610"
"313130","IPATINGA","MG","09/2020","2621"
"313130","IPATINGA","MG","10/2020","2638"
"313130","IPATINGA","MG","11/2020","2650"
"313130","IPATINGA","MG","12/2020","2660"
"313130","IPATINGA","MG","01/2021","2659"
"313130","IPATINGA","MG","02/2021","2672"
"313130","IPATINGA","MG","03/2021","2668"
"313130","IPATINGA","MG","04/2021","2664"
"313130","IPATINGA","MG","05/2021","2680"
"313130","IPATINGA","MG","06/2021","2675"
"313130","IPATINGA","MG","07/2021","2667"
"313130","IPATINGA","MG","08/2021","2685"
"313130","IPATINGA","MG","09/2021","2688"
"313130","IPATINGA","MG","10/2021","2694"
"313140","IPIAÇU","MG","10/2021","59"
"313140","IPIAÇU","MG","11/2021","57"
"313140","IPIAÇU","MG","12/2021","55"
"313140","IPIAÇU","MG","12/2019","69"
"313140","IPIAÇU","MG","09/2021","57"
"313140","IPIAÇU","MG","08/2021","60"
"313140","IPIAÇU","MG","07/2021","59"
"313140","IPIAÇU","MG","06/2021","60"
"313140","IPIAÇU","MG","05/2021","61"
"313140","IPIAÇU","MG","04/2021","61"
"313140","IPIAÇU","MG","03/2021","64"
"313140","IPIAÇU","MG","02/2021","63"
"313140","IPIAÇU","MG","01/2021","64"
"313140","IPIAÇU","MG","12/2020","64"
"313140","IPIAÇU","MG","11/2020","65"
"313140","IPIAÇU","MG","10/2020","66"
"313140","IPIAÇU","MG","09/2020","66"
"313140","IPIAÇU","MG","08/2020","66"
"313140","IPIAÇU","MG","07/2020","66"
"313140","IPIAÇU","MG","06/2020","66"
"313140","IPIAÇU","MG","05/2020","66"
"313140","IPIAÇU","MG","04/2020","66"
"313140","IPIAÇU","MG","03/2020","66"
"313140","IPIAÇU","MG","02/2020","67"
"313140","IPIAÇU","MG","01/2020","67"
"313140","IPIAÇU","MG","11/2019","68"
"313140","IPIAÇU","MG","10/2019","68"
"313140","IPIAÇU","MG","09/2019","67"
"313140","IPIAÇU","MG","08/2019","68"
"313140","IPIAÇU","MG","07/2019","68"
"313140","IPIAÇU","MG","06/2019","69"
"313140","IPIAÇU","MG","05/2019","71"
"313140","IPIAÇU","MG","04/2019","71"
"313140","IPIAÇU","MG","03/2019","70"
"313140","IPIAÇU","MG","02/2019","70"
"313140","IPIAÇU","MG","01/2019","70"
"313140","IPIAÇU","MG","12/2018","72"
"313140","IPIAÇU","MG","11/2018","72"
"313140","IPIAÇU","MG","10/2018","72"
"313140","IPIAÇU","MG","09/2018","75"
"313140","IPIAÇU","MG","08/2018","75"
"313140","IPIAÇU","MG","07/2018","76"
"313140","IPIAÇU","MG","06/2018","77"
"313140","IPIAÇU","MG","05/2018","78"
"313140","IPIAÇU","MG","04/2018","77"
"313140","IPIAÇU","MG","03/2018","77"
"313140","IPIAÇU","MG","02/2018","76"
"313140","IPIAÇU","MG","01/2018","76"
"313150","IPUIÚNA","MG","05/2018","64"
"313150","IPUIÚNA","MG","06/2018","65"
"313150","IPUIÚNA","MG","07/2018","65"
"313150","IPUIÚNA","MG","08/2018","64"
"313150","IPUIÚNA","MG","09/2018","64"
"313150","IPUIÚNA","MG","10/2018","63"
"313150","IPUIÚNA","MG","11/2018","63"
"313150","IPUIÚNA","MG","12/2018","64"
"313150","IPUIÚNA","MG","01/2019","62"
"313150","IPUIÚNA","MG","02/2019","63"
"313150","IPUIÚNA","MG","03/2019","64"
"313150","IPUIÚNA","MG","04/2019","62"
"313150","IPUIÚNA","MG","05/2019","63"
"313150","IPUIÚNA","MG","06/2019","63"
"313150","IPUIÚNA","MG","07/2019","61"
"313150","IPUIÚNA","MG","12/2019","59"
"313150","IPUIÚNA","MG","08/2019","61"
"313150","IPUIÚNA","MG","09/2019","60"
"313150","IPUIÚNA","MG","10/2019","60"
"313150","IPUIÚNA","MG","11/2019","61"
"313150","IPUIÚNA","MG","01/2020","59"
"313150","IPUIÚNA","MG","02/2020","60"
"313150","IPUIÚNA","MG","09/2021","61"
"313150","IPUIÚNA","MG","03/2018","64"
"313150","IPUIÚNA","MG","03/2020","60"
"313150","IPUIÚNA","MG","11/2021","60"
"313150","IPUIÚNA","MG","04/2020","62"
"313150","IPUIÚNA","MG","05/2020","62"
"313150","IPUIÚNA","MG","06/2020","65"
"313150","IPUIÚNA","MG","07/2020","66"
"313150","IPUIÚNA","MG","08/2020","67"
"313150","IPUIÚNA","MG","09/2020","67"
"313150","IPUIÚNA","MG","10/2020","67"
"313150","IPUIÚNA","MG","11/2020","68"
"313150","IPUIÚNA","MG","12/2020","65"
"313150","IPUIÚNA","MG","02/2018","64"
"313150","IPUIÚNA","MG","01/2021","64"
"313150","IPUIÚNA","MG","10/2021","61"
"313150","IPUIÚNA","MG","02/2021","64"
"313150","IPUIÚNA","MG","03/2021","63"
"313150","IPUIÚNA","MG","04/2021","61"
"313150","IPUIÚNA","MG","05/2021","61"
"313150","IPUIÚNA","MG","06/2021","61"
"313150","IPUIÚNA","MG","07/2021","61"
"313150","IPUIÚNA","MG","08/2021","60"
"313150","IPUIÚNA","MG","12/2021","61"
"313150","IPUIÚNA","MG","04/2018","64"
"313150","IPUIÚNA","MG","01/2018","64"
"313160","IRAÍ DE MINAS","MG","01/2021","49"
"313160","IRAÍ DE MINAS","MG","12/2019","49"
"313160","IRAÍ DE MINAS","MG","01/2018","55"
"313160","IRAÍ DE MINAS","MG","02/2018","54"
"313160","IRAÍ DE MINAS","MG","03/2018","54"
"313160","IRAÍ DE MINAS","MG","04/2018","55"
"313160","IRAÍ DE MINAS","MG","05/2018","55"
"313160","IRAÍ DE MINAS","MG","06/2018","53"
"313160","IRAÍ DE MINAS","MG","07/2018","52"
"313160","IRAÍ DE MINAS","MG","08/2018","54"
"313160","IRAÍ DE MINAS","MG","09/2018","54"
"313160","IRAÍ DE MINAS","MG","10/2018","53"
"313160","IRAÍ DE MINAS","MG","11/2018","53"
"313160","IRAÍ DE MINAS","MG","12/2018","54"
"313160","IRAÍ DE MINAS","MG","01/2019","52"
"313160","IRAÍ DE MINAS","MG","02/2019","52"
"313160","IRAÍ DE MINAS","MG","03/2019","52"
"313160","IRAÍ DE MINAS","MG","04/2019","52"
"313160","IRAÍ DE MINAS","MG","05/2019","52"
"313160","IRAÍ DE MINAS","MG","06/2019","51"
"313160","IRAÍ DE MINAS","MG","07/2019","46"
"313160","IRAÍ DE MINAS","MG","08/2019","49"
"313160","IRAÍ DE MINAS","MG","09/2019","46"
"313160","IRAÍ DE MINAS","MG","10/2019","46"
"313160","IRAÍ DE MINAS","MG","11/2019","48"
"313160","IRAÍ DE MINAS","MG","01/2020","50"
"313160","IRAÍ DE MINAS","MG","02/2020","50"
"313160","IRAÍ DE MINAS","MG","03/2020","48"
"313160","IRAÍ DE MINAS","MG","04/2020","48"
"313160","IRAÍ DE MINAS","MG","05/2020","49"
"313160","IRAÍ DE MINAS","MG","06/2020","49"
"313160","IRAÍ DE MINAS","MG","07/2020","48"
"313160","IRAÍ DE MINAS","MG","08/2020","48"
"313160","IRAÍ DE MINAS","MG","09/2020","48"
"313160","IRAÍ DE MINAS","MG","10/2020","48"
"313160","IRAÍ DE MINAS","MG","11/2020","48"
"313160","IRAÍ DE MINAS","MG","12/2020","49"
"313160","IRAÍ DE MINAS","MG","02/2021","48"
"313160","IRAÍ DE MINAS","MG","03/2021","46"
"313160","IRAÍ DE MINAS","MG","04/2021","46"
"313160","IRAÍ DE MINAS","MG","05/2021","46"
"313160","IRAÍ DE MINAS","MG","06/2021","46"
"313160","IRAÍ DE MINAS","MG","07/2021","47"
"313160","IRAÍ DE MINAS","MG","08/2021","47"
"313160","IRAÍ DE MINAS","MG","09/2021","48"
"313160","IRAÍ DE MINAS","MG","10/2021","48"
"313160","IRAÍ DE MINAS","MG","11/2021","47"
"313160","IRAÍ DE MINAS","MG","12/2021","47"
"313170","ITABIRA","MG","03/2020","437"
"313170","ITABIRA","MG","01/2018","391"
"313170","ITABIRA","MG","02/2018","395"
"313170","ITABIRA","MG","03/2018","400"
"313170","ITABIRA","MG","04/2018","404"
"313170","ITABIRA","MG","05/2018","405"
"313170","ITABIRA","MG","06/2018","407"
"313170","ITABIRA","MG","07/2018","410"
"313170","ITABIRA","MG","08/2018","410"
"313170","ITABIRA","MG","09/2018","415"
"313170","ITABIRA","MG","10/2018","421"
"313170","ITABIRA","MG","11/2018","426"
"313170","ITABIRA","MG","12/2018","428"
"313170","ITABIRA","MG","01/2019","429"
"313170","ITABIRA","MG","02/2019","427"
"313170","ITABIRA","MG","03/2019","434"
"313170","ITABIRA","MG","04/2019","436"
"313170","ITABIRA","MG","05/2019","433"
"313170","ITABIRA","MG","06/2019","427"
"313170","ITABIRA","MG","07/2019","424"
"313170","ITABIRA","MG","08/2019","421"
"313170","ITABIRA","MG","09/2019","425"
"313170","ITABIRA","MG","10/2019","423"
"313170","ITABIRA","MG","11/2019","435"
"313170","ITABIRA","MG","01/2020","431"
"313170","ITABIRA","MG","02/2020","428"
"313170","ITABIRA","MG","04/2020","442"
"313170","ITABIRA","MG","05/2020","448"
"313170","ITABIRA","MG","06/2020","448"
"313170","ITABIRA","MG","07/2020","450"
"313170","ITABIRA","MG","08/2020","458"
"313170","ITABIRA","MG","09/2020","458"
"313170","ITABIRA","MG","10/2020","460"
"313170","ITABIRA","MG","11/2020","463"
"313170","ITABIRA","MG","12/2020","469"
"313170","ITABIRA","MG","01/2021","470"
"313170","ITABIRA","MG","02/2021","470"
"313170","ITABIRA","MG","03/2021","471"
"313170","ITABIRA","MG","04/2021","467"
"313170","ITABIRA","MG","12/2019","429"
"313170","ITABIRA","MG","05/2021","471"
"313170","ITABIRA","MG","06/2021","465"
"313170","ITABIRA","MG","07/2021","467"
"313170","ITABIRA","MG","08/2021","472"
"313170","ITABIRA","MG","09/2021","476"
"313170","ITABIRA","MG","10/2021","474"
"313170","ITABIRA","MG","11/2021","472"
"313170","ITABIRA","MG","12/2021","475"
"313180","ITABIRINHA","MG","01/2018","135"
"313180","ITABIRINHA","MG","02/2018","133"
"313180","ITABIRINHA","MG","03/2018","134"
"313180","ITABIRINHA","MG","12/2019","123"
"313180","ITABIRINHA","MG","04/2018","133"
"313180","ITABIRINHA","MG","12/2021","126"
"313180","ITABIRINHA","MG","11/2021","126"
"313180","ITABIRINHA","MG","10/2021","128"
"313180","ITABIRINHA","MG","09/2021","131"
"313180","ITABIRINHA","MG","08/2021","129"
"313180","ITABIRINHA","MG","07/2021","123"
"313180","ITABIRINHA","MG","06/2021","121"
"313180","ITABIRINHA","MG","05/2021","123"
"313180","ITABIRINHA","MG","04/2021","121"
"313180","ITABIRINHA","MG","03/2021","123"
"313180","ITABIRINHA","MG","02/2021","127"
"313180","ITABIRINHA","MG","01/2021","126"
"313180","ITABIRINHA","MG","12/2020","126"
"313180","ITABIRINHA","MG","11/2020","125"
"313180","ITABIRINHA","MG","10/2020","124"
"313180","ITABIRINHA","MG","09/2020","121"
"313180","ITABIRINHA","MG","08/2020","121"
"313180","ITABIRINHA","MG","07/2020","123"
"313180","ITABIRINHA","MG","06/2020","124"
"313180","ITABIRINHA","MG","05/2020","123"
"313180","ITABIRINHA","MG","04/2020","123"
"313180","ITABIRINHA","MG","03/2020","123"
"313180","ITABIRINHA","MG","02/2020","123"
"313180","ITABIRINHA","MG","01/2020","122"
"313180","ITABIRINHA","MG","11/2019","124"
"313180","ITABIRINHA","MG","10/2019","119"
"313180","ITABIRINHA","MG","09/2019","120"
"313180","ITABIRINHA","MG","08/2019","122"
"313180","ITABIRINHA","MG","07/2019","122"
"313180","ITABIRINHA","MG","06/2019","124"
"313180","ITABIRINHA","MG","05/2019","124"
"313180","ITABIRINHA","MG","04/2019","123"
"313180","ITABIRINHA","MG","03/2019","123"
"313180","ITABIRINHA","MG","02/2019","124"
"313180","ITABIRINHA","MG","01/2019","124"
"313180","ITABIRINHA","MG","12/2018","127"
"313180","ITABIRINHA","MG","11/2018","126"
"313180","ITABIRINHA","MG","10/2018","126"
"313180","ITABIRINHA","MG","09/2018","127"
"313180","ITABIRINHA","MG","08/2018","129"
"313180","ITABIRINHA","MG","07/2018","133"
"313180","ITABIRINHA","MG","06/2018","132"
"313180","ITABIRINHA","MG","05/2018","132"
"313190","ITABIRITO","MG","09/2021","299"
"313190","ITABIRITO","MG","01/2018","298"
"313190","ITABIRITO","MG","02/2018","295"
"313190","ITABIRITO","MG","03/2018","294"
"313190","ITABIRITO","MG","04/2018","299"
"313190","ITABIRITO","MG","05/2018","298"
"313190","ITABIRITO","MG","06/2018","301"
"313190","ITABIRITO","MG","07/2018","299"
"313190","ITABIRITO","MG","08/2018","297"
"313190","ITABIRITO","MG","09/2018","296"
"313190","ITABIRITO","MG","10/2018","296"
"313190","ITABIRITO","MG","11/2018","296"
"313190","ITABIRITO","MG","12/2018","294"
"313190","ITABIRITO","MG","01/2019","292"
"313190","ITABIRITO","MG","02/2019","292"
"313190","ITABIRITO","MG","03/2019","293"
"313190","ITABIRITO","MG","04/2019","293"
"313190","ITABIRITO","MG","05/2019","294"
"313190","ITABIRITO","MG","06/2019","296"
"313190","ITABIRITO","MG","07/2019","297"
"313190","ITABIRITO","MG","08/2019","293"
"313190","ITABIRITO","MG","09/2019","292"
"313190","ITABIRITO","MG","10/2019","294"
"313190","ITABIRITO","MG","11/2019","295"
"313190","ITABIRITO","MG","01/2020","296"
"313190","ITABIRITO","MG","02/2020","295"
"313190","ITABIRITO","MG","03/2020","300"
"313190","ITABIRITO","MG","04/2020","302"
"313190","ITABIRITO","MG","05/2020","305"
"313190","ITABIRITO","MG","06/2020","306"
"313190","ITABIRITO","MG","07/2020","304"
"313190","ITABIRITO","MG","08/2020","295"
"313190","ITABIRITO","MG","09/2020","299"
"313190","ITABIRITO","MG","10/2020","300"
"313190","ITABIRITO","MG","11/2020","303"
"313190","ITABIRITO","MG","12/2020","299"
"313190","ITABIRITO","MG","01/2021","303"
"313190","ITABIRITO","MG","02/2021","305"
"313190","ITABIRITO","MG","03/2021","299"
"313190","ITABIRITO","MG","04/2021","300"
"313190","ITABIRITO","MG","05/2021","296"
"313190","ITABIRITO","MG","06/2021","291"
"313190","ITABIRITO","MG","07/2021","295"
"313190","ITABIRITO","MG","08/2021","295"
"313190","ITABIRITO","MG","10/2021","298"
"313190","ITABIRITO","MG","12/2021","300"
"313190","ITABIRITO","MG","12/2019","299"
"313190","ITABIRITO","MG","11/2021","300"
"313200","ITACAMBIRA","MG","11/2018","1"
"313200","ITACAMBIRA","MG","01/2018","1"
"313200","ITACAMBIRA","MG","12/2019","3"
"313200","ITACAMBIRA","MG","12/2021","5"
"313200","ITACAMBIRA","MG","11/2021","5"
"313200","ITACAMBIRA","MG","10/2021","5"
"313200","ITACAMBIRA","MG","09/2021","5"
"313200","ITACAMBIRA","MG","08/2021","6"
"313200","ITACAMBIRA","MG","07/2021","5"
"313200","ITACAMBIRA","MG","06/2021","5"
"313200","ITACAMBIRA","MG","05/2021","5"
"313200","ITACAMBIRA","MG","04/2021","5"
"313200","ITACAMBIRA","MG","02/2019","3"
"313200","ITACAMBIRA","MG","03/2021","5"
"313200","ITACAMBIRA","MG","02/2021","6"
"313200","ITACAMBIRA","MG","01/2021","5"
"313200","ITACAMBIRA","MG","12/2020","5"
"313200","ITACAMBIRA","MG","11/2020","5"
"313200","ITACAMBIRA","MG","10/2020","5"
"313200","ITACAMBIRA","MG","09/2020","5"
"313200","ITACAMBIRA","MG","08/2020","5"
"313200","ITACAMBIRA","MG","07/2020","7"
"313200","ITACAMBIRA","MG","06/2020","6"
"313200","ITACAMBIRA","MG","05/2020","6"
"313200","ITACAMBIRA","MG","04/2020","5"
"313200","ITACAMBIRA","MG","03/2020","4"
"313200","ITACAMBIRA","MG","02/2020","3"
"313200","ITACAMBIRA","MG","01/2020","3"
"313200","ITACAMBIRA","MG","11/2019","3"
"313200","ITACAMBIRA","MG","10/2019","3"
"313200","ITACAMBIRA","MG","01/2019","2"
"313200","ITACAMBIRA","MG","09/2019","3"
"313200","ITACAMBIRA","MG","08/2019","3"
"313200","ITACAMBIRA","MG","07/2019","3"
"313200","ITACAMBIRA","MG","06/2019","3"
"313200","ITACAMBIRA","MG","05/2019","3"
"313200","ITACAMBIRA","MG","04/2019","3"
"313200","ITACAMBIRA","MG","03/2019","3"
"313200","ITACAMBIRA","MG","02/2018","1"
"313200","ITACAMBIRA","MG","03/2018","1"
"313200","ITACAMBIRA","MG","04/2018","1"
"313200","ITACAMBIRA","MG","05/2018","1"
"313200","ITACAMBIRA","MG","06/2018","1"
"313200","ITACAMBIRA","MG","07/2018","1"
"313200","ITACAMBIRA","MG","08/2018","1"
"313200","ITACAMBIRA","MG","09/2018","1"
"313200","ITACAMBIRA","MG","10/2018","1"
"313200","ITACAMBIRA","MG","12/2018","2"
"313210","ITACARAMBI","MG","12/2019","147"
"313210","ITACARAMBI","MG","01/2019","160"
"313210","ITACARAMBI","MG","02/2019","158"
"313210","ITACARAMBI","MG","03/2019","155"
"313210","ITACARAMBI","MG","04/2019","157"
"313210","ITACARAMBI","MG","05/2019","155"
"313210","ITACARAMBI","MG","06/2019","153"
"313210","ITACARAMBI","MG","07/2019","152"
"313210","ITACARAMBI","MG","08/2019","149"
"313210","ITACARAMBI","MG","11/2021","150"
"313210","ITACARAMBI","MG","09/2019","147"
"313210","ITACARAMBI","MG","10/2019","147"
"313210","ITACARAMBI","MG","11/2019","147"
"313210","ITACARAMBI","MG","01/2020","148"
"313210","ITACARAMBI","MG","02/2020","150"
"313210","ITACARAMBI","MG","03/2020","154"
"313210","ITACARAMBI","MG","04/2020","153"
"313210","ITACARAMBI","MG","05/2020","153"
"313210","ITACARAMBI","MG","06/2020","155"
"313210","ITACARAMBI","MG","07/2020","155"
"313210","ITACARAMBI","MG","08/2020","158"
"313210","ITACARAMBI","MG","09/2020","157"
"313210","ITACARAMBI","MG","10/2020","158"
"313210","ITACARAMBI","MG","11/2020","155"
"313210","ITACARAMBI","MG","12/2020","151"
"313210","ITACARAMBI","MG","01/2021","150"
"313210","ITACARAMBI","MG","02/2021","148"
"313210","ITACARAMBI","MG","03/2021","149"
"313210","ITACARAMBI","MG","04/2021","148"
"313210","ITACARAMBI","MG","05/2021","148"
"313210","ITACARAMBI","MG","06/2021","149"
"313210","ITACARAMBI","MG","07/2021","150"
"313210","ITACARAMBI","MG","08/2021","150"
"313210","ITACARAMBI","MG","09/2021","151"
"313210","ITACARAMBI","MG","10/2021","151"
"313210","ITACARAMBI","MG","12/2021","152"
"313210","ITACARAMBI","MG","01/2018","164"
"313210","ITACARAMBI","MG","02/2018","165"
"313210","ITACARAMBI","MG","03/2018","164"
"313210","ITACARAMBI","MG","04/2018","163"
"313210","ITACARAMBI","MG","05/2018","163"
"313210","ITACARAMBI","MG","06/2018","164"
"313210","ITACARAMBI","MG","07/2018","165"
"313210","ITACARAMBI","MG","08/2018","165"
"313210","ITACARAMBI","MG","09/2018","165"
"313210","ITACARAMBI","MG","10/2018","165"
"313210","ITACARAMBI","MG","11/2018","164"
"313210","ITACARAMBI","MG","12/2018","164"
"313220","ITAGUARA","MG","03/2020","91"
"313220","ITAGUARA","MG","02/2018","74"
"313220","ITAGUARA","MG","03/2018","75"
"313220","ITAGUARA","MG","12/2019","91"
"313220","ITAGUARA","MG","04/2018","76"
"313220","ITAGUARA","MG","05/2018","76"
"313220","ITAGUARA","MG","04/2020","95"
"313220","ITAGUARA","MG","06/2018","76"
"313220","ITAGUARA","MG","07/2018","75"
"313220","ITAGUARA","MG","08/2018","77"
"313220","ITAGUARA","MG","09/2018","78"
"313220","ITAGUARA","MG","10/2018","78"
"313220","ITAGUARA","MG","05/2020","97"
"313220","ITAGUARA","MG","06/2020","99"
"313220","ITAGUARA","MG","07/2020","103"
"313220","ITAGUARA","MG","08/2020","105"
"313220","ITAGUARA","MG","09/2020","106"
"313220","ITAGUARA","MG","10/2020","110"
"313220","ITAGUARA","MG","11/2020","110"
"313220","ITAGUARA","MG","12/2020","111"
"313220","ITAGUARA","MG","01/2021","112"
"313220","ITAGUARA","MG","02/2021","112"
"313220","ITAGUARA","MG","03/2021","111"
"313220","ITAGUARA","MG","04/2021","115"
"313220","ITAGUARA","MG","05/2021","113"
"313220","ITAGUARA","MG","06/2021","114"
"313220","ITAGUARA","MG","07/2021","116"
"313220","ITAGUARA","MG","08/2021","115"
"313220","ITAGUARA","MG","09/2021","115"
"313220","ITAGUARA","MG","10/2021","116"
"313220","ITAGUARA","MG","04/2019","85"
"313220","ITAGUARA","MG","05/2019","86"
"313220","ITAGUARA","MG","11/2021","117"
"313220","ITAGUARA","MG","06/2019","86"
"313220","ITAGUARA","MG","07/2019","86"
"313220","ITAGUARA","MG","02/2019","82"
"313220","ITAGUARA","MG","03/2019","86"
"313220","ITAGUARA","MG","08/2019","89"
"313220","ITAGUARA","MG","09/2019","88"
"313220","ITAGUARA","MG","10/2019","91"
"313220","ITAGUARA","MG","11/2019","90"
"313220","ITAGUARA","MG","01/2020","93"
"313220","ITAGUARA","MG","12/2021","122"
"313220","ITAGUARA","MG","01/2018","74"
"313220","ITAGUARA","MG","02/2020","90"
"313220","ITAGUARA","MG","11/2018","78"
"313220","ITAGUARA","MG","12/2018","82"
"313220","ITAGUARA","MG","01/2019","82"
"313230","ITAIPÉ","MG","03/2020","61"
"313230","ITAIPÉ","MG","01/2021","62"
"313230","ITAIPÉ","MG","02/2021","62"
"313230","ITAIPÉ","MG","03/2021","60"
"313230","ITAIPÉ","MG","04/2021","60"
"313230","ITAIPÉ","MG","05/2021","58"
"313230","ITAIPÉ","MG","06/2021","58"
"313230","ITAIPÉ","MG","07/2021","58"
"313230","ITAIPÉ","MG","08/2021","57"
"313230","ITAIPÉ","MG","09/2021","60"
"313230","ITAIPÉ","MG","10/2021","59"
"313230","ITAIPÉ","MG","11/2021","60"
"313230","ITAIPÉ","MG","12/2021","61"
"313230","ITAIPÉ","MG","01/2018","71"
"313230","ITAIPÉ","MG","02/2018","71"
"313230","ITAIPÉ","MG","03/2018","69"
"313230","ITAIPÉ","MG","04/2018","70"
"313230","ITAIPÉ","MG","05/2018","71"
"313230","ITAIPÉ","MG","06/2018","70"
"313230","ITAIPÉ","MG","07/2018","70"
"313230","ITAIPÉ","MG","08/2018","72"
"313230","ITAIPÉ","MG","09/2018","73"
"313230","ITAIPÉ","MG","10/2018","71"
"313230","ITAIPÉ","MG","11/2018","68"
"313230","ITAIPÉ","MG","12/2018","69"
"313230","ITAIPÉ","MG","01/2019","71"
"313230","ITAIPÉ","MG","02/2019","70"
"313230","ITAIPÉ","MG","03/2019","69"
