"Código","Unidade Territorial","UF","Referência","Idosos que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"310120","AIURUOCA","MG","09/2018","181"
"310120","AIURUOCA","MG","10/2018","179"
"310120","AIURUOCA","MG","11/2018","176"
"310120","AIURUOCA","MG","12/2018","175"
"310120","AIURUOCA","MG","02/2019","172"
"310120","AIURUOCA","MG","03/2019","172"
"310120","AIURUOCA","MG","04/2019","171"
"310120","AIURUOCA","MG","05/2019","170"
"310120","AIURUOCA","MG","06/2019","169"
"310120","AIURUOCA","MG","07/2019","159"
"310120","AIURUOCA","MG","08/2019","156"
"310120","AIURUOCA","MG","09/2019","159"
"310120","AIURUOCA","MG","10/2019","155"
"310120","AIURUOCA","MG","11/2019","157"
"310120","AIURUOCA","MG","01/2020","155"
"310120","AIURUOCA","MG","02/2020","152"
"310120","AIURUOCA","MG","03/2020","154"
"310120","AIURUOCA","MG","04/2020","156"
"310120","AIURUOCA","MG","05/2020","160"
"310120","AIURUOCA","MG","06/2020","158"
"310120","AIURUOCA","MG","07/2020","158"
"310120","AIURUOCA","MG","08/2020","162"
"310120","AIURUOCA","MG","09/2020","162"
"310120","AIURUOCA","MG","10/2020","162"
"310120","AIURUOCA","MG","11/2020","165"
"310120","AIURUOCA","MG","12/2020","165"
"310120","AIURUOCA","MG","01/2021","166"
"310120","AIURUOCA","MG","02/2021","164"
"310120","AIURUOCA","MG","03/2021","165"
"310120","AIURUOCA","MG","04/2021","164"
"310120","AIURUOCA","MG","05/2021","166"
"310120","AIURUOCA","MG","06/2021","165"
"310120","AIURUOCA","MG","07/2021","164"
"310120","AIURUOCA","MG","08/2021","162"
"310120","AIURUOCA","MG","09/2021","162"
"310120","AIURUOCA","MG","10/2021","161"
"310120","AIURUOCA","MG","11/2021","161"
"310120","AIURUOCA","MG","12/2019","155"
"310130","ALAGOA","MG","04/2019","12"
"310130","ALAGOA","MG","06/2019","12"
"310130","ALAGOA","MG","05/2019","12"
"310130","ALAGOA","MG","09/2020","14"
"310130","ALAGOA","MG","02/2018","13"
"310130","ALAGOA","MG","12/2019","12"
"310130","ALAGOA","MG","12/2021","13"
"310130","ALAGOA","MG","11/2021","13"
"310130","ALAGOA","MG","10/2021","13"
"310130","ALAGOA","MG","09/2021","13"
"310130","ALAGOA","MG","08/2021","13"
"310130","ALAGOA","MG","07/2021","13"
"310130","ALAGOA","MG","06/2021","14"
"310130","ALAGOA","MG","05/2021","14"
"310130","ALAGOA","MG","04/2021","14"
"310130","ALAGOA","MG","03/2021","15"
"310130","ALAGOA","MG","02/2021","15"
"310130","ALAGOA","MG","01/2021","14"
"310130","ALAGOA","MG","12/2020","14"
"310130","ALAGOA","MG","11/2020","14"
"310130","ALAGOA","MG","10/2020","14"
"310130","ALAGOA","MG","08/2020","14"
"310130","ALAGOA","MG","07/2020","14"
"310130","ALAGOA","MG","06/2020","13"
"310130","ALAGOA","MG","05/2020","13"
"310130","ALAGOA","MG","04/2020","11"
"310130","ALAGOA","MG","03/2020","11"
"310130","ALAGOA","MG","02/2020","11"
"310130","ALAGOA","MG","01/2020","12"
"310130","ALAGOA","MG","11/2019","12"
"310130","ALAGOA","MG","10/2019","12"
"310130","ALAGOA","MG","09/2019","12"
"310130","ALAGOA","MG","08/2019","12"
"310130","ALAGOA","MG","07/2019","12"
"310130","ALAGOA","MG","01/2018","13"
"310130","ALAGOA","MG","03/2018","13"
"310130","ALAGOA","MG","04/2018","13"
"310130","ALAGOA","MG","05/2018","12"
"310130","ALAGOA","MG","06/2018","12"
"310130","ALAGOA","MG","07/2018","12"
"310130","ALAGOA","MG","08/2018","12"
"310130","ALAGOA","MG","09/2018","12"
"310130","ALAGOA","MG","10/2018","12"
"310130","ALAGOA","MG","11/2018","12"
"310130","ALAGOA","MG","12/2018","12"
"310130","ALAGOA","MG","01/2019","12"
"310130","ALAGOA","MG","02/2019","12"
"310130","ALAGOA","MG","03/2019","12"
"310140","ALBERTINA","MG","06/2018","12"
"310140","ALBERTINA","MG","10/2021","15"
"310140","ALBERTINA","MG","10/2019","11"
"310140","ALBERTINA","MG","12/2021","15"
"310140","ALBERTINA","MG","09/2021","14"
"310140","ALBERTINA","MG","08/2021","15"
"310140","ALBERTINA","MG","07/2021","15"
"310140","ALBERTINA","MG","06/2021","14"
"310140","ALBERTINA","MG","05/2021","14"
"310140","ALBERTINA","MG","04/2021","14"
"310140","ALBERTINA","MG","03/2021","14"
"310140","ALBERTINA","MG","02/2021","14"
"310140","ALBERTINA","MG","01/2021","13"
"310140","ALBERTINA","MG","12/2020","13"
"310140","ALBERTINA","MG","11/2020","13"
"310140","ALBERTINA","MG","10/2020","13"
"310140","ALBERTINA","MG","08/2020","13"
"310140","ALBERTINA","MG","07/2020","13"
"310140","ALBERTINA","MG","06/2020","13"
"310140","ALBERTINA","MG","05/2020","13"
"310140","ALBERTINA","MG","04/2020","13"
"310140","ALBERTINA","MG","03/2020","13"
"310140","ALBERTINA","MG","02/2020","12"
"310140","ALBERTINA","MG","01/2020","12"
"310140","ALBERTINA","MG","12/2019","11"
"310140","ALBERTINA","MG","11/2021","15"
"310140","ALBERTINA","MG","09/2020","13"
"310140","ALBERTINA","MG","11/2019","11"
"310140","ALBERTINA","MG","09/2019","11"
"310140","ALBERTINA","MG","08/2019","12"
"310140","ALBERTINA","MG","07/2019","12"
"310140","ALBERTINA","MG","06/2019","11"
"310140","ALBERTINA","MG","05/2019","11"
"310140","ALBERTINA","MG","04/2019","11"
"310140","ALBERTINA","MG","03/2019","11"
"310140","ALBERTINA","MG","02/2019","11"
"310140","ALBERTINA","MG","01/2019","11"
"310140","ALBERTINA","MG","12/2018","11"
"310140","ALBERTINA","MG","11/2018","11"
"310140","ALBERTINA","MG","10/2018","11"
"310140","ALBERTINA","MG","09/2018","11"
"310140","ALBERTINA","MG","08/2018","12"
"310140","ALBERTINA","MG","07/2018","12"
"310140","ALBERTINA","MG","05/2018","12"
"310140","ALBERTINA","MG","04/2018","12"
"310140","ALBERTINA","MG","03/2018","12"
"310140","ALBERTINA","MG","02/2018","12"
"310140","ALBERTINA","MG","01/2018","12"
"310150","ALÉM PARAÍBA","MG","09/2018","412"
"310150","ALÉM PARAÍBA","MG","12/2019","384"
"310150","ALÉM PARAÍBA","MG","09/2020","381"
"310150","ALÉM PARAÍBA","MG","01/2018","403"
"310150","ALÉM PARAÍBA","MG","02/2018","402"
"310150","ALÉM PARAÍBA","MG","03/2018","405"
"310150","ALÉM PARAÍBA","MG","04/2018","408"
"310150","ALÉM PARAÍBA","MG","05/2018","411"
"310150","ALÉM PARAÍBA","MG","06/2018","413"
"310150","ALÉM PARAÍBA","MG","07/2018","408"
"310150","ALÉM PARAÍBA","MG","08/2018","410"
"310150","ALÉM PARAÍBA","MG","10/2018","411"
"310150","ALÉM PARAÍBA","MG","11/2018","413"
"310150","ALÉM PARAÍBA","MG","12/2018","412"
"310150","ALÉM PARAÍBA","MG","01/2019","398"
"310150","ALÉM PARAÍBA","MG","02/2019","399"
"310150","ALÉM PARAÍBA","MG","03/2019","394"
"310150","ALÉM PARAÍBA","MG","04/2019","392"
"310150","ALÉM PARAÍBA","MG","05/2019","392"
"310150","ALÉM PARAÍBA","MG","06/2019","390"
"310150","ALÉM PARAÍBA","MG","07/2019","386"
"310150","ALÉM PARAÍBA","MG","08/2019","385"
"310150","ALÉM PARAÍBA","MG","09/2019","382"
"310150","ALÉM PARAÍBA","MG","10/2019","381"
"310150","ALÉM PARAÍBA","MG","11/2019","385"
"310150","ALÉM PARAÍBA","MG","01/2020","389"
"310150","ALÉM PARAÍBA","MG","02/2020","386"
"310150","ALÉM PARAÍBA","MG","03/2020","386"
"310150","ALÉM PARAÍBA","MG","04/2020","386"
"310150","ALÉM PARAÍBA","MG","05/2020","384"
"310150","ALÉM PARAÍBA","MG","06/2020","385"
"310150","ALÉM PARAÍBA","MG","07/2020","383"
"310150","ALÉM PARAÍBA","MG","08/2020","380"
"310150","ALÉM PARAÍBA","MG","10/2020","383"
"310150","ALÉM PARAÍBA","MG","11/2020","387"
"310150","ALÉM PARAÍBA","MG","12/2020","389"
"310150","ALÉM PARAÍBA","MG","01/2021","384"
"310150","ALÉM PARAÍBA","MG","02/2021","385"
"310150","ALÉM PARAÍBA","MG","03/2021","382"
"310150","ALÉM PARAÍBA","MG","04/2021","382"
"310150","ALÉM PARAÍBA","MG","05/2021","383"
"310150","ALÉM PARAÍBA","MG","06/2021","383"
"310150","ALÉM PARAÍBA","MG","07/2021","381"
"310150","ALÉM PARAÍBA","MG","08/2021","386"
"310150","ALÉM PARAÍBA","MG","09/2021","389"
"310150","ALÉM PARAÍBA","MG","10/2021","391"
"310150","ALÉM PARAÍBA","MG","11/2021","392"
"310150","ALÉM PARAÍBA","MG","12/2021","387"
"310160","ALFENAS","MG","06/2019","1019"
"310160","ALFENAS","MG","07/2019","1010"
"310160","ALFENAS","MG","08/2019","1000"
"310160","ALFENAS","MG","02/2020","1021"
"310160","ALFENAS","MG","03/2020","1040"
"310160","ALFENAS","MG","04/2020","1046"
"310160","ALFENAS","MG","05/2020","1060"
"310160","ALFENAS","MG","06/2020","1062"
"310160","ALFENAS","MG","07/2020","1058"
"310160","ALFENAS","MG","08/2020","1056"
"310160","ALFENAS","MG","09/2020","1054"
"310160","ALFENAS","MG","10/2020","1051"
"310160","ALFENAS","MG","11/2020","1055"
"310160","ALFENAS","MG","12/2020","1051"
"310160","ALFENAS","MG","01/2021","1047"
"310160","ALFENAS","MG","02/2021","1046"
"310160","ALFENAS","MG","03/2021","1046"
"310160","ALFENAS","MG","04/2021","1050"
"310160","ALFENAS","MG","05/2021","1054"
"310160","ALFENAS","MG","06/2021","1047"
"310160","ALFENAS","MG","07/2021","1048"
"310160","ALFENAS","MG","08/2021","1054"
"310160","ALFENAS","MG","09/2021","1058"
"310160","ALFENAS","MG","10/2021","1058"
"310160","ALFENAS","MG","11/2021","1054"
"310160","ALFENAS","MG","12/2021","1054"
"310160","ALFENAS","MG","12/2019","1018"
"310160","ALFENAS","MG","09/2019","999"
"310160","ALFENAS","MG","11/2019","1014"
"310160","ALFENAS","MG","01/2018","1042"
"310160","ALFENAS","MG","02/2018","1039"
"310160","ALFENAS","MG","03/2018","1040"
"310160","ALFENAS","MG","04/2018","1042"
"310160","ALFENAS","MG","05/2018","1038"
"310160","ALFENAS","MG","06/2018","1034"
"310160","ALFENAS","MG","10/2019","1001"
"310160","ALFENAS","MG","07/2018","1032"
"310160","ALFENAS","MG","08/2018","1030"
"310160","ALFENAS","MG","09/2018","1034"
"310160","ALFENAS","MG","10/2018","1030"
"310160","ALFENAS","MG","11/2018","1034"
"310160","ALFENAS","MG","01/2020","1017"
"310160","ALFENAS","MG","12/2018","1033"
"310160","ALFENAS","MG","01/2019","1029"
"310160","ALFENAS","MG","02/2019","1027"
"310160","ALFENAS","MG","03/2019","1029"
"310160","ALFENAS","MG","04/2019","1033"
"310160","ALFENAS","MG","05/2019","1027"
"310163","ALFREDO VASCONCELOS","MG","11/2019","36"
"310163","ALFREDO VASCONCELOS","MG","02/2020","35"
"310163","ALFREDO VASCONCELOS","MG","03/2020","37"
"310163","ALFREDO VASCONCELOS","MG","04/2020","37"
"310163","ALFREDO VASCONCELOS","MG","05/2020","37"
"310163","ALFREDO VASCONCELOS","MG","06/2020","37"
"310163","ALFREDO VASCONCELOS","MG","07/2020","37"
"310163","ALFREDO VASCONCELOS","MG","08/2020","37"
"310163","ALFREDO VASCONCELOS","MG","09/2020","37"
"310163","ALFREDO VASCONCELOS","MG","10/2020","38"
"310163","ALFREDO VASCONCELOS","MG","11/2020","38"
"310163","ALFREDO VASCONCELOS","MG","12/2020","39"
"310163","ALFREDO VASCONCELOS","MG","01/2021","38"
"310163","ALFREDO VASCONCELOS","MG","02/2021","38"
"310163","ALFREDO VASCONCELOS","MG","03/2021","38"
"310163","ALFREDO VASCONCELOS","MG","04/2021","38"
"310163","ALFREDO VASCONCELOS","MG","05/2021","41"
"310163","ALFREDO VASCONCELOS","MG","06/2021","41"
"310163","ALFREDO VASCONCELOS","MG","07/2021","41"
"310163","ALFREDO VASCONCELOS","MG","08/2021","42"
"310163","ALFREDO VASCONCELOS","MG","09/2021","43"
"310163","ALFREDO VASCONCELOS","MG","10/2021","43"
"310163","ALFREDO VASCONCELOS","MG","11/2021","43"
"310163","ALFREDO VASCONCELOS","MG","12/2021","43"
"310163","ALFREDO VASCONCELOS","MG","12/2019","36"
"310163","ALFREDO VASCONCELOS","MG","01/2018","41"
"310163","ALFREDO VASCONCELOS","MG","02/2018","41"
"310163","ALFREDO VASCONCELOS","MG","03/2018","41"
"310163","ALFREDO VASCONCELOS","MG","04/2018","42"
"310163","ALFREDO VASCONCELOS","MG","05/2018","40"
"310163","ALFREDO VASCONCELOS","MG","06/2018","40"
"310163","ALFREDO VASCONCELOS","MG","07/2018","40"
"310163","ALFREDO VASCONCELOS","MG","08/2018","40"
"310163","ALFREDO VASCONCELOS","MG","09/2018","40"
"310163","ALFREDO VASCONCELOS","MG","10/2018","40"
"310163","ALFREDO VASCONCELOS","MG","11/2018","40"
"310163","ALFREDO VASCONCELOS","MG","12/2018","40"
"310163","ALFREDO VASCONCELOS","MG","01/2019","40"
"310163","ALFREDO VASCONCELOS","MG","02/2019","40"
"310163","ALFREDO VASCONCELOS","MG","03/2019","41"
"310163","ALFREDO VASCONCELOS","MG","04/2019","42"
"310163","ALFREDO VASCONCELOS","MG","05/2019","42"
"310163","ALFREDO VASCONCELOS","MG","06/2019","41"
"310163","ALFREDO VASCONCELOS","MG","07/2019","40"
"310163","ALFREDO VASCONCELOS","MG","08/2019","40"
"310163","ALFREDO VASCONCELOS","MG","09/2019","39"
"310163","ALFREDO VASCONCELOS","MG","10/2019","37"
"310163","ALFREDO VASCONCELOS","MG","01/2020","37"
"310170","ALMENARA","MG","02/2020","1401"
"310170","ALMENARA","MG","01/2018","1501"
"310170","ALMENARA","MG","02/2018","1505"
"310170","ALMENARA","MG","03/2018","1510"
"310170","ALMENARA","MG","04/2018","1512"
"310170","ALMENARA","MG","05/2018","1509"
"310170","ALMENARA","MG","06/2018","1512"
"310170","ALMENARA","MG","07/2018","1511"
"310170","ALMENARA","MG","08/2018","1507"
"310170","ALMENARA","MG","09/2018","1499"
"310170","ALMENARA","MG","10/2018","1495"
"310170","ALMENARA","MG","11/2018","1486"
"310170","ALMENARA","MG","12/2018","1483"
"310170","ALMENARA","MG","01/2019","1472"
"310170","ALMENARA","MG","02/2019","1464"
"310170","ALMENARA","MG","03/2019","1459"
"310170","ALMENARA","MG","04/2019","1461"
"310170","ALMENARA","MG","05/2019","1453"
"310170","ALMENARA","MG","06/2019","1437"
"310170","ALMENARA","MG","07/2019","1428"
"310170","ALMENARA","MG","08/2019","1428"
"310170","ALMENARA","MG","09/2019","1412"
"310170","ALMENARA","MG","10/2019","1415"
"310170","ALMENARA","MG","11/2019","1409"
"310170","ALMENARA","MG","01/2020","1404"
"310170","ALMENARA","MG","03/2020","1417"
"310170","ALMENARA","MG","04/2020","1420"
"310170","ALMENARA","MG","05/2020","1424"
"310170","ALMENARA","MG","06/2020","1428"
"310170","ALMENARA","MG","07/2020","1427"
"310170","ALMENARA","MG","08/2020","1430"
"310170","ALMENARA","MG","09/2020","1428"
"310170","ALMENARA","MG","10/2020","1428"
"310170","ALMENARA","MG","11/2020","1428"
"310170","ALMENARA","MG","12/2020","1437"
"310170","ALMENARA","MG","01/2021","1429"
"310170","ALMENARA","MG","02/2021","1418"
"310170","ALMENARA","MG","03/2021","1414"
"310170","ALMENARA","MG","04/2021","1405"
"310170","ALMENARA","MG","05/2021","1408"
"310170","ALMENARA","MG","06/2021","1400"
"310170","ALMENARA","MG","07/2021","1398"
"310170","ALMENARA","MG","08/2021","1406"
"310170","ALMENARA","MG","09/2021","1398"
"310170","ALMENARA","MG","10/2021","1386"
"310170","ALMENARA","MG","11/2021","1378"
"310170","ALMENARA","MG","12/2021","1377"
"310170","ALMENARA","MG","12/2019","1396"
"310180","ALPERCATA","MG","03/2020","89"
"310180","ALPERCATA","MG","04/2020","92"
"310180","ALPERCATA","MG","12/2021","98"
"310180","ALPERCATA","MG","11/2021","101"
"310180","ALPERCATA","MG","10/2021","101"
"310180","ALPERCATA","MG","09/2021","99"
"310180","ALPERCATA","MG","08/2021","99"
"310180","ALPERCATA","MG","07/2021","99"
"310180","ALPERCATA","MG","06/2021","100"
"310180","ALPERCATA","MG","05/2021","101"
"310180","ALPERCATA","MG","04/2021","100"
"310180","ALPERCATA","MG","03/2021","98"
"310180","ALPERCATA","MG","02/2021","96"
"310180","ALPERCATA","MG","01/2021","96"
"310180","ALPERCATA","MG","12/2020","96"
"310180","ALPERCATA","MG","11/2020","96"
"310180","ALPERCATA","MG","10/2020","96"
"310180","ALPERCATA","MG","09/2020","95"
"310180","ALPERCATA","MG","08/2020","95"
"310180","ALPERCATA","MG","07/2020","94"
"310180","ALPERCATA","MG","12/2019","83"
"310180","ALPERCATA","MG","06/2020","94"
"310180","ALPERCATA","MG","05/2020","94"
"310180","ALPERCATA","MG","01/2018","81"
"310180","ALPERCATA","MG","02/2018","81"
"310180","ALPERCATA","MG","03/2018","80"
"310180","ALPERCATA","MG","04/2018","81"
"310180","ALPERCATA","MG","05/2018","82"
"310180","ALPERCATA","MG","06/2018","83"
"310180","ALPERCATA","MG","07/2018","83"
"310180","ALPERCATA","MG","08/2018","84"
"310180","ALPERCATA","MG","09/2018","82"
"310180","ALPERCATA","MG","10/2018","83"
"310180","ALPERCATA","MG","11/2018","84"
"310180","ALPERCATA","MG","12/2018","85"
"310180","ALPERCATA","MG","01/2019","83"
"310180","ALPERCATA","MG","02/2019","81"
"310180","ALPERCATA","MG","03/2019","81"
"310180","ALPERCATA","MG","04/2019","81"
"310180","ALPERCATA","MG","05/2019","81"
"310180","ALPERCATA","MG","06/2019","82"
"310180","ALPERCATA","MG","07/2019","76"
"310180","ALPERCATA","MG","08/2019","75"
"310180","ALPERCATA","MG","09/2019","76"
"310180","ALPERCATA","MG","10/2019","76"
"310180","ALPERCATA","MG","11/2019","80"
"310180","ALPERCATA","MG","01/2020","85"
"310180","ALPERCATA","MG","02/2020","87"
"310190","ALPINÓPOLIS","MG","02/2018","162"
"310190","ALPINÓPOLIS","MG","11/2021","153"
"310190","ALPINÓPOLIS","MG","10/2021","153"
"310190","ALPINÓPOLIS","MG","09/2021","153"
"310190","ALPINÓPOLIS","MG","04/2021","154"
"310190","ALPINÓPOLIS","MG","08/2021","155"
"310190","ALPINÓPOLIS","MG","07/2021","153"
"310190","ALPINÓPOLIS","MG","06/2021","152"
"310190","ALPINÓPOLIS","MG","05/2021","152"
"310190","ALPINÓPOLIS","MG","03/2021","156"
"310190","ALPINÓPOLIS","MG","02/2021","155"
"310190","ALPINÓPOLIS","MG","01/2021","157"
"310190","ALPINÓPOLIS","MG","12/2020","157"
"310190","ALPINÓPOLIS","MG","11/2020","155"
"310190","ALPINÓPOLIS","MG","10/2020","154"
"310190","ALPINÓPOLIS","MG","09/2020","153"
"310190","ALPINÓPOLIS","MG","08/2020","152"
"310190","ALPINÓPOLIS","MG","07/2020","149"
"310190","ALPINÓPOLIS","MG","06/2020","149"
"310190","ALPINÓPOLIS","MG","05/2020","148"
"310190","ALPINÓPOLIS","MG","04/2020","146"
"310190","ALPINÓPOLIS","MG","03/2020","145"
"310190","ALPINÓPOLIS","MG","02/2020","141"
"310190","ALPINÓPOLIS","MG","01/2020","140"
"310190","ALPINÓPOLIS","MG","11/2019","142"
"310190","ALPINÓPOLIS","MG","10/2019","143"
"310190","ALPINÓPOLIS","MG","09/2019","145"
"310190","ALPINÓPOLIS","MG","08/2019","145"
"310190","ALPINÓPOLIS","MG","07/2019","143"
"310190","ALPINÓPOLIS","MG","06/2019","143"
"310190","ALPINÓPOLIS","MG","05/2019","144"
"310190","ALPINÓPOLIS","MG","04/2019","145"
"310190","ALPINÓPOLIS","MG","03/2019","145"
"310190","ALPINÓPOLIS","MG","02/2019","154"
"310190","ALPINÓPOLIS","MG","01/2019","156"
"310190","ALPINÓPOLIS","MG","12/2018","157"
"310190","ALPINÓPOLIS","MG","11/2018","157"
"310190","ALPINÓPOLIS","MG","12/2021","153"
"310190","ALPINÓPOLIS","MG","10/2018","156"
"310190","ALPINÓPOLIS","MG","09/2018","156"
"310190","ALPINÓPOLIS","MG","08/2018","157"
"310190","ALPINÓPOLIS","MG","07/2018","158"
"310190","ALPINÓPOLIS","MG","06/2018","160"
"310190","ALPINÓPOLIS","MG","05/2018","159"
"310190","ALPINÓPOLIS","MG","04/2018","156"
"310190","ALPINÓPOLIS","MG","03/2018","160"
"310190","ALPINÓPOLIS","MG","01/2018","161"
"310190","ALPINÓPOLIS","MG","12/2019","141"
"310200","ALTEROSA","MG","03/2019","177"
"310200","ALTEROSA","MG","12/2019","178"
"310200","ALTEROSA","MG","01/2018","187"
"310200","ALTEROSA","MG","02/2018","186"
"310200","ALTEROSA","MG","03/2018","185"
"310200","ALTEROSA","MG","04/2018","183"
"310200","ALTEROSA","MG","05/2018","182"
"310200","ALTEROSA","MG","06/2018","183"
"310200","ALTEROSA","MG","07/2018","181"
"310200","ALTEROSA","MG","08/2018","182"
"310200","ALTEROSA","MG","09/2018","183"
"310200","ALTEROSA","MG","10/2018","183"
"310200","ALTEROSA","MG","11/2018","182"
"310200","ALTEROSA","MG","12/2018","181"
"310200","ALTEROSA","MG","01/2019","179"
"310200","ALTEROSA","MG","02/2019","176"
"310200","ALTEROSA","MG","04/2019","178"
"310200","ALTEROSA","MG","05/2019","179"
"310200","ALTEROSA","MG","06/2019","177"
"310200","ALTEROSA","MG","07/2019","175"
"310200","ALTEROSA","MG","08/2019","175"
"310200","ALTEROSA","MG","09/2019","173"
"310200","ALTEROSA","MG","10/2019","173"
"310200","ALTEROSA","MG","11/2019","179"
"310200","ALTEROSA","MG","01/2020","176"
"310200","ALTEROSA","MG","02/2020","177"
"310200","ALTEROSA","MG","03/2020","176"
"310200","ALTEROSA","MG","04/2020","177"
"310200","ALTEROSA","MG","05/2020","177"
"310200","ALTEROSA","MG","06/2020","177"
"310200","ALTEROSA","MG","07/2020","177"
"310200","ALTEROSA","MG","08/2020","177"
"310200","ALTEROSA","MG","09/2020","178"
"310200","ALTEROSA","MG","10/2020","175"
"310200","ALTEROSA","MG","11/2020","177"
"310200","ALTEROSA","MG","12/2020","177"
"310200","ALTEROSA","MG","01/2021","176"
"310200","ALTEROSA","MG","02/2021","173"
"310200","ALTEROSA","MG","03/2021","175"
"310200","ALTEROSA","MG","04/2021","175"
"310200","ALTEROSA","MG","05/2021","175"
"310200","ALTEROSA","MG","06/2021","176"
"310200","ALTEROSA","MG","07/2021","173"
"310200","ALTEROSA","MG","08/2021","170"
"310200","ALTEROSA","MG","09/2021","167"
"310200","ALTEROSA","MG","10/2021","165"
"310200","ALTEROSA","MG","11/2021","167"
"310200","ALTEROSA","MG","12/2021","165"
"310205","ALTO CAPARAÓ","MG","09/2018","14"
"310205","ALTO CAPARAÓ","MG","10/2018","14"
"310205","ALTO CAPARAÓ","MG","12/2020","19"
"310205","ALTO CAPARAÓ","MG","01/2021","20"
"310205","ALTO CAPARAÓ","MG","02/2021","20"
"310205","ALTO CAPARAÓ","MG","09/2020","18"
"310205","ALTO CAPARAÓ","MG","03/2021","21"
"310205","ALTO CAPARAÓ","MG","04/2021","20"
"310205","ALTO CAPARAÓ","MG","05/2021","21"
"310205","ALTO CAPARAÓ","MG","06/2021","21"
"310205","ALTO CAPARAÓ","MG","07/2021","21"
"310205","ALTO CAPARAÓ","MG","08/2021","21"
"310205","ALTO CAPARAÓ","MG","09/2021","21"
"310205","ALTO CAPARAÓ","MG","10/2021","21"
"310205","ALTO CAPARAÓ","MG","08/2020","18"
"310205","ALTO CAPARAÓ","MG","11/2021","21"
"310205","ALTO CAPARAÓ","MG","12/2021","22"
"310205","ALTO CAPARAÓ","MG","07/2020","18"
"310205","ALTO CAPARAÓ","MG","11/2018","14"
"310205","ALTO CAPARAÓ","MG","12/2018","14"
"310205","ALTO CAPARAÓ","MG","01/2019","14"
"310205","ALTO CAPARAÓ","MG","02/2019","13"
"310205","ALTO CAPARAÓ","MG","03/2019","13"
"310205","ALTO CAPARAÓ","MG","04/2019","13"
"310205","ALTO CAPARAÓ","MG","05/2019","13"
"310205","ALTO CAPARAÓ","MG","06/2019","13"
"310205","ALTO CAPARAÓ","MG","12/2019","15"
"310205","ALTO CAPARAÓ","MG","07/2019","13"
"310205","ALTO CAPARAÓ","MG","08/2019","14"
"310205","ALTO CAPARAÓ","MG","09/2019","14"
"310205","ALTO CAPARAÓ","MG","10/2020","19"
"310205","ALTO CAPARAÓ","MG","10/2019","14"
"310205","ALTO CAPARAÓ","MG","11/2019","15"
"310205","ALTO CAPARAÓ","MG","01/2020","15"
"310205","ALTO CAPARAÓ","MG","06/2020","18"
