"Código","Unidade Territorial","UF","Referência","Valor repassado aos idosos via Benefício de Prestação Continuada (BPC) por município pagador"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","11/2019","2994"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","09/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","08/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","07/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","06/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","05/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","04/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","03/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","02/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","01/2019","1996"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","12/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","11/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","10/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","09/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","07/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","06/2018","1908.00"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","05/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","04/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","03/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","02/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","01/2018","1908"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","08/2018","1908"
"316060","SANTO HIPÓLITO","MG","11/2020","33444.45"
"316060","SANTO HIPÓLITO","MG","12/2020","33440"
"316060","SANTO HIPÓLITO","MG","04/2019","35928"
"316060","SANTO HIPÓLITO","MG","03/2019","35928"
"316060","SANTO HIPÓLITO","MG","02/2019","36926"
"316060","SANTO HIPÓLITO","MG","12/2018","35298"
"316060","SANTO HIPÓLITO","MG","11/2018","34344"
"316060","SANTO HIPÓLITO","MG","10/2018","33390"
"316060","SANTO HIPÓLITO","MG","09/2018","33390"
"316060","SANTO HIPÓLITO","MG","08/2018","33390"
"316060","SANTO HIPÓLITO","MG","07/2018","32436"
"316060","SANTO HIPÓLITO","MG","06/2018","31482.00"
"316060","SANTO HIPÓLITO","MG","05/2018","31482"
"316060","SANTO HIPÓLITO","MG","04/2018","31482"
"316060","SANTO HIPÓLITO","MG","03/2018","32436"
"316060","SANTO HIPÓLITO","MG","02/2018","31482"
"316060","SANTO HIPÓLITO","MG","01/2018","31482"
"316060","SANTO HIPÓLITO","MG","01/2021","34100"
"316060","SANTO HIPÓLITO","MG","02/2021","31900"
"316060","SANTO HIPÓLITO","MG","03/2021","33000"
"316060","SANTO HIPÓLITO","MG","04/2021","31900"
"316060","SANTO HIPÓLITO","MG","05/2021","31900"
"316060","SANTO HIPÓLITO","MG","06/2021","31900"
"316060","SANTO HIPÓLITO","MG","12/2021","36300"
"316060","SANTO HIPÓLITO","MG","07/2021","31900"
"316060","SANTO HIPÓLITO","MG","01/2019","36926"
"316060","SANTO HIPÓLITO","MG","08/2021","30800"
"316060","SANTO HIPÓLITO","MG","09/2021","31900"
"316060","SANTO HIPÓLITO","MG","10/2021","35200"
"316060","SANTO HIPÓLITO","MG","11/2021","35203.78"
"316060","SANTO HIPÓLITO","MG","05/2019","35928"
"316060","SANTO HIPÓLITO","MG","06/2019","34930"
"316060","SANTO HIPÓLITO","MG","07/2019","34930"
"316060","SANTO HIPÓLITO","MG","08/2019","32934"
"316060","SANTO HIPÓLITO","MG","09/2019","32934"
"316060","SANTO HIPÓLITO","MG","10/2019","33932"
"316060","SANTO HIPÓLITO","MG","11/2019","32942.17"
"316060","SANTO HIPÓLITO","MG","01/2020","34287"
"316060","SANTO HIPÓLITO","MG","02/2020","33440"
"316060","SANTO HIPÓLITO","MG","03/2020","34485"
"316060","SANTO HIPÓLITO","MG","04/2020","34485"
"316060","SANTO HIPÓLITO","MG","05/2020","34485"
"316060","SANTO HIPÓLITO","MG","12/2019","32934"
"316060","SANTO HIPÓLITO","MG","06/2020","34485.00"
"316060","SANTO HIPÓLITO","MG","07/2020","33440"
"316060","SANTO HIPÓLITO","MG","08/2020","34485"
"316060","SANTO HIPÓLITO","MG","09/2020","34485"
"316060","SANTO HIPÓLITO","MG","10/2020","34485"
"316070","SANTOS DUMONT","MG","02/2018","348401"
"316070","SANTOS DUMONT","MG","01/2018","351263"
"316070","SANTOS DUMONT","MG","03/2018","351263"
"316070","SANTOS DUMONT","MG","04/2018","355079"
"316070","SANTOS DUMONT","MG","05/2018","354125"
"316070","SANTOS DUMONT","MG","06/2018","356987.00"
"316070","SANTOS DUMONT","MG","07/2018","361757"
"316070","SANTOS DUMONT","MG","08/2018","358895"
"316070","SANTOS DUMONT","MG","09/2018","361757"
"316070","SANTOS DUMONT","MG","10/2018","360803"
"316070","SANTOS DUMONT","MG","11/2018","367466.67"
"316070","SANTOS DUMONT","MG","12/2018","370343"
"316070","SANTOS DUMONT","MG","01/2019","395208"
"316070","SANTOS DUMONT","MG","02/2019","396206"
"316070","SANTOS DUMONT","MG","03/2019","397204"
"316070","SANTOS DUMONT","MG","04/2019","396206"
"316070","SANTOS DUMONT","MG","05/2019","394210"
"316070","SANTOS DUMONT","MG","06/2019","395208"
"316070","SANTOS DUMONT","MG","07/2019","388222"
"316070","SANTOS DUMONT","MG","08/2019","385228"
"316070","SANTOS DUMONT","MG","09/2019","382234"
"316070","SANTOS DUMONT","MG","10/2019","382234"
"316070","SANTOS DUMONT","MG","11/2019","387288.98"
"316070","SANTOS DUMONT","MG","01/2020","406249"
"316070","SANTOS DUMONT","MG","02/2020","409640"
"316070","SANTOS DUMONT","MG","03/2020","406505"
"316070","SANTOS DUMONT","MG","04/2020","406505"
"316070","SANTOS DUMONT","MG","05/2020","411730"
"316070","SANTOS DUMONT","MG","06/2020","410685.00"
"316070","SANTOS DUMONT","MG","07/2020","409640"
"316070","SANTOS DUMONT","MG","08/2020","411730"
"316070","SANTOS DUMONT","MG","09/2020","412775"
"316070","SANTOS DUMONT","MG","10/2020","411730"
"316070","SANTOS DUMONT","MG","11/2020","410743.6"
"316070","SANTOS DUMONT","MG","12/2020","407550"
"316070","SANTOS DUMONT","MG","01/2021","424600"
"316070","SANTOS DUMONT","MG","02/2021","423500"
"316070","SANTOS DUMONT","MG","03/2021","423500"
"316070","SANTOS DUMONT","MG","04/2021","418000"
"316070","SANTOS DUMONT","MG","05/2021","415800"
"316070","SANTOS DUMONT","MG","06/2021","413600"
"316070","SANTOS DUMONT","MG","07/2021","418000"
"316070","SANTOS DUMONT","MG","08/2021","414700"
"316070","SANTOS DUMONT","MG","09/2021","416900"
"316070","SANTOS DUMONT","MG","10/2021","412500"
"316070","SANTOS DUMONT","MG","11/2021","413650.82"
"316070","SANTOS DUMONT","MG","12/2021","419100"
"316070","SANTOS DUMONT","MG","12/2019","386226"
"316080","SÃO BENTO ABADE","MG","06/2020","34485.00"
"316080","SÃO BENTO ABADE","MG","05/2020","34485"
"316080","SÃO BENTO ABADE","MG","04/2020","35530"
"316080","SÃO BENTO ABADE","MG","03/2020","35530"
"316080","SÃO BENTO ABADE","MG","02/2020","36575"
"316080","SÃO BENTO ABADE","MG","01/2020","37404"
"316080","SÃO BENTO ABADE","MG","11/2019","36927.31"
"316080","SÃO BENTO ABADE","MG","10/2019","34930"
"316080","SÃO BENTO ABADE","MG","09/2019","34930"
"316080","SÃO BENTO ABADE","MG","08/2019","33932"
"316080","SÃO BENTO ABADE","MG","07/2019","34930"
"316080","SÃO BENTO ABADE","MG","06/2019","35928"
"316080","SÃO BENTO ABADE","MG","05/2019","37924"
"316080","SÃO BENTO ABADE","MG","04/2019","37924"
"316080","SÃO BENTO ABADE","MG","03/2019","36926"
"316080","SÃO BENTO ABADE","MG","02/2019","36926"
"316080","SÃO BENTO ABADE","MG","01/2019","36926"
"316080","SÃO BENTO ABADE","MG","12/2018","35298"
"316080","SÃO BENTO ABADE","MG","11/2018","34342.74"
"316080","SÃO BENTO ABADE","MG","10/2018","36252"
"316080","SÃO BENTO ABADE","MG","01/2018","39114"
"316080","SÃO BENTO ABADE","MG","09/2018","36252"
"316080","SÃO BENTO ABADE","MG","08/2018","36252"
"316080","SÃO BENTO ABADE","MG","07/2018","36252"
"316080","SÃO BENTO ABADE","MG","06/2018","36252.00"
"316080","SÃO BENTO ABADE","MG","05/2018","36252"
"316080","SÃO BENTO ABADE","MG","04/2018","37206"
"316080","SÃO BENTO ABADE","MG","03/2018","38160"
"316080","SÃO BENTO ABADE","MG","02/2018","40068"
"316080","SÃO BENTO ABADE","MG","10/2021","36300"
"316080","SÃO BENTO ABADE","MG","11/2021","36300.47"
"316080","SÃO BENTO ABADE","MG","12/2021","35200"
"316080","SÃO BENTO ABADE","MG","11/2020","33440.47"
"316080","SÃO BENTO ABADE","MG","12/2020","33440"
"316080","SÃO BENTO ABADE","MG","01/2021","35200"
"316080","SÃO BENTO ABADE","MG","09/2020","33440"
"316080","SÃO BENTO ABADE","MG","08/2020","34485"
"316080","SÃO BENTO ABADE","MG","02/2021","31900"
"316080","SÃO BENTO ABADE","MG","03/2021","31900"
"316080","SÃO BENTO ABADE","MG","12/2019","35928"
"316080","SÃO BENTO ABADE","MG","04/2021","30800"
"316080","SÃO BENTO ABADE","MG","05/2021","30800"
"316080","SÃO BENTO ABADE","MG","10/2020","33440"
"316080","SÃO BENTO ABADE","MG","06/2021","30800"
"316080","SÃO BENTO ABADE","MG","07/2021","30800"
"316080","SÃO BENTO ABADE","MG","08/2021","33000"
"316080","SÃO BENTO ABADE","MG","09/2021","34100"
"316080","SÃO BENTO ABADE","MG","07/2020","34485"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","07/2018","15264"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","01/2018","15264"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","02/2018","15264"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","03/2018","17172"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","04/2018","16218"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","05/2018","16218"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","06/2020","22990.00"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","06/2018","15264.00"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","08/2018","15264"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","09/2018","15264"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","10/2018","15264"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","11/2018","16217.83"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","12/2018","16218"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","01/2019","16966"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","02/2019","16966"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","03/2019","16966"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","04/2019","14970"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","05/2019","15968"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","06/2019","15968"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","07/2019","15968"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","08/2019","15968"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","09/2019","15968"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","10/2019","16966"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","11/2019","16966.85"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","01/2020","18702"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","02/2020","19855"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","03/2020","20900"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","04/2020","21945"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","05/2020","22990"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","12/2021","23100"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","11/2021","22002.14"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","10/2021","22000"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","09/2021","22000"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","08/2021","20900"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","07/2021","20900"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","06/2021","20900"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","05/2021","20900"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","04/2021","19800"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","03/2021","22000"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","02/2021","22000"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","01/2021","23100"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","12/2020","21945"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","11/2020","21947.58"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","10/2020","21945"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","09/2020","21945"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","08/2020","22990"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","12/2019","17964"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","07/2020","24035"
"316095","SÃO DOMINGOS DAS DORES","MG","04/2020","18810"
"316095","SÃO DOMINGOS DAS DORES","MG","02/2020","18810"
"316095","SÃO DOMINGOS DAS DORES","MG","01/2020","18702"
"316095","SÃO DOMINGOS DAS DORES","MG","11/2019","17967.31"
"316095","SÃO DOMINGOS DAS DORES","MG","10/2019","8982"
"316095","SÃO DOMINGOS DAS DORES","MG","09/2019","8982"
"316095","SÃO DOMINGOS DAS DORES","MG","08/2019","8982"
"316095","SÃO DOMINGOS DAS DORES","MG","07/2019","8982"
"316095","SÃO DOMINGOS DAS DORES","MG","06/2019","9980"
"316095","SÃO DOMINGOS DAS DORES","MG","05/2019","10978"
"316095","SÃO DOMINGOS DAS DORES","MG","04/2019","10978"
"316095","SÃO DOMINGOS DAS DORES","MG","03/2019","10978"
"316095","SÃO DOMINGOS DAS DORES","MG","02/2019","10978"
"316095","SÃO DOMINGOS DAS DORES","MG","01/2019","11976"
"316095","SÃO DOMINGOS DAS DORES","MG","12/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","11/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","10/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","09/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","08/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","07/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","06/2018","11448.00"
"316095","SÃO DOMINGOS DAS DORES","MG","05/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","04/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","03/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","02/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","01/2018","11448"
"316095","SÃO DOMINGOS DAS DORES","MG","11/2021","16501.41"
"316095","SÃO DOMINGOS DAS DORES","MG","12/2019","17964"
"316095","SÃO DOMINGOS DAS DORES","MG","12/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","10/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","09/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","08/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","07/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","06/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","05/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","04/2021","16500"
"316095","SÃO DOMINGOS DAS DORES","MG","03/2021","18700"
"316095","SÃO DOMINGOS DAS DORES","MG","02/2021","18700"
"316095","SÃO DOMINGOS DAS DORES","MG","01/2021","19800"
"316095","SÃO DOMINGOS DAS DORES","MG","12/2020","20900"
"316095","SÃO DOMINGOS DAS DORES","MG","11/2020","20903.26"
"316095","SÃO DOMINGOS DAS DORES","MG","10/2020","20900"
"316095","SÃO DOMINGOS DAS DORES","MG","09/2020","20900"
"316095","SÃO DOMINGOS DAS DORES","MG","08/2020","18810"
"316095","SÃO DOMINGOS DAS DORES","MG","07/2020","18810"
"316095","SÃO DOMINGOS DAS DORES","MG","06/2020","18810.00"
"316095","SÃO DOMINGOS DAS DORES","MG","05/2020","18810"
"316095","SÃO DOMINGOS DAS DORES","MG","03/2020","19855"
"316100","SÃO DOMINGOS DO PRATA","MG","06/2019","131736"
"316100","SÃO DOMINGOS DO PRATA","MG","07/2019","130738"
"316100","SÃO DOMINGOS DO PRATA","MG","08/2019","130738"
"316100","SÃO DOMINGOS DO PRATA","MG","09/2019","129740"
"316100","SÃO DOMINGOS DO PRATA","MG","10/2019","129740"
"316100","SÃO DOMINGOS DO PRATA","MG","11/2019","130755.14"
"316100","SÃO DOMINGOS DO PRATA","MG","01/2020","132992"
"316100","SÃO DOMINGOS DO PRATA","MG","02/2020","136895"
"316100","SÃO DOMINGOS DO PRATA","MG","03/2020","136895"
"316100","SÃO DOMINGOS DO PRATA","MG","04/2020","137940"
"316100","SÃO DOMINGOS DO PRATA","MG","05/2020","137940"
"316100","SÃO DOMINGOS DO PRATA","MG","06/2021","151800"
"316100","SÃO DOMINGOS DO PRATA","MG","09/2018","122112"
"316100","SÃO DOMINGOS DO PRATA","MG","07/2021","150700"
"316100","SÃO DOMINGOS DO PRATA","MG","08/2021","151800"
"316100","SÃO DOMINGOS DO PRATA","MG","09/2021","152900"
"316100","SÃO DOMINGOS DO PRATA","MG","10/2021","155100"
"316100","SÃO DOMINGOS DO PRATA","MG","11/2021","158411.89"
"316100","SÃO DOMINGOS DO PRATA","MG","12/2021","159500"
"316100","SÃO DOMINGOS DO PRATA","MG","08/2020","137940"
"316100","SÃO DOMINGOS DO PRATA","MG","09/2020","137940"
"316100","SÃO DOMINGOS DO PRATA","MG","10/2020","137940"
"316100","SÃO DOMINGOS DO PRATA","MG","11/2020","141091"
"316100","SÃO DOMINGOS DO PRATA","MG","12/2020","143165"
"316100","SÃO DOMINGOS DO PRATA","MG","01/2021","151800"
"316100","SÃO DOMINGOS DO PRATA","MG","02/2021","151800"
"316100","SÃO DOMINGOS DO PRATA","MG","03/2021","155100"
"316100","SÃO DOMINGOS DO PRATA","MG","04/2021","154000"
"316100","SÃO DOMINGOS DO PRATA","MG","05/2021","152900"
"316100","SÃO DOMINGOS DO PRATA","MG","10/2018","125928"
"316100","SÃO DOMINGOS DO PRATA","MG","11/2018","124967.9"
"316100","SÃO DOMINGOS DO PRATA","MG","01/2018","121158"
"316100","SÃO DOMINGOS DO PRATA","MG","02/2018","123066"
"316100","SÃO DOMINGOS DO PRATA","MG","03/2018","122112"
"316100","SÃO DOMINGOS DO PRATA","MG","12/2019","129740"
"316100","SÃO DOMINGOS DO PRATA","MG","04/2018","122112"
"316100","SÃO DOMINGOS DO PRATA","MG","06/2020","141075.00"
"316100","SÃO DOMINGOS DO PRATA","MG","05/2018","122112"
"316100","SÃO DOMINGOS DO PRATA","MG","06/2018","122112.00"
"316100","SÃO DOMINGOS DO PRATA","MG","07/2018","121158"
"316100","SÃO DOMINGOS DO PRATA","MG","08/2018","124020"
"316100","SÃO DOMINGOS DO PRATA","MG","07/2020","138985"
"316100","SÃO DOMINGOS DO PRATA","MG","12/2018","124974"
"316100","SÃO DOMINGOS DO PRATA","MG","01/2019","131736"
"316100","SÃO DOMINGOS DO PRATA","MG","02/2019","131736"
"316100","SÃO DOMINGOS DO PRATA","MG","03/2019","130738"
"316100","SÃO DOMINGOS DO PRATA","MG","04/2019","132734"
"316100","SÃO DOMINGOS DO PRATA","MG","05/2019","132734"
"316105","SÃO FÉLIX DE MINAS","MG","07/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","01/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","02/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","03/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","05/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","06/2018","10494.00"
"316105","SÃO FÉLIX DE MINAS","MG","07/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","08/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","09/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","10/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","11/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","12/2018","10494"
"316105","SÃO FÉLIX DE MINAS","MG","01/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","02/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","03/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","04/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","05/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","06/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","07/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","08/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","09/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","10/2019","12974"
"316105","SÃO FÉLIX DE MINAS","MG","11/2019","11980.63"
"316105","SÃO FÉLIX DE MINAS","MG","01/2020","13507"
"316105","SÃO FÉLIX DE MINAS","MG","02/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","03/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","04/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","05/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","06/2020","13585.00"
"316105","SÃO FÉLIX DE MINAS","MG","10/2020","14630"
"316105","SÃO FÉLIX DE MINAS","MG","11/2020","15677.39"
"316105","SÃO FÉLIX DE MINAS","MG","12/2020","14630"
"316105","SÃO FÉLIX DE MINAS","MG","01/2021","15400"
"316105","SÃO FÉLIX DE MINAS","MG","02/2021","16500"
"316105","SÃO FÉLIX DE MINAS","MG","09/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","03/2021","17600"
"316105","SÃO FÉLIX DE MINAS","MG","04/2021","18700"
"316105","SÃO FÉLIX DE MINAS","MG","05/2021","18700"
"316105","SÃO FÉLIX DE MINAS","MG","06/2021","17600"
"316105","SÃO FÉLIX DE MINAS","MG","07/2021","17600"
"316105","SÃO FÉLIX DE MINAS","MG","08/2021","18700"
"316105","SÃO FÉLIX DE MINAS","MG","09/2021","19800"
"316105","SÃO FÉLIX DE MINAS","MG","10/2021","19800"
"316105","SÃO FÉLIX DE MINAS","MG","11/2021","19802.39"
"316105","SÃO FÉLIX DE MINAS","MG","12/2021","19800"
"316105","SÃO FÉLIX DE MINAS","MG","08/2020","13585"
"316105","SÃO FÉLIX DE MINAS","MG","12/2019","11976"
"316105","SÃO FÉLIX DE MINAS","MG","04/2018","10494"
"316110","SÃO FRANCISCO","MG","07/2018","354220.2"
"316110","SÃO FRANCISCO","MG","07/2020","411730"
"316110","SÃO FRANCISCO","MG","06/2020","411730.00"
"316110","SÃO FRANCISCO","MG","05/2020","410685"
"316110","SÃO FRANCISCO","MG","04/2020","404415"
"316110","SÃO FRANCISCO","MG","03/2020","396055"
"316110","SÃO FRANCISCO","MG","02/2020","392920"
"316110","SÃO FRANCISCO","MG","01/2020","386508"
"316110","SÃO FRANCISCO","MG","11/2019","374347.49"
"316110","SÃO FRANCISCO","MG","10/2019","364270"
"316110","SÃO FRANCISCO","MG","09/2019","361276"
"316110","SÃO FRANCISCO","MG","08/2019","355288"
"316110","SÃO FRANCISCO","MG","07/2019","357284"
"316110","SÃO FRANCISCO","MG","06/2019","361276"
"316110","SÃO FRANCISCO","MG","05/2019","363272"
"316110","SÃO FRANCISCO","MG","04/2019","363272"
"316110","SÃO FRANCISCO","MG","03/2019","367264"
"316110","SÃO FRANCISCO","MG","02/2019","370258"
"316110","SÃO FRANCISCO","MG","01/2019","371256"
"316110","SÃO FRANCISCO","MG","12/2018","357082.2"
"316110","SÃO FRANCISCO","MG","11/2018","355167.34"
"316110","SÃO FRANCISCO","MG","10/2018","357082.2"
"316110","SÃO FRANCISCO","MG","09/2018","354220.2"
"316110","SÃO FRANCISCO","MG","08/2018","354220.2"
"316110","SÃO FRANCISCO","MG","06/2018","355174.20"
"316110","SÃO FRANCISCO","MG","05/2018","360898.2"
"316110","SÃO FRANCISCO","MG","04/2018","360898.2"
"316110","SÃO FRANCISCO","MG","03/2018","356128.2"
"316110","SÃO FRANCISCO","MG","02/2018","359944.2"
"316110","SÃO FRANCISCO","MG","01/2018","361852.2"
"316110","SÃO FRANCISCO","MG","12/2021","460900"
"316110","SÃO FRANCISCO","MG","11/2021","466480.77"
"316110","SÃO FRANCISCO","MG","10/2021","462000"
"316110","SÃO FRANCISCO","MG","09/2021","457600"
"316110","SÃO FRANCISCO","MG","08/2021","449900"
"316110","SÃO FRANCISCO","MG","07/2021","441100"
"316110","SÃO FRANCISCO","MG","06/2021","434500"
"316110","SÃO FRANCISCO","MG","05/2021","435600"
"316110","SÃO FRANCISCO","MG","04/2021","436700"
"316110","SÃO FRANCISCO","MG","03/2021","436700"
"316110","SÃO FRANCISCO","MG","02/2021","436700"
"316110","SÃO FRANCISCO","MG","01/2021","434500"
"316110","SÃO FRANCISCO","MG","08/2020","408595"
"316110","SÃO FRANCISCO","MG","12/2020","413820"
"316110","SÃO FRANCISCO","MG","11/2020","412867.86"
"316110","SÃO FRANCISCO","MG","10/2020","412775"
"316110","SÃO FRANCISCO","MG","09/2020","408595"
"316110","SÃO FRANCISCO","MG","12/2019","376246"
"316120","SÃO FRANCISCO DE PAULA","MG","07/2020","24035"
"316120","SÃO FRANCISCO DE PAULA","MG","06/2020","24035.00"
"316120","SÃO FRANCISCO DE PAULA","MG","05/2020","24035"
"316120","SÃO FRANCISCO DE PAULA","MG","04/2020","24035"
"316120","SÃO FRANCISCO DE PAULA","MG","03/2020","24035"
"316120","SÃO FRANCISCO DE PAULA","MG","02/2020","21945"
"316120","SÃO FRANCISCO DE PAULA","MG","01/2020","21819"
"316120","SÃO FRANCISCO DE PAULA","MG","11/2019","20959.63"
"316120","SÃO FRANCISCO DE PAULA","MG","10/2019","19960"
"316120","SÃO FRANCISCO DE PAULA","MG","09/2019","20958"
"316120","SÃO FRANCISCO DE PAULA","MG","08/2019","19960"
"316120","SÃO FRANCISCO DE PAULA","MG","07/2019","18962"
"316120","SÃO FRANCISCO DE PAULA","MG","06/2019","18962"
"316120","SÃO FRANCISCO DE PAULA","MG","05/2019","18962"
"316120","SÃO FRANCISCO DE PAULA","MG","04/2019","18962"
"316120","SÃO FRANCISCO DE PAULA","MG","03/2019","19960"
"316120","SÃO FRANCISCO DE PAULA","MG","01/2019","19960"
"316120","SÃO FRANCISCO DE PAULA","MG","12/2018","19747.8"
"316120","SÃO FRANCISCO DE PAULA","MG","11/2018","19747.1"
"316120","SÃO FRANCISCO DE PAULA","MG","10/2018","19747.8"
"316120","SÃO FRANCISCO DE PAULA","MG","09/2018","18793.8"
"316120","SÃO FRANCISCO DE PAULA","MG","08/2018","18793.8"
"316120","SÃO FRANCISCO DE PAULA","MG","07/2018","18793.8"
"316120","SÃO FRANCISCO DE PAULA","MG","06/2018","18793.80"
"316120","SÃO FRANCISCO DE PAULA","MG","12/2019","20958"
"316120","SÃO FRANCISCO DE PAULA","MG","05/2018","18793.8"
