"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Brasil","Valores Repassados do Auxílio Brasil + Benefício Extraordinário","Benefício Médio do Auxílio Brasil + Benefício Extraordinário"
"311880","CORAÇÃO DE JESUS","MG","06/2022","4428","1805995","407.95"
"311880","CORAÇÃO DE JESUS","MG","07/2022","4414","1796060.00","408.01"
"311880","CORAÇÃO DE JESUS","MG","08/2022","4472","2708991","607.40"
"311880","CORAÇÃO DE JESUS","MG","09/2022","4458","2704300.00","607.03"
"311890","CORDISBURGO","MG","11/2021","801","178258.00","222.54"
"311890","CORDISBURGO","MG","12/2021","804","326652.00","406.28"
"311890","CORDISBURGO","MG","01/2022","1037","420462","405.46"
"311890","CORDISBURGO","MG","02/2022","1071","436593.00","407.65"
"311890","CORDISBURGO","MG","03/2022","1090","444367","407.68"
"311890","CORDISBURGO","MG","04/2022","1092","445213.00","407.70"
"311890","CORDISBURGO","MG","05/2022","1083","441633","408.16"
"311890","CORDISBURGO","MG","06/2022","1077","438987","407.98"
"311890","CORDISBURGO","MG","07/2022","1072","434872.00","406.80"
"311890","CORDISBURGO","MG","08/2022","1241","750634","606.33"
"311890","CORDISBURGO","MG","09/2022","1305","790334.00","606.08"
"311900","CORDISLÂNDIA","MG","11/2021","314","77338.00","246.30"
"311900","CORDISLÂNDIA","MG","12/2021","309","125909.00","407.47"
"311900","CORDISLÂNDIA","MG","01/2022","386","156662","405.86"
"311900","CORDISLÂNDIA","MG","02/2022","399","161941.00","407.91"
"311900","CORDISLÂNDIA","MG","03/2022","393","159949","406.99"
"311900","CORDISLÂNDIA","MG","04/2022","389","158223.00","406.74"
"311900","CORDISLÂNDIA","MG","05/2022","379","154285","407.08"
"311900","CORDISLÂNDIA","MG","06/2022","364","148318","407.47"
"311900","CORDISLÂNDIA","MG","07/2022","360","146506.00","408.09"
"311900","CORDISLÂNDIA","MG","08/2022","384","232758","607.72"
"311900","CORDISLÂNDIA","MG","09/2022","389","236693.00","608.47"
"311910","CORINTO","MG","11/2021","1875","359699.00","191.84"
"311910","CORINTO","MG","12/2021","1863","751047.00","403.14"
"311910","CORINTO","MG","01/2022","2160","870380","402.95"
"311910","CORINTO","MG","02/2022","2189","883783.00","404.11"
"311910","CORINTO","MG","03/2022","2207","894162","405.15"
"311910","CORINTO","MG","04/2022","2250","912223.00","405.43"
"311910","CORINTO","MG","05/2022","2233","905299","405.42"
"311910","CORINTO","MG","06/2022","2263","916319","404.91"
"311910","CORINTO","MG","07/2022","2261","911065.00","404.92"
"311910","CORINTO","MG","08/2022","2376","1429395","604.65"
"311910","CORINTO","MG","09/2022","2433","1468987.00","604.52"
"311920","COROACI","MG","11/2021","1091","237962.00","218.11"
"311920","COROACI","MG","12/2021","1093","443411.00","405.68"
"311920","COROACI","MG","01/2022","1246","504966","405.27"
"311920","COROACI","MG","02/2022","1257","511728.00","407.10"
"311920","COROACI","MG","03/2022","1261","513290","407.05"
"311920","COROACI","MG","04/2022","1281","521068.00","406.77"
"311920","COROACI","MG","05/2022","1306","531019","406.60"
"311920","COROACI","MG","06/2022","1325","538095","406.11"
"311920","COROACI","MG","07/2022","1320","535040.00","405.64"
"311920","COROACI","MG","08/2022","1392","841868","605.23"
"311920","COROACI","MG","09/2022","1468","887462.00","604.54"
"311930","COROMANDEL","MG","11/2021","1266","218631.00","172.69"
"311930","COROMANDEL","MG","12/2021","1269","508864.00","401.00"
"311930","COROMANDEL","MG","01/2022","1862","746104","400.70"
"311930","COROMANDEL","MG","02/2022","1989","796173.00","401.09"
"311930","COROMANDEL","MG","03/2022","2033","815666","401.21"
"311930","COROMANDEL","MG","04/2022","2036","816837.00","401.20"
"311930","COROMANDEL","MG","05/2022","2014","807966","401.37"
"311930","COROMANDEL","MG","06/2022","2006","804074","401.23"
"311930","COROMANDEL","MG","07/2022","2000","799389.00","401.30"
"311930","COROMANDEL","MG","08/2022","2474","1482798","601.30"
"311930","COROMANDEL","MG","09/2022","2652","1594217.00","601.36"
"311940","CORONEL FABRICIANO","MG","11/2021","6020","1262385.00","209.70"
"311940","CORONEL FABRICIANO","MG","12/2021","5986","2425213.00","405.15"
"311940","CORONEL FABRICIANO","MG","01/2022","6945","2810695","404.71"
"311940","CORONEL FABRICIANO","MG","02/2022","7160","2910377.00","406.48"
"311940","CORONEL FABRICIANO","MG","03/2022","6768","2753848","406.89"
"311940","CORONEL FABRICIANO","MG","04/2022","6846","2784254.00","406.70"
"311940","CORONEL FABRICIANO","MG","05/2022","6797","2764804","406.77"
"311940","CORONEL FABRICIANO","MG","06/2022","6849","2788810","407.18"
"311940","CORONEL FABRICIANO","MG","07/2022","6827","2759283.00","405.90"
"311940","CORONEL FABRICIANO","MG","08/2022","6957","4195003","605.51"
"311940","CORONEL FABRICIANO","MG","09/2022","6884","4167198.00","605.43"
"311950","CORONEL MURTA","MG","11/2021","1098","266353.00","242.58"
"311950","CORONEL MURTA","MG","12/2021","1103","451397.00","409.24"
"311950","CORONEL MURTA","MG","01/2022","1321","539397","408.32"
"311950","CORONEL MURTA","MG","02/2022","1339","548088.00","411.48"
"311950","CORONEL MURTA","MG","03/2022","1335","548272","410.69"
"311950","CORONEL MURTA","MG","04/2022","1345","552544.00","410.81"
"311950","CORONEL MURTA","MG","05/2022","1327","541495","409.60"
"311950","CORONEL MURTA","MG","06/2022","1326","543101","409.58"
"311950","CORONEL MURTA","MG","07/2022","1308","532469.00","408.96"
"311950","CORONEL MURTA","MG","08/2022","1321","800208","608.52"
"311950","CORONEL MURTA","MG","09/2022","1326","806255.00","608.04"
"311960","CORONEL PACHECO","MG","11/2021","186","41051.00","220.70"
"311960","CORONEL PACHECO","MG","12/2021","171","70130.00","410.12"
"311960","CORONEL PACHECO","MG","01/2022","229","93161","406.82"
"311960","CORONEL PACHECO","MG","02/2022","242","99045.00","409.28"
"311960","CORONEL PACHECO","MG","03/2022","245","100472","410.09"
"311960","CORONEL PACHECO","MG","04/2022","241","98871.00","410.25"
"311960","CORONEL PACHECO","MG","05/2022","235","95994","408.49"
"311960","CORONEL PACHECO","MG","06/2022","232","94815","408.69"
"311960","CORONEL PACHECO","MG","07/2022","232","94350.00","408.44"
"311960","CORONEL PACHECO","MG","08/2022","246","148885","607.69"
"311960","CORONEL PACHECO","MG","09/2022","248","150696.00","607.65"
"311970","CORONEL XAVIER CHAVES","MG","11/2021","131","26667.00","203.56"
"311970","CORONEL XAVIER CHAVES","MG","12/2021","151","60853.00","403.00"
"311970","CORONEL XAVIER CHAVES","MG","01/2022","159","64185","403.68"
"311970","CORONEL XAVIER CHAVES","MG","02/2022","160","64840.00","405.25"
"311970","CORONEL XAVIER CHAVES","MG","03/2022","160","64840","405.25"
"311970","CORONEL XAVIER CHAVES","MG","04/2022","161","65218.00","405.08"
"311970","CORONEL XAVIER CHAVES","MG","05/2022","158","63891","404.37"
"311970","CORONEL XAVIER CHAVES","MG","06/2022","159","64290","404.34"
"311970","CORONEL XAVIER CHAVES","MG","07/2022","158","63890.00","404.37"
"311970","CORONEL XAVIER CHAVES","MG","08/2022","158","95490","604.37"
"311970","CORONEL XAVIER CHAVES","MG","09/2022","165","99839.00","605.08"
"311980","CÓRREGO DANTA","MG","11/2021","86","19569.00","227.55"
"311980","CÓRREGO DANTA","MG","12/2021","109","44222.00","405.71"
"311980","CÓRREGO DANTA","MG","01/2022","117","47624","407.04"
"311980","CÓRREGO DANTA","MG","02/2022","118","48369.00","409.91"
"311980","CÓRREGO DANTA","MG","03/2022","117","47996","410.22"
"311980","CÓRREGO DANTA","MG","04/2022","123","50415.00","409.88"
"311980","CÓRREGO DANTA","MG","05/2022","128","52929","413.51"
"311980","CÓRREGO DANTA","MG","06/2022","129","53054","411.27"
"311980","CÓRREGO DANTA","MG","07/2022","130","53021.00","407.85"
"311980","CÓRREGO DANTA","MG","08/2022","133","80948","608.63"
"311980","CÓRREGO DANTA","MG","09/2022","132","80324.00","608.52"
"311990","CÓRREGO DO BOM JESUS","MG","11/2021","169","34023.00","201.32"
"311990","CÓRREGO DO BOM JESUS","MG","12/2021","169","68213.00","403.63"
"311990","CÓRREGO DO BOM JESUS","MG","01/2022","191","77014","403.21"
"311990","CÓRREGO DO BOM JESUS","MG","02/2022","191","77317.00","404.80"
"311990","CÓRREGO DO BOM JESUS","MG","03/2022","188","76117","404.88"
"311990","CÓRREGO DO BOM JESUS","MG","04/2022","192","77739.00","404.89"
"311990","CÓRREGO DO BOM JESUS","MG","05/2022","187","75717","404.90"
"311990","CÓRREGO DO BOM JESUS","MG","06/2022","188","75942","403.95"
"311990","CÓRREGO DO BOM JESUS","MG","07/2022","192","77542.00","403.86"
"311990","CÓRREGO DO BOM JESUS","MG","08/2022","191","115320","603.77"
"311990","CÓRREGO DO BOM JESUS","MG","09/2022","193","116547.00","603.87"
"311995","CÓRREGO FUNDO","MG","11/2021","82","14355.00","175.06"
"311995","CÓRREGO FUNDO","MG","12/2021","98","39301.00","401.03"
"311995","CÓRREGO FUNDO","MG","01/2022","101","40400","400.00"
"311995","CÓRREGO FUNDO","MG","02/2022","108","43412.00","401.96"
"311995","CÓRREGO FUNDO","MG","03/2022","103","41741","405.25"
"311995","CÓRREGO FUNDO","MG","04/2022","105","42435.00","404.14"
"311995","CÓRREGO FUNDO","MG","05/2022","111","45051","405.86"
"311995","CÓRREGO FUNDO","MG","06/2022","113","45842","405.68"
"311995","CÓRREGO FUNDO","MG","07/2022","113","45442.00","405.73"
"311995","CÓRREGO FUNDO","MG","08/2022","111","66577","605.25"
"311995","CÓRREGO FUNDO","MG","09/2022","121","72862.00","602.17"
"312000","CÓRREGO NOVO","MG","11/2021","378","88079.00","233.01"
"312000","CÓRREGO NOVO","MG","12/2021","378","153090.00","405.00"
"312000","CÓRREGO NOVO","MG","01/2022","478","193004","403.77"
"312000","CÓRREGO NOVO","MG","02/2022","494","200516.00","405.90"
"312000","CÓRREGO NOVO","MG","03/2022","480","194892","406.03"
"312000","CÓRREGO NOVO","MG","04/2022","481","195475.00","406.39"
"312000","CÓRREGO NOVO","MG","05/2022","500","202915","405.83"
"312000","CÓRREGO NOVO","MG","06/2022","506","205659","406.44"
"312000","CÓRREGO NOVO","MG","07/2022","505","204381.00","405.52"
"312000","CÓRREGO NOVO","MG","08/2022","518","312906","605.23"
"312000","CÓRREGO NOVO","MG","09/2022","528","319217.00","604.58"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","11/2021","488","133792.00","274.16"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","12/2021","496","207142.00","417.63"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","01/2022","611","253151","414.32"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","02/2022","641","267888.00","418.58"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","03/2022","639","267191","418.79"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","04/2022","631","263925.00","418.93"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","05/2022","654","272897","417.91"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","06/2022","648","270365","417.87"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","07/2022","645","267869.00","417.24"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","08/2022","691","423507","615.56"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","09/2022","709","435740.00","614.58"
"312015","CRISÓLITA","MG","11/2021","930","250963.00","269.85"
"312015","CRISÓLITA","MG","12/2021","933","389409.00","417.37"
"312015","CRISÓLITA","MG","01/2022","1086","451154","415.43"
"312015","CRISÓLITA","MG","02/2022","1095","456672.00","420.12"
"312015","CRISÓLITA","MG","03/2022","1082","454188","419.77"
"312015","CRISÓLITA","MG","04/2022","1065","447069.00","419.78"
"312015","CRISÓLITA","MG","05/2022","1073","449849","419.24"
"312015","CRISÓLITA","MG","06/2022","1081","451886","418.03"
"312015","CRISÓLITA","MG","07/2022","1074","447944.00","417.47"
"312015","CRISÓLITA","MG","08/2022","1064","656797","617.87"
"312015","CRISÓLITA","MG","09/2022","1050","648298.00","617.43"
"312020","CRISTAIS","MG","11/2021","565","111731.00","197.75"
"312020","CRISTAIS","MG","12/2021","560","225408.00","402.51"
"312020","CRISTAIS","MG","01/2022","630","253408","402.23"
"312020","CRISTAIS","MG","02/2022","657","245962.00","403.22"
"312020","CRISTAIS","MG","03/2022","633","255395","403.47"
"312020","CRISTAIS","MG","04/2022","651","262614.00","403.40"
"312020","CRISTAIS","MG","05/2022","645","254428","403.21"
"312020","CRISTAIS","MG","06/2022","658","259753","404.60"
"312020","CRISTAIS","MG","07/2022","659","253694.00","403.97"
"312020","CRISTAIS","MG","08/2022","664","383477","603.90"
"312020","CRISTAIS","MG","09/2022","673","398080.00","604.07"
"312030","CRISTÁLIA","MG","11/2021","1435","385663.00","268.75"
"312030","CRISTÁLIA","MG","12/2021","1446","604375.00","417.96"
"312030","CRISTÁLIA","MG","01/2022","1711","709749","414.82"
"312030","CRISTÁLIA","MG","02/2022","1747","731665.00","418.81"
"312030","CRISTÁLIA","MG","03/2022","1672","700672","419.06"
"312030","CRISTÁLIA","MG","04/2022","1652","691169.00","418.38"
"312030","CRISTÁLIA","MG","05/2022","1657","691415","417.27"
"312030","CRISTÁLIA","MG","06/2022","1660","695290","418.85"
"312030","CRISTÁLIA","MG","07/2022","1689","699058.00","414.38"
"312030","CRISTÁLIA","MG","08/2022","1884","1153253","612.78"
"312030","CRISTÁLIA","MG","09/2022","1905","1166107.00","612.13"
"312040","CRISTIANO OTONI","MG","11/2021","298","67144.00","225.32"
"312040","CRISTIANO OTONI","MG","12/2021","300","122902.00","409.67"
"312040","CRISTIANO OTONI","MG","01/2022","345","141006","408.71"
"312040","CRISTIANO OTONI","MG","02/2022","353","145008.00","410.79"
"312040","CRISTIANO OTONI","MG","03/2022","349","143568","411.37"
"312040","CRISTIANO OTONI","MG","04/2022","352","144833.00","411.46"
"312040","CRISTIANO OTONI","MG","05/2022","347","143083","412.34"
"312040","CRISTIANO OTONI","MG","06/2022","343","141426","412.32"
"312040","CRISTIANO OTONI","MG","07/2022","344","140276.00","411.37"
"312040","CRISTIANO OTONI","MG","08/2022","355","214771","610.14"
"312040","CRISTIANO OTONI","MG","09/2022","357","217268.00","608.59"
"312050","CRISTINA","MG","11/2021","498","105674.00","212.20"
"312050","CRISTINA","MG","12/2021","495","201500.00","407.07"
"312050","CRISTINA","MG","01/2022","579","235054","405.97"
"312050","CRISTINA","MG","02/2022","597","243766.00","408.32"
"312050","CRISTINA","MG","03/2022","594","242727","408.63"
"312050","CRISTINA","MG","04/2022","599","245517.00","409.88"
"312050","CRISTINA","MG","05/2022","599","244420","408.05"
"312050","CRISTINA","MG","06/2022","596","242870","407.50"
"312050","CRISTINA","MG","07/2022","603","245667.00","407.41"
"312050","CRISTINA","MG","08/2022","608","369344","607.47"
"312050","CRISTINA","MG","09/2022","619","375545.00","606.70"
"312060","CRUCILÂNDIA","MG","11/2021","326","56634.00","173.72"
"312060","CRUCILÂNDIA","MG","12/2021","321","128653.00","400.79"
"312060","CRUCILÂNDIA","MG","01/2022","400","160253","400.63"
"312060","CRUCILÂNDIA","MG","02/2022","408","163686.00","401.19"
"312060","CRUCILÂNDIA","MG","03/2022","414","166492","402.15"
"312060","CRUCILÂNDIA","MG","04/2022","423","170070.00","402.06"
"312060","CRUCILÂNDIA","MG","05/2022","415","166765","401.84"
"312060","CRUCILÂNDIA","MG","06/2022","417","167482","401.64"
"312060","CRUCILÂNDIA","MG","07/2022","411","164682.00","401.66"
"312060","CRUCILÂNDIA","MG","08/2022","405","243082","601.69"
"312060","CRUCILÂNDIA","MG","09/2022","414","249082.00","601.65"
"312070","CRUZEIRO DA FORTALEZA","MG","11/2021","275","78029.00","283.74"
"312070","CRUZEIRO DA FORTALEZA","MG","12/2021","278","114713.00","412.64"
"312070","CRUZEIRO DA FORTALEZA","MG","01/2022","420","172284","410.20"
"312070","CRUZEIRO DA FORTALEZA","MG","02/2022","426","176088.00","414.32"
"312070","CRUZEIRO DA FORTALEZA","MG","03/2022","409","169521","414.48"
"312070","CRUZEIRO DA FORTALEZA","MG","04/2022","407","168622.00","414.30"
"312070","CRUZEIRO DA FORTALEZA","MG","05/2022","402","166669","414.60"
"312070","CRUZEIRO DA FORTALEZA","MG","06/2022","398","165065","414.74"
"312070","CRUZEIRO DA FORTALEZA","MG","07/2022","398","165246.00","415.19"
"312070","CRUZEIRO DA FORTALEZA","MG","08/2022","465","285869","614.77"
"312070","CRUZEIRO DA FORTALEZA","MG","09/2022","462","283775.00","614.23"
"312080","CRUZÍLIA","MG","11/2021","1189","262488.00","220.76"
"312080","CRUZÍLIA","MG","12/2021","1189","482864.00","406.11"
"312080","CRUZÍLIA","MG","01/2022","1508","610942","405.13"
"312080","CRUZÍLIA","MG","02/2022","1558","634293.00","407.12"
"312080","CRUZÍLIA","MG","03/2022","1558","634894","407.51"
"312080","CRUZÍLIA","MG","04/2022","1552","632364.00","407.45"
"312080","CRUZÍLIA","MG","05/2022","1543","628291","407.19"
"312080","CRUZÍLIA","MG","06/2022","1536","624375","406.49"
"312080","CRUZÍLIA","MG","07/2022","1526","618244.00","406.74"
"312080","CRUZÍLIA","MG","08/2022","1691","1020855","605.85"
"312080","CRUZÍLIA","MG","09/2022","1705","1032732.00","605.71"
"312083","CUPARAQUE","MG","11/2021","435","107325.00","246.72"
"312083","CUPARAQUE","MG","12/2021","440","180609.00","410.48"
"312083","CUPARAQUE","MG","01/2022","590","240756","408.06"
"312083","CUPARAQUE","MG","02/2022","597","245519.00","411.25"
"312083","CUPARAQUE","MG","03/2022","600","246853","411.42"
"312083","CUPARAQUE","MG","04/2022","615","252920.00","411.25"
"312083","CUPARAQUE","MG","05/2022","650","266666","410.26"
"312083","CUPARAQUE","MG","06/2022","665","272536","409.83"
"312083","CUPARAQUE","MG","07/2022","660","269767.00","409.36"
"312083","CUPARAQUE","MG","08/2022","705","428472","608.63"
"312083","CUPARAQUE","MG","09/2022","767","466175.00","607.79"
"312087","CURRAL DE DENTRO","MG","11/2021","1403","402050.00","286.56"
"312087","CURRAL DE DENTRO","MG","12/2021","1410","588321.00","417.25"
"312087","CURRAL DE DENTRO","MG","01/2022","1719","711847","414.11"
"312087","CURRAL DE DENTRO","MG","02/2022","1755","731215.00","418.79"
"312087","CURRAL DE DENTRO","MG","03/2022","1758","735156","418.18"
"312087","CURRAL DE DENTRO","MG","04/2022","1742","727827.00","417.81"
"312087","CURRAL DE DENTRO","MG","05/2022","1735","722415","417.10"
"312087","CURRAL DE DENTRO","MG","06/2022","1746","727078","417.14"
"312087","CURRAL DE DENTRO","MG","07/2022","1747","720256.00","414.89"
"312087","CURRAL DE DENTRO","MG","08/2022","1890","1152291","613.25"
"312087","CURRAL DE DENTRO","MG","09/2022","1909","1169642.00","612.70"
"312090","CURVELO","MG","11/2021","4885","1051566.00","215.26"
"312090","CURVELO","MG","12/2021","4873","1976138.00","405.53"
"312090","CURVELO","MG","01/2022","5853","2370594","405.02"
"312090","CURVELO","MG","02/2022","6090","2474829.00","406.98"
"312090","CURVELO","MG","03/2022","5924","2413176","407.42"
"312090","CURVELO","MG","04/2022","6040","2459999.00","407.35"
"312090","CURVELO","MG","05/2022","6155","2501475","406.94"
"312090","CURVELO","MG","06/2022","6254","2542224","406.89"
"312090","CURVELO","MG","07/2022","6249","2531389.00","406.65"
"312090","CURVELO","MG","08/2022","6574","3970243","606.24"
"312090","CURVELO","MG","09/2022","6789","4110972.00","605.89"
"312100","DATAS","MG","11/2021","630","162487.00","257.92"
"312100","DATAS","MG","12/2021","628","261115.00","415.79"
"312100","DATAS","MG","01/2022","870","359016","412.66"
"312100","DATAS","MG","02/2022","909","377126.00","415.79"
"312100","DATAS","MG","03/2022","910","377136","415.35"
"312100","DATAS","MG","04/2022","904","374922.00","415.66"
"312100","DATAS","MG","05/2022","899","372243","414.52"
"312100","DATAS","MG","06/2022","896","372219","415.89"
"312100","DATAS","MG","07/2022","896","369252.00","413.50"
"312100","DATAS","MG","08/2022","974","594495","612.25"
"312100","DATAS","MG","09/2022","998","610810.00","612.03"
"312110","DELFIM MOREIRA","MG","11/2021","491","103473.00","210.74"
"312110","DELFIM MOREIRA","MG","12/2021","483","196746.00","407.34"
"312110","DELFIM MOREIRA","MG","01/2022","530","216081","407.70"
"312110","DELFIM MOREIRA","MG","02/2022","541","222003.00","410.36"
"312110","DELFIM MOREIRA","MG","03/2022","528","216719","410.45"
"312110","DELFIM MOREIRA","MG","04/2022","536","219898.00","410.26"
"312110","DELFIM MOREIRA","MG","05/2022","540","221355","409.92"
"312110","DELFIM MOREIRA","MG","06/2022","539","220911","409.85"
"312110","DELFIM MOREIRA","MG","07/2022","550","224749.00","409.38"
"312110","DELFIM MOREIRA","MG","08/2022","555","337357","608.95"
"312110","DELFIM MOREIRA","MG","09/2022","556","338088.00","608.07"
"312120","DELFINÓPOLIS","MG","11/2021","271","52556.00","193.93"
"312120","DELFINÓPOLIS","MG","12/2021","271","109389.00","403.65"
"312120","DELFINÓPOLIS","MG","01/2022","383","154230","402.69"
"312120","DELFINÓPOLIS","MG","02/2022","401","160939.00","403.36"
"312120","DELFINÓPOLIS","MG","03/2022","387","156341","403.98"
"312120","DELFINÓPOLIS","MG","04/2022","386","155992.00","404.12"
"312120","DELFINÓPOLIS","MG","05/2022","381","153442","404.86"
"312120","DELFINÓPOLIS","MG","06/2022","380","153420","404.80"
"312120","DELFINÓPOLIS","MG","07/2022","381","153377.00","404.69"
"312120","DELFINÓPOLIS","MG","08/2022","428","257926","605.46"
"312120","DELFINÓPOLIS","MG","09/2022","454","274455.00","604.53"
"312125","DELTA","MG","11/2021","841","225827.00","268.52"
"312125","DELTA","MG","12/2021","838","347834.00","415.08"
"312125","DELTA","MG","01/2022","1203","494868","411.36"
"312125","DELTA","MG","02/2022","1242","513191.00","414.87"
"312125","DELTA","MG","03/2022","1180","490039","415.29"
"312125","DELTA","MG","04/2022","1171","486247.00","415.24"
"312125","DELTA","MG","05/2022","1159","478781","414.53"
"312125","DELTA","MG","06/2022","1152","475330","414.05"
"312125","DELTA","MG","07/2022","1145","471379.00","413.85"
"312125","DELTA","MG","08/2022","1430","870193","611.09"
"312125","DELTA","MG","09/2022","1474","899389.00","610.58"
"312130","DESCOBERTO","MG","11/2021","373","78472.00","210.38"
"312130","DESCOBERTO","MG","12/2021","372","150389.00","404.27"
"312130","DESCOBERTO","MG","01/2022","451","182088","403.74"
"312130","DESCOBERTO","MG","02/2022","471","191005.00","405.53"
"312130","DESCOBERTO","MG","03/2022","471","191168","405.88"
"312130","DESCOBERTO","MG","04/2022","481","195143.00","405.70"
"312130","DESCOBERTO","MG","05/2022","496","201558","406.37"
"312130","DESCOBERTO","MG","06/2022","508","206424","406.35"
"312130","DESCOBERTO","MG","07/2022","508","205304.00","405.74"
"312130","DESCOBERTO","MG","08/2022","547","330318","606.09"
"312130","DESCOBERTO","MG","09/2022","588","356085.00","605.59"
"312140","DESTERRO DE ENTRE RIOS","MG","11/2021","336","57467.00","171.03"
"312140","DESTERRO DE ENTRE RIOS","MG","12/2021","366","146863.00","401.27"
"312140","DESTERRO DE ENTRE RIOS","MG","01/2022","374","150062","401.24"
"312140","DESTERRO DE ENTRE RIOS","MG","02/2022","389","156419.00","402.11"
"312140","DESTERRO DE ENTRE RIOS","MG","03/2022","380","152996","402.62"
"312140","DESTERRO DE ENTRE RIOS","MG","04/2022","381","153396.00","402.61"
"312140","DESTERRO DE ENTRE RIOS","MG","05/2022","381","153319","402.41"
"312140","DESTERRO DE ENTRE RIOS","MG","06/2022","387","155642","402.18"
"312140","DESTERRO DE ENTRE RIOS","MG","07/2022","389","156463.00","402.22"
"312140","DESTERRO DE ENTRE RIOS","MG","08/2022","394","237297","602.28"
"312140","DESTERRO DE ENTRE RIOS","MG","09/2022","413","248809.00","602.44"
"312150","DESTERRO DO MELO","MG","11/2021","293","53434.00","182.37"
"312150","DESTERRO DO MELO","MG","12/2021","290","116436.00","401.50"
"312150","DESTERRO DO MELO","MG","01/2022","315","126436","401.38"
"312150","DESTERRO DO MELO","MG","02/2022","316","126999.00","401.90"
"312150","DESTERRO DO MELO","MG","03/2022","315","126599","401.90"
"312150","DESTERRO DO MELO","MG","04/2022","320","128697.00","402.18"
"312150","DESTERRO DO MELO","MG","05/2022","318","128207","403.17"
"312150","DESTERRO DO MELO","MG","06/2022","321","129229","402.58"
"312150","DESTERRO DO MELO","MG","07/2022","318","127599.00","402.52"
"312150","DESTERRO DO MELO","MG","08/2022","329","197492","602.11"
"312150","DESTERRO DO MELO","MG","09/2022","361","217312.00","601.97"
"312160","DIAMANTINA","MG","11/2021","3636","789620.00","217.17"
"312160","DIAMANTINA","MG","12/2021","3650","1484379.00","406.68"
"312160","DIAMANTINA","MG","01/2022","4504","1826520","405.53"
"312160","DIAMANTINA","MG","02/2022","4652","1894890.00","407.33"
"312160","DIAMANTINA","MG","03/2022","4516","1841684","407.81"
"312160","DIAMANTINA","MG","04/2022","4489","1831342.00","407.96"
"312160","DIAMANTINA","MG","05/2022","4635","1888837","407.52"
"312160","DIAMANTINA","MG","06/2022","4747","1933069","407.22"
"312160","DIAMANTINA","MG","07/2022","4750","1926935.00","407.13"
"312160","DIAMANTINA","MG","08/2022","5009","3028524","606.55"
"312160","DIAMANTINA","MG","09/2022","5159","3126671.00","606.18"
"312170","DIOGO DE VASCONCELOS","MG","11/2021","482","99370.00","206.16"
"312170","DIOGO DE VASCONCELOS","MG","12/2021","478","194037.00","405.94"
"312170","DIOGO DE VASCONCELOS","MG","01/2022","539","218438","405.27"
"312170","DIOGO DE VASCONCELOS","MG","02/2022","542","220819.00","407.42"
"312170","DIOGO DE VASCONCELOS","MG","03/2022","536","218589","407.82"
"312170","DIOGO DE VASCONCELOS","MG","04/2022","543","221168.00","407.31"
"312170","DIOGO DE VASCONCELOS","MG","05/2022","548","222800","406.57"
"312170","DIOGO DE VASCONCELOS","MG","06/2022","545","221302","406.06"
"312170","DIOGO DE VASCONCELOS","MG","07/2022","544","220395.00","406.63"
"312170","DIOGO DE VASCONCELOS","MG","08/2022","555","335602","606.88"
"312170","DIOGO DE VASCONCELOS","MG","09/2022","550","333708.00","606.74"
"312180","DIONÍSIO","MG","11/2021","654","137345.00","210.01"
"312180","DIONÍSIO","MG","12/2021","650","264257.00","406.55"
"312180","DIONÍSIO","MG","01/2022","749","303701","405.48"
"312180","DIONÍSIO","MG","02/2022","770","313691.00","407.39"
"312180","DIONÍSIO","MG","03/2022","741","302058","407.64"
"312180","DIONÍSIO","MG","04/2022","755","307731.00","407.59"
"312180","DIONÍSIO","MG","05/2022","768","312385","406.75"
"312180","DIONÍSIO","MG","06/2022","778","316334","406.60"
"312180","DIONÍSIO","MG","07/2022","778","315845.00","406.49"
"312180","DIONÍSIO","MG","08/2022","797","482677","606.38"
"312180","DIONÍSIO","MG","09/2022","808","489516.00","605.84"
"312190","DIVINÉSIA","MG","11/2021","238","54061.00","227.15"
"312190","DIVINÉSIA","MG","12/2021","237","96288.00","406.28"
"312190","DIVINÉSIA","MG","01/2022","315","127619","405.14"
"312190","DIVINÉSIA","MG","02/2022","337","137579.00","408.25"
"312190","DIVINÉSIA","MG","03/2022","339","138627","408.93"
"312190","DIVINÉSIA","MG","04/2022","336","137405.00","408.94"
"312190","DIVINÉSIA","MG","05/2022","341","139547","409.23"
"312190","DIVINÉSIA","MG","06/2022","339","138632","408.94"
"312190","DIVINÉSIA","MG","07/2022","338","138321.00","409.23"
"312190","DIVINÉSIA","MG","08/2022","410","249439","608.39"
"312190","DIVINÉSIA","MG","09/2022","447","271396.00","607.15"
"312200","DIVINO","MG","11/2021","2050","393541.00","191.97"
