"Código","Unidade Territorial","UF","Referência","Famílias Beneficiárias do Auxílio Brasil","Valores Repassados do Auxílio Brasil + Benefício Extraordinário","Benefício Médio do Auxílio Brasil + Benefício Extraordinário"
"313550","JEQUERI","MG","08/2022","1418","855871","604.00"
"313550","JEQUERI","MG","09/2022","1435","866228.00","603.64"
"313560","JEQUITAÍ","MG","11/2021","1365","306594.00","224.61"
"313560","JEQUITAÍ","MG","12/2021","1362","551431.00","404.87"
"313560","JEQUITAÍ","MG","01/2022","1783","720279","403.97"
"313560","JEQUITAÍ","MG","02/2022","1814","728729.00","405.98"
"313560","JEQUITAÍ","MG","03/2022","1848","749638","405.65"
"313560","JEQUITAÍ","MG","04/2022","1845","747976.00","405.41"
"313560","JEQUITAÍ","MG","05/2022","1840","740620","405.15"
"313560","JEQUITAÍ","MG","06/2022","1834","740744","405.00"
"313560","JEQUITAÍ","MG","07/2022","1826","736230.00","404.97"
"313560","JEQUITAÍ","MG","08/2022","2120","1277054","604.09"
"313560","JEQUITAÍ","MG","09/2022","2237","1349922.00","603.72"
"313570","JEQUITIBÁ","MG","11/2021","446","79172.00","177.52"
"313570","JEQUITIBÁ","MG","12/2021","448","180086.00","401.98"
"313570","JEQUITIBÁ","MG","01/2022","519","208300","401.35"
"313570","JEQUITIBÁ","MG","02/2022","528","212488.00","402.44"
"313570","JEQUITIBÁ","MG","03/2022","533","214501","402.44"
"313570","JEQUITIBÁ","MG","04/2022","538","216501.00","402.42"
"313570","JEQUITIBÁ","MG","05/2022","538","216695","402.78"
"313570","JEQUITIBÁ","MG","06/2022","544","219014","402.60"
"313570","JEQUITIBÁ","MG","07/2022","545","218149.00","402.49"
"313570","JEQUITIBÁ","MG","08/2022","561","336310","602.71"
"313570","JEQUITIBÁ","MG","09/2022","571","344131.00","602.68"
"313580","JEQUITINHONHA","MG","11/2021","2993","693365.00","231.66"
"313580","JEQUITINHONHA","MG","12/2021","2980","1230539.00","412.93"
"313580","JEQUITINHONHA","MG","01/2022","3496","1438219","411.39"
"313580","JEQUITINHONHA","MG","02/2022","3572","1469782.00","414.61"
"313580","JEQUITINHONHA","MG","03/2022","3525","1462231","414.82"
"313580","JEQUITINHONHA","MG","04/2022","3566","1480366.00","415.13"
"313580","JEQUITINHONHA","MG","05/2022","3638","1503513","415.22"
"313580","JEQUITINHONHA","MG","06/2022","3733","1543144","413.93"
"313580","JEQUITINHONHA","MG","07/2022","3734","1538614.00","413.61"
"313580","JEQUITINHONHA","MG","08/2022","3941","2408201","612.77"
"313580","JEQUITINHONHA","MG","09/2022","4065","2488522.00","612.18"
"313590","JESUÂNIA","MG","11/2021","449","90181.00","200.85"
